店,日付,時間,レシート,顧客,商品,大分類,中分類,小分類,細分類,メーカー,ブランド,仕入単価,単価,数量,金額,仕入金額,粗利金額
B,20010502,105554,1000227,00284B,0000403,1,11,1120,112097,0465,046500,203,264,5,1320,1015,305
B,20010502,105554,1000227,00284B,0000583,1,11,1108,110805,1238,123804,70,91,1,91,70,21
B,20010502,105554,1000227,00284B,0000370,1,11,1102,110211,1261,126101,224,292,1,292,224,68
B,20010502,112508,1000223,00102B,0000436,1,11,1111,111197,0407,040704,331,431,4,1724,1324,400
B,20010502,112508,1000223,00102B,0000612,1,11,1101,110149,0456,045602,375,488,1,488,375,113
B,20010502,112508,1000223,00102B,0000209,1,11,1197,119705,0147,014701,292,454,1,454,292,162
B,20010502,112508,1000223,00102B,0000511,1,11,1110,111097,1883,188302,311,405,1,405,311,94
B,20010502,112508,1000223,00102B,0000434,1,11,1105,110504,0523,052300,378,492,5,2460,1890,570
B,20010502,112508,1000223,00102B,0000549,1,11,1101,110119,1994,199404,330,429,1,429,330,99
B,20010502,120716,1000226,00260B,0000373,1,11,1118,111897,1341,134100,91,169,6,1014,546,468
B,20010502,120716,1000226,00260B,0000413,1,11,1104,110403,0353,035306,286,372,6,2232,1716,516
B,20010502,120716,1000226,00260B,0000363,1,11,1104,110409,0649,064905,435,566,1,566,435,131
B,20010502,120716,1000226,00260B,0000436,1,11,1111,111197,0407,040704,331,431,3,1293,993,300
B,20010502,120716,1000226,00260B,0000276,1,11,1120,112097,0617,061701,142,185,1,185,142,43
B,20010502,120716,1000226,00260B,0000497,1,11,1119,111997,0482,048203,542,705,1,705,542,163
B,20010502,120716,1000226,00260B,0000560,1,11,1101,110133,1053,105300,373,485,1,485,373,112
B,20010502,151447,1000224,00110B,0000305,1,11,1101,110129,1765,176502,185,241,1,241,185,56
B,20010502,151447,1000224,00110B,0000457,1,11,1110,111007,1319,131902,174,268,1,268,174,94
B,20010502,151447,1000224,00110B,0000270,1,11,1115,111507,0605,060502,238,310,1,310,238,72
B,20010502,151447,1000224,00110B,0000432,1,11,1105,110509,1258,125804,331,431,6,2586,1986,600
B,20010502,151447,1000224,00110B,0000247,1,11,1119,111909,1273,127302,335,436,3,1308,1005,303
B,20010502,192406,1000221,00012B,0000602,1,11,1113,111301,1772,177202,419,545,1,545,419,126
B,20010502,192406,1000221,00012B,0000438,1,14,1403,140309,1100,110001,208,317,1,317,208,109
B,20010502,192406,1000221,00012B,0000348,1,11,1115,111505,0929,092901,331,431,1,431,331,100
B,20010502,192406,1000221,00012B,0000506,1,13,1301,130129,0854,085400,246,320,4,1280,984,296
B,20010502,192406,1000221,00012B,0000252,1,14,1404,140401,0153,015302,238,310,1,310,238,72
B,20010502,192406,1000221,00012B,0000408,1,11,1112,111201,0690,069004,410,533,1,533,410,123
B,20010502,192406,1000221,00012B,0000337,1,11,1101,110105,1021,102100,179,233,1,233,179,54
B,20010502,192406,1000221,00012B,0000479,1,13,1301,130127,1293,129301,188,397,1,397,188,209
B,20010502,192406,1000221,00012B,0000315,1,14,1402,140205,0405,040501,290,473,4,1892,1160,732
B,20010502,192406,1000221,00012B,0000173,1,11,1115,111501,1466,146600,132,172,1,172,132,40
B,20010503,131248,1000228,00224B,0000219,1,13,1304,130403,1537,153702,378,492,1,492,378,114
B,20010503,131248,1000228,00224B,0000261,1,11,1111,111113,1771,177104,274,357,1,357,274,83
B,20010504,160137,1000229,00014B,0000747,1,11,1115,111501,1509,150903,483,628,1,628,483,145
B,20010504,160137,1000229,00014B,0000404,1,11,1115,111597,0728,072803,609,792,6,4752,3654,1098
B,20010504,160137,1000229,00014B,0000357,1,11,1105,110505,0013,001300,500,650,1,650,500,150
B,20010504,160137,1000229,00014B,0000629,1,11,1107,110703,1409,140900,278,362,5,1810,1390,420
B,20010504,160137,1000229,00014B,0000436,1,11,1111,111197,0407,040704,331,431,1,431,331,100
B,20010504,160137,1000229,00014B,0000378,1,13,1301,130139,0386,038605,222,289,4,1156,888,268
B,20010504,160137,1000229,00014B,0000399,1,11,1113,111307,0939,093902,198,258,5,1290,990,300
B,20010504,160137,1000229,00014B,0000270,1,11,1115,111507,0605,060502,238,310,1,310,238,72
B,20010504,160137,1000229,00014B,0000452,1,11,1108,110802,0506,050602,235,413,1,413,235,178
B,20010504,160137,1000229,00014B,0000271,1,14,1406,140697,1799,179903,340,442,1,442,340,102
B,20010504,160137,1000229,00014B,0000470,1,11,1119,111909,0062,006201,274,357,1,357,274,83
B,20010504,160137,1000229,00014B,0000392,1,14,1401,140107,1376,137605,254,410,1,410,254,156
B,20010504,170512,1000230,00118B,0000582,1,11,1101,110133,0870,087000,421,640,6,3840,2526,1314
B,20010504,170512,1000230,00118B,0000182,1,11,1121,112113,0019,001902,381,496,5,2480,1905,575
B,20010504,170512,1000230,00118B,0000545,1,11,1121,112111,0729,072900,199,259,5,1295,995,300
B,20010504,170512,1000230,00118B,0000591,1,11,1111,111107,1471,147100,175,228,4,912,700,212
B,20010504,170512,1000230,00118B,0000326,1,11,1106,110601,1340,134000,416,646,1,646,416,230
B,20010504,170512,1000230,00118B,0000403,1,11,1120,112097,0465,046500,203,264,1,264,203,61
B,20010504,170512,1000230,00118B,0000322,1,13,1303,130303,0606,060602,213,277,1,277,213,64
B,20010504,170512,1000230,00118B,0000374,1,11,1117,111701,0151,015100,329,428,5,2140,1645,495
B,20010504,170512,1000230,00118B,0000177,1,11,1120,112003,0290,029000,323,420,1,420,323,97
B,20010505,112558,1000232,00034B,0000458,1,11,1104,110415,1565,156500,393,511,5,2555,1965,590
B,20010505,112558,1000232,00034B,0000241,1,11,1111,111101,1715,171502,273,355,1,355,273,82
B,20010505,112558,1000232,00034B,0000391,1,11,1111,111111,0052,005200,191,305,1,305,191,114
B,20010505,112558,1000232,00034B,0000117,1,14,1406,140691,0714,071401,197,368,1,368,197,171
B,20010505,112558,1000232,00034B,0000469,1,11,1113,111303,1417,141703,201,262,3,786,603,183
B,20010505,112558,1000232,00034B,0000139,1,12,1201,120197,0316,031601,267,348,5,1740,1335,405
B,20010505,112558,1000232,00034B,0000336,1,11,1111,111101,1496,149602,393,622,1,622,393,229
B,20010505,112558,1000232,00034B,0000367,1,11,1106,110697,0048,004803,292,485,1,485,292,193
B,20010505,112558,1000232,00034B,0000371,1,11,1120,112005,0438,043802,400,520,1,520,400,120
B,20010505,112558,1000232,00034B,0000318,1,13,1304,130497,1248,124805,231,301,1,301,231,70
B,20010505,131231,1000234,00214B,0000266,1,11,1104,110407,1862,186200,334,435,2,870,668,202
B,20010505,131231,1000234,00214B,0000322,1,13,1303,130303,0606,060602,213,277,1,277,213,64
B,20010505,131231,1000234,00214B,0000219,1,13,1304,130403,1537,153702,378,492,1,492,378,114
B,20010505,131231,1000234,00214B,0000300,1,11,1101,110117,1006,100601,238,310,1,310,238,72
B,20010505,150329,1000231,00008B,0000640,1,11,1110,111009,1913,191300,278,362,1,362,278,84
B,20010505,150329,1000231,00008B,0000392,1,14,1401,140107,1376,137605,254,410,1,410,254,156
B,20010505,150329,1000231,00008B,0000318,1,13,1304,130497,1248,124805,231,301,1,301,231,70
B,20010505,150329,1000231,00008B,0000697,1,11,1105,110509,0566,056608,293,381,6,2286,1758,528
B,20010505,192946,1000233,00094B,0000449,1,14,1406,140631,1215,121503,322,419,1,419,322,97
B,20010505,192946,1000233,00094B,0000248,1,13,1301,130137,0340,034000,373,526,1,526,373,153
B,20010505,192946,1000233,00094B,0000545,1,11,1121,112111,0729,072900,199,259,1,259,199,60
B,20010505,192946,1000233,00094B,0000375,1,11,1121,112107,1853,185300,221,288,1,288,221,67
B,20010505,192946,1000233,00094B,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114
B,20010505,192946,1000233,00094B,0000302,1,11,1108,110801,0136,013601,251,327,6,1962,1506,456
B,20010505,192946,1000233,00094B,0000420,1,11,1102,110211,0376,037601,255,332,5,1660,1275,385
B,20010505,192946,1000233,00094B,0000280,1,14,1403,140316,0175,017501,253,329,1,329,253,76
B,20010505,192946,1000233,00094B,0000458,1,11,1104,110415,1565,156500,393,511,6,3066,2358,708
B,20010505,192946,1000233,00094B,0000345,1,11,1121,112105,0188,018800,343,446,5,2230,1715,515
B,20010505,192946,1000233,00094B,0000449,1,14,1406,140631,1215,121503,322,419,1,419,322,97
B,20010505,192946,1000233,00094B,0000294,1,14,1406,140681,0694,069401,236,307,5,1535,1180,355
B,20010505,192946,1000233,00094B,0000537,1,13,1301,130135,0596,059601,298,498,1,498,298,200
B,20010506,093708,1000235,00124B,0000305,1,11,1101,110129,1765,176502,185,241,1,241,185,56
B,20010506,093708,1000235,00124B,0000489,1,11,1120,112003,1668,166803,196,255,1,255,196,59
B,20010506,093708,1000235,00124B,0000423,1,11,1107,110791,0107,010703,290,377,1,377,290,87
B,20010506,150603,1000236,00200B,0000668,1,14,1404,140405,0846,084604,175,228,6,1368,1050,318
B,20010506,150603,1000236,00200B,0000370,1,11,1102,110211,1261,126101,224,292,6,1752,1344,408
B,20010506,150603,1000236,00200B,0000520,1,14,1401,140103,0604,060401,388,505,1,505,388,117
B,20010506,150603,1000236,00200B,0000274,1,11,1121,112107,0472,047200,359,467,1,467,359,108
B,20010506,150603,1000236,00200B,0000520,1,14,1401,140103,0604,060401,388,505,1,505,388,117
B,20010506,150603,1000236,00200B,0000416,1,11,1107,110721,0023,002300,299,389,1,389,299,90
B,20010506,150603,1000236,00200B,0000491,1,13,1304,130497,0578,057800,377,491,6,2946,2262,684
B,20010506,150603,1000236,00200B,0000429,1,11,1119,111997,1117,111700,295,384,1,384,295,89
B,20010506,153813,1000237,00225B,0000188,1,11,1119,111901,1415,141500,251,370,6,2220,1506,714
B,20010506,153813,1000237,00225B,0000442,1,11,1101,110197,0266,026600,240,379,2,758,480,278
B,20010506,153813,1000237,00225B,0000237,1,11,1101,110111,0295,029502,244,318,1,318,244,74
B,20010506,153813,1000237,00225B,0000426,1,11,1106,110601,1763,176305,177,231,1,231,177,54
B,20010506,153813,1000237,00225B,0000396,1,14,1401,140103,1489,148900,404,526,4,2104,1616,488
B,20010506,153813,1000237,00225B,0000456,1,11,1116,111697,1649,164901,447,582,1,582,447,135
B,20010506,172453,1000238,00236B,0000184,1,11,1105,110505,0612,061203,518,674,5,3370,2590,780
B,20010506,172453,1000238,00236B,0000449,1,14,1406,140631,1215,121503,322,419,1,419,322,97
B,20010506,172453,1000238,00236B,0000365,1,14,1401,140111,0769,076900,161,299,5,1495,805,690
B,20010506,172453,1000238,00236B,0000442,1,11,1101,110197,0266,026600,240,379,1,379,240,139
B,20010506,172453,1000238,00236B,0000357,1,11,1105,110505,0013,001300,500,650,1,650,500,150
B,20010506,172453,1000238,00236B,0000506,1,13,1301,130129,0854,085400,246,448,1,448,246,202
B,20010506,172453,1000238,00236B,0000295,1,14,1497,149797,1570,157000,171,223,1,223,171,52
B,20010506,172453,1000238,00236B,0000322,1,13,1303,130303,0606,060602,213,277,1,277,213,64
B,20010506,172453,1000238,00236B,0000185,1,13,1301,130135,1226,122603,247,322,6,1932,1482,450
B,20010507,111434,1000239,00017B,0000441,1,11,1110,111007,0713,071300,296,385,1,385,296,89
B,20010507,111434,1000239,00017B,0000316,1,11,1119,111907,1107,110702,265,345,1,345,265,80
B,20010507,111434,1000239,00017B,0000402,1,11,1101,110135,1198,119800,310,403,1,403,310,93
B,20010507,111434,1000239,00017B,0000262,1,11,1110,111011,0013,001302,174,227,1,227,174,53
B,20010507,111434,1000239,00017B,0000439,1,11,1104,110411,1007,100700,187,266,1,266,187,79
B,20010507,111434,1000239,00017B,0000257,1,11,1112,111209,1400,140000,379,493,1,493,379,114
B,20010507,111434,1000239,00017B,0000292,1,11,1105,110504,1110,111001,283,429,1,429,283,146
B,20010507,113729,1000240,00075B,0000432,1,11,1105,110509,1258,125804,331,431,5,2155,1655,500
B,20010507,113729,1000240,00075B,0000348,1,11,1115,111505,0929,092901,331,431,1,431,331,100
B,20010507,113729,1000240,00075B,0000450,1,11,1121,112111,1405,140503,321,418,1,418,321,97
B,20010507,113729,1000240,00075B,0000332,1,11,1107,110721,0550,055003,354,696,1,696,354,342
B,20010507,113729,1000240,00075B,0000504,1,11,1121,112113,0358,035804,297,387,1,387,297,90
B,20010507,113729,1000240,00075B,0000346,1,13,1301,130129,0518,051802,380,555,1,555,380,175
B,20010507,113729,1000240,00075B,0000502,1,11,1107,110703,0725,072501,110,143,1,143,110,33
B,20010507,113729,1000240,00075B,0000501,1,11,1108,110802,0876,087602,333,433,1,433,333,100
B,20010507,121733,1000241,00092B,0000605,1,13,1302,130297,0207,020700,531,691,5,3455,2655,800
B,20010507,121733,1000241,00092B,0000249,1,11,1103,110397,0393,039303,412,536,4,2144,1648,496
B,20010507,121733,1000241,00092B,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114
B,20010507,121733,1000241,00092B,0000104,1,11,1115,111501,1586,158605,341,444,1,444,341,103
B,20010507,121733,1000241,00092B,0000405,1,13,1301,130123,1310,131000,408,531,1,531,408,123
B,20010507,121733,1000241,00092B,0000250,1,11,1103,110397,0235,023501,268,349,1,349,268,81
B,20010507,121733,1000241,00092B,0000498,1,11,1119,111903,0463,046307,192,250,5,1250,960,290
B,20010507,121733,1000241,00092B,0000329,1,14,1401,140103,0094,009404,288,375,4,1500,1152,348
B,20010507,121733,1000241,00092B,0000375,1,11,1121,112107,1853,185300,221,288,1,288,221,67
B,20010507,121733,1000241,00092B,0000274,1,11,1121,112107,0472,047200,359,566,1,566,359,207
B,20010507,150450,1000242,00289B,0000384,1,14,1402,140205,0556,055600,286,409,1,409,286,123
B,20010507,150450,1000242,00289B,0000179,1,14,1403,140309,1551,155101,351,457,1,457,351,106
B,20010507,150450,1000242,00289B,0000410,1,11,1121,112197,0701,070100,281,366,1,366,281,85
B,20010507,150450,1000242,00289B,0000343,1,11,1104,110407,0189,018903,384,500,1,500,384,116
B,20010508,121659,1000243,00017B,0000442,1,11,1101,110197,0266,026600,240,379,5,1895,1200,695
B,20010508,121659,1000243,00017B,0000254,1,11,1115,111597,1124,112402,370,575,1,575,370,205
B,20010508,121659,1000243,00017B,0000517,1,11,1197,119705,1151,115102,424,651,1,651,424,227
B,20010508,121659,1000243,00017B,0000262,1,11,1110,111011,0013,001302,174,227,1,227,174,53
B,20010508,121659,1000243,00017B,0000441,1,11,1110,111007,0713,071300,296,385,1,385,296,89
B,20010508,121659,1000243,00017B,0000239,1,11,1104,110497,0781,078100,225,293,1,293,225,68
B,20010508,121659,1000243,00017B,0000485,1,14,1403,140315,0129,012907,166,216,1,216,166,50
B,20010508,121659,1000243,00017B,0000540,1,14,1403,140323,1789,178900,286,372,2,744,572,172
B,20010508,140239,1000244,00180B,0000231,1,12,1297,129797,1878,187801,472,614,1,614,472,142
B,20010508,140239,1000244,00180B,0000445,1,11,1119,111901,0621,062100,357,465,1,465,357,108
B,20010508,140239,1000244,00180B,0000240,1,14,1402,140209,1595,159501,462,601,1,601,462,139
B,20010508,140239,1000244,00180B,0000519,1,13,1301,130129,1427,142700,170,221,6,1326,1020,306
B,20010508,140239,1000244,00180B,0000520,1,14,1401,140103,0604,060401,388,505,7,3535,2716,819
B,20010508,140239,1000244,00180B,0000413,1,11,1104,110403,0353,035306,286,372,1,372,286,86
B,20010508,184035,1000245,00260B,0000592,1,11,1111,111197,0473,047303,341,444,3,1332,1023,309
B,20010508,184035,1000245,00260B,0000232,1,11,1116,111603,1347,134702,253,469,1,469,253,216
B,20010508,184035,1000245,00260B,0000442,1,11,1101,110197,0266,026600,240,379,1,379,240,139
B,20010508,184035,1000245,00260B,0000573,1,13,1301,130127,0779,077901,190,368,5,1840,950,890
B,20010508,184035,1000245,00260B,0000209,1,11,1197,119705,0147,014701,292,454,1,454,292,162
B,20010508,184035,1000245,00260B,0000458,1,11,1104,110415,1565,156500,393,511,2,1022,786,236
B,20010508,184035,1000245,00260B,0000375,1,11,1121,112107,1853,185300,221,288,1,288,221,67
B,20010508,184035,1000245,00260B,0000536,1,11,1113,111307,1083,108301,206,331,1,331,206,125
B,20010508,184035,1000245,00260B,0000338,1,14,1401,140105,1875,187504,331,431,1,431,331,100
B,20010508,184035,1000245,00260B,0000266,1,11,1104,110407,1862,186200,334,435,1,435,334,101
B,20010509,111331,1000252,00294B,0000603,1,14,1404,140403,1336,133600,223,290,5,1450,1115,335
B,20010509,111331,1000252,00294B,0000518,1,11,1110,111011,1369,136902,361,470,1,470,361,109
B,20010509,111331,1000252,00294B,0000560,1,11,1101,110133,1053,105300,373,485,1,485,373,112
B,20010509,111331,1000252,00294B,0000423,1,11,1107,110791,0107,010703,290,377,5,1885,1450,435
B,20010509,111331,1000252,00294B,0000442,1,11,1101,110197,0266,026600,240,379,1,379,240,139
B,20010509,125352,1000247,00032B,0000308,1,14,1404,140407,0707,070700,468,745,4,2980,1872,1108
B,20010509,125352,1000247,00032B,0000435,1,11,1101,110129,0522,052203,256,333,1,333,256,77
B,20010509,125352,1000247,00032B,0000510,1,11,1112,111209,1148,114804,324,422,1,422,324,98
B,20010509,150301,1000250,00108B,0000343,1,11,1104,110407,0189,018903,384,500,1,500,384,116
B,20010509,150301,1000250,00108B,0000447,1,11,1105,110511,1574,157403,324,422,6,2532,1944,588
B,20010509,152333,1000248,00045B,0000625,1,11,1118,111807,1154,115400,307,400,5,2000,1535,465
B,20010509,152333,1000248,00045B,0000278,1,11,1107,110725,0140,014000,278,362,1,362,278,84
B,20010509,152333,1000248,00045B,0000448,1,11,1120,112005,1298,129803,313,407,1,407,313,94
B,20010509,152333,1000248,00045B,0000488,1,11,1119,111905,1644,164402,358,466,5,2330,1790,540
B,20010509,152333,1000248,00045B,0000489,1,11,1120,112003,1668,166803,196,255,1,255,196,59
B,20010509,165532,1000246,00014B,0000583,1,11,1108,110805,1238,123804,70,91,5,455,350,105
B,20010509,165532,1000246,00014B,0000357,1,11,1105,110505,0013,001300,500,650,1,650,500,150
B,20010509,165532,1000246,00014B,0000423,1,11,1107,110791,0107,010703,290,377,1,377,290,87
B,20010509,165532,1000246,00014B,0000671,1,14,1406,140697,0750,075000,265,345,1,345,265,80
B,20010509,165532,1000246,00014B,0000456,1,11,1116,111697,1649,164901,447,582,1,582,447,135
B,20010509,165532,1000246,00014B,0000587,1,11,1101,110131,0048,004801,212,276,5,1380,1060,320
B,20010509,183606,1000251,00284B,0000210,1,11,1107,110797,1489,148902,465,605,1,605,465,140
B,20010509,183606,1000251,00284B,0000497,1,11,1119,111997,0482,048203,542,705,1,705,542,163
B,20010509,183606,1000251,00284B,0000277,1,11,1103,110303,1193,119305,225,293,1,293,225,68
B,20010509,183606,1000251,00284B,0000416,1,11,1107,110721,0023,002300,299,389,1,389,299,90
B,20010509,183606,1000251,00284B,0000358,1,11,1104,110403,0344,034403,272,354,1,354,272,82
B,20010509,183606,1000251,00284B,0000495,1,11,1111,111113,0138,013801,247,461,1,461,247,214
B,20010509,183606,1000251,00284B,0000343,1,11,1104,110407,0189,018903,384,500,6,3000,2304,696
B,20010509,183606,1000251,00284B,0000558,1,13,1301,130198,1839,183902,312,630,1,630,312,318
B,20010509,183606,1000251,00284B,0000381,1,11,1113,111397,0678,067801,292,380,1,380,292,88
B,20010509,204304,1000249,00086B,0000726,1,11,1101,110142,0824,082403,196,255,1,255,196,59
B,20010509,204304,1000249,00086B,0000439,1,11,1104,110411,1007,100700,187,266,1,266,187,79
B,20010509,204304,1000249,00086B,0000226,1,11,1107,110705,0904,090400,339,441,5,2205,1695,510
B,20010509,204304,1000249,00086B,0000565,1,11,1116,111601,1327,132700,249,324,5,1620,1245,375
B,20010509,204304,1000249,00086B,0000514,1,11,1115,111597,0545,054503,103,134,1,134,103,31
B,20010509,204304,1000249,00086B,0000301,1,14,1497,149797,1730,173005,154,201,1,201,154,47
B,20010509,204304,1000249,00086B,0000420,1,11,1102,110211,0376,037601,255,439,3,1317,765,552
B,20010509,204304,1000249,00086B,0000236,1,13,1304,130497,1468,146801,301,392,1,392,301,91
B,20010509,204304,1000249,00086B,0000432,1,11,1105,110509,1258,125804,331,522,1,522,331,191
B,20010509,204304,1000249,00086B,0000351,1,11,1113,111397,0745,074501,227,357,1,357,227,130
B,20010509,204304,1000249,00086B,0000401,1,11,1121,112105,1216,121600,265,345,5,1725,1325,400
B,20010509,204304,1000249,00086B,0000234,1,14,1406,140601,0099,009902,328,427,1,427,328,99
B,20010509,204304,1000249,00086B,0000551,1,11,1117,111797,0591,059107,328,427,1,427,328,99
B,20010510,121532,1000253,00268B,0000379,1,12,1201,120197,1725,172506,243,316,6,1896,1458,438
B,20010510,121532,1000253,00268B,0000437,1,13,1301,130141,1950,195003,381,706,1,706,381,325
B,20010510,121532,1000253,00268B,0000310,1,14,1404,140403,1148,114803,298,388,1,388,298,90
B,20010510,121532,1000253,00268B,0000492,1,11,1197,119797,0501,050100,361,574,6,3444,2166,1278
B,20010510,121532,1000253,00268B,0000312,1,14,1404,140407,0614,061400,305,397,1,397,305,92
B,20010510,121532,1000253,00268B,0000454,1,14,1401,140107,1804,180403,199,259,1,259,199,60
B,20010510,121532,1000253,00268B,0000515,1,11,1119,111907,1477,147704,436,567,1,567,436,131
B,20010511,113021,1000257,00294B,0000285,1,11,1110,111015,1516,151601,208,271,1,271,208,63
B,20010511,113021,1000257,00294B,0000480,1,13,1301,130131,1492,149206,320,416,1,416,320,96
B,20010511,113021,1000257,00294B,0000286,1,11,1104,110415,1057,105702,302,437,1,437,302,135
B,20010511,113021,1000257,00294B,0000289,1,14,1406,140691,0678,067800,475,618,1,618,475,143
B,20010511,113021,1000257,00294B,0000216,1,11,1107,110707,1113,111304,189,246,1,246,189,57
B,20010511,115510,1000255,00052B,0000417,1,11,1107,110703,0442,044204,395,514,5,2570,1975,595
B,20010511,132036,1000256,00110B,0000344,1,11,1104,110411,0370,037000,189,246,6,1476,1134,342
B,20010511,132036,1000256,00110B,0000199,1,11,1105,110515,1100,110003,265,345,4,1380,1060,320
B,20010511,165650,1000254,00044B,0000392,1,14,1401,140107,1376,137605,254,488,5,2440,1270,1170
B,20010511,165650,1000254,00044B,0000304,1,11,1107,110707,1487,148704,343,446,5,2230,1715,515
B,20010511,165650,1000254,00044B,0000404,1,11,1115,111597,0728,072803,609,1030,3,3090,1827,1263
B,20010511,165650,1000254,00044B,0000364,1,13,1301,130137,1772,177201,366,526,1,526,366,160
B,20010511,165650,1000254,00044B,0000546,1,14,1404,140401,0549,054906,384,500,5,2500,1920,580
B,20010511,165650,1000254,00044B,0000309,1,13,1303,130301,0394,039401,308,401,1,401,308,93
B,20010511,165650,1000254,00044B,0000417,1,11,1107,110703,0442,044204,395,514,1,514,395,119
B,20010511,165650,1000254,00044B,0000537,1,13,1301,130135,0596,059601,298,607,1,607,298,309
B,20010512,105833,1000258,00024B,0000339,1,11,1105,110501,1285,128501,430,690,1,690,430,260
B,20010512,105833,1000258,00024B,0000413,1,11,1104,110403,0353,035306,286,394,5,1970,1430,540
B,20010512,105833,1000258,00024B,0000119,1,13,1304,130401,0303,030302,334,435,1,435,334,101
B,20010512,105833,1000258,00024B,0000403,1,11,1120,112097,0465,046500,203,264,1,264,203,61
B,20010512,105833,1000258,00024B,0000154,1,11,1113,111305,0090,009002,276,359,1,359,276,83
B,20010512,143423,1000259,00087B,0000516,1,14,1403,140313,0263,026304,243,316,1,316,243,73
B,20010512,143423,1000259,00087B,0000294,1,14,1406,140681,0694,069401,236,307,1,307,236,71
B,20010514,101712,1000262,00200B,0000761,1,11,1104,110407,1035,103504,279,363,1,363,279,84
B,20010514,101712,1000262,00200B,0000432,1,11,1105,110509,1258,125804,331,522,1,522,331,191
B,20010514,101712,1000262,00200B,0000281,1,14,1403,140305,1501,150100,206,268,1,268,206,62
B,20010514,101712,1000262,00200B,0000752,1,11,1121,112113,1060,106004,258,336,5,1680,1290,390
B,20010514,101712,1000262,00200B,0000391,1,11,1111,111111,0052,005200,191,305,1,305,191,114
B,20010514,101712,1000262,00200B,0000366,1,14,1403,140315,1610,161001,237,309,1,309,237,72
B,20010514,101712,1000262,00200B,0000352,1,11,1101,110125,1322,132200,345,511,4,2044,1380,664
B,20010514,101712,1000262,00200B,0000373,1,11,1118,111897,1341,134100,91,169,4,676,364,312
B,20010514,131556,1000264,00294B,0000660,1,14,1401,140109,0369,036901,275,358,6,2148,1650,498
B,20010514,131556,1000264,00294B,0000420,1,11,1102,110211,0376,037601,255,439,1,439,255,184
B,20010514,131556,1000264,00294B,0000261,1,11,1111,111113,1771,177104,274,357,1,357,274,83
B,20010514,131556,1000264,00294B,0000545,1,11,1121,112111,0729,072900,199,259,1,259,199,60
B,20010514,131556,1000264,00294B,0000240,1,14,1402,140209,1595,159501,462,601,5,3005,2310,695
B,20010514,131556,1000264,00294B,0000547,1,14,1404,140497,0338,033801,183,238,1,238,183,55
B,20010514,131556,1000264,00294B,0000134,1,14,1406,140671,0024,002400,393,511,1,511,393,118
B,20010514,131556,1000264,00294B,0000392,1,14,1401,140107,1376,137605,254,488,1,488,254,234
B,20010514,150108,1000263,00238B,0000586,1,11,1102,110207,1090,109003,317,413,1,413,317,96
B,20010514,150108,1000263,00238B,0000135,1,11,1121,112113,1684,168403,355,462,1,462,355,107
B,20010514,150108,1000263,00238B,0000411,1,14,1406,140681,1053,105301,383,823,5,4115,1915,2200
B,20010514,150108,1000263,00238B,0000707,1,11,1104,110407,1161,116101,414,539,6,3234,2484,750
B,20010514,150108,1000263,00238B,0000282,1,11,1118,111801,0112,011201,153,199,1,199,153,46
B,20010514,150108,1000263,00238B,0000416,1,11,1107,110721,0023,002300,299,464,1,464,299,165
B,20010514,150108,1000263,00238B,0000679,1,11,1121,112197,0076,007605,282,367,1,367,282,85
B,20010514,150108,1000263,00238B,0000379,1,12,1201,120197,1725,172506,243,316,1,316,243,73
B,20010514,150108,1000263,00238B,0000450,1,11,1121,112111,1405,140503,321,418,1,418,321,97
B,20010514,150108,1000263,00238B,0000534,1,11,1104,110415,1226,122600,374,487,1,487,374,113
B,20010514,163915,1000261,00192B,0000568,1,11,1111,111113,0463,046305,81,106,1,106,81,25
B,20010514,163915,1000261,00192B,0000277,1,11,1103,110303,1193,119305,225,293,1,293,225,68
B,20010514,163915,1000261,00192B,0000452,1,11,1108,110802,0506,050602,235,413,1,413,235,178
B,20010514,163915,1000261,00192B,0000594,1,11,1113,111303,1991,199103,248,323,1,323,248,75
B,20010514,163915,1000261,00192B,0000358,1,11,1104,110403,0344,034403,272,354,1,354,272,82
B,20010514,163915,1000261,00192B,0000485,1,14,1403,140315,0129,012907,166,216,1,216,166,50
B,20010514,163915,1000261,00192B,0000313,1,11,1119,111997,1378,137803,185,294,1,294,185,109
B,20010514,163915,1000261,00192B,0000432,1,11,1105,110509,1258,125804,331,522,1,522,331,191
B,20010514,171318,1000260,00043B,0000590,1,11,1112,111297,1260,126001,472,614,5,3070,2360,710
B,20010514,171318,1000260,00043B,0000382,1,11,1119,111905,1336,133601,282,367,1,367,282,85
B,20010514,171318,1000260,00043B,0000428,1,11,1107,110791,0126,012600,215,280,1,280,215,65
B,20010514,171318,1000260,00043B,0000346,1,13,1301,130129,0518,051802,380,555,5,2775,1900,875
B,20010514,171318,1000260,00043B,0000436,1,11,1111,111197,0407,040704,331,431,1,431,331,100
B,20010514,171318,1000260,00043B,0000294,1,14,1406,140681,0694,069401,236,307,1,307,236,71
B,20010514,171318,1000260,00043B,0000388,1,14,1402,140209,0773,077301,336,437,4,1748,1344,404
B,20010514,171318,1000260,00043B,0000443,1,13,1301,130121,1886,188600,395,671,1,671,395,276
B,20010514,171318,1000260,00043B,0000512,1,11,1118,111807,1133,113302,352,458,5,2290,1760,530
B,20010515,131515,1000265,00024B,0000243,1,14,1403,140301,1525,152504,187,244,1,244,187,57
