店,日付,時間,レシート,顧客,商品,大分類,中分類,小分類,細分類,メーカー,ブランド,仕入単価,単価,数量,金額,仕入金額,粗利金額,年月
C,20010707,174556,1000381,00054C,0000315,1,14,1402,140205,0405,040501,290,1198,7,8386,2030,6356,20017
D,20010707,120607,1000398,00121D,0000435,1,11,1101,110129,0522,052203,256,436,5,2180,1280,900,20017
A,20010707,170029,1000426,00272A,0000627,1,11,1111,111107,0179,017901,112,217,1,217,112,105,20017
B,20010707,170029,1000467,00272B,0000099,1,11,1112,111297,1207,120703,399,519,1,519,399,120,20017
A,20010707,174556,1000420,00054A,0000315,1,14,1402,140205,0405,040501,290,527,1,527,290,237,20017
B,20010707,170029,1000467,00272B,0000516,1,14,1403,140313,0263,026304,243,316,1,316,243,73,20017
A,20010707,174556,1000420,00054A,0000494,1,11,1110,111009,1720,172003,236,520,1,520,236,284,20017
B,20010707,170029,1000467,00272B,0000627,1,11,1111,111107,0179,017901,112,146,1,146,112,34,20017
A,20010707,174556,1000420,00054A,0000255,1,14,1406,140621,1894,189400,256,333,1,333,256,77,20017
B,20010707,170029,1000467,00272B,0000258,1,11,1105,110505,1021,102101,170,221,4,884,680,204,20017
A,20010707,174556,1000420,00054A,0000586,1,11,1102,110207,1090,109003,317,413,1,413,317,96,20017
B,20010707,174556,1000461,00054B,0000371,1,11,1120,112005,0438,043802,400,635,1,635,400,235,20017
A,20010707,174556,1000420,00054A,0000316,1,11,1119,111907,1107,110702,265,345,1,345,265,80,20017
B,20010707,174556,1000461,00054B,0000494,1,11,1110,111009,1720,172003,236,307,1,307,236,71,20017
A,20010707,174556,1000420,00054A,0000371,1,11,1120,112005,0438,043802,400,693,1,693,400,293,20017
B,20010707,132028,1000464,00132B,0000268,1,11,1106,110601,0341,034102,265,694,5,3470,1325,2145,20017
A,20010707,174556,1000420,00054A,0000369,1,11,1103,110301,0663,066302,210,273,1,273,210,63,20017
B,20010707,120607,1000463,00121B,0000544,1,14,1404,140403,1717,171700,438,570,3,1710,1314,396,20017
A,20010708,175919,1000427,00266A,0000523,1,13,1301,130139,0120,012000,392,510,1,510,392,118,20017
B,20010708,175919,1000468,00266B,0000475,1,11,1101,110135,1067,106705,243,404,6,2424,1458,966,20017
A,20010708,175919,1000427,00266A,0000389,1,13,1302,130297,0712,071201,379,493,1,493,379,114,20017
B,20010708,175919,1000468,00266B,0000319,1,11,1101,110197,1895,189503,395,514,1,514,395,119,20017
A,20010708,175919,1000427,00266A,0000498,1,11,1119,111903,0463,046307,192,299,1,299,192,107,20017
B,20010708,175919,1000468,00266B,0000523,1,13,1301,130139,0120,012000,392,510,6,3060,2352,708,20017
A,20010708,175919,1000427,00266A,0000319,1,11,1101,110197,1895,189503,395,514,1,514,395,119,20017
B,20010708,175919,1000468,00266B,0000446,1,11,1115,111503,0931,093101,328,427,1,427,328,99,20017
A,20010708,175919,1000427,00266A,0000475,1,11,1101,110135,1067,106705,243,316,3,948,729,219,20017
B,20010708,175919,1000468,00266B,0000548,1,11,1115,111503,1207,120700,305,607,1,607,305,302,20017
A,20010708,175919,1000427,00266A,0000446,1,11,1115,111503,0931,093101,328,427,1,427,328,99,20017
B,20010708,175919,1000468,00266B,0000389,1,13,1302,130297,0712,071201,379,493,3,1479,1137,342,20017
A,20010708,175919,1000427,00266A,0000548,1,11,1115,111503,1207,120700,305,739,1,739,305,434,20017
B,20010708,175919,1000468,00266B,0000498,1,11,1119,111903,0463,046307,192,250,5,1250,960,290,20017
C,20010709,091953,1000387,00096C,0000544,1,14,1404,140403,1717,171700,438,570,1,570,438,132,20017
D,20010709,091953,1000402,00096D,0000579,1,11,1102,110211,1884,188400,259,337,1,337,259,78,20017
A,20010709,091953,1000428,00096A,0000544,1,14,1404,140403,1717,171700,438,570,1,570,438,132,20017
B,20010709,091953,1000469,00096B,0000579,1,11,1102,110211,1884,188400,259,337,1,337,259,78,20017
C,20010709,091953,1000387,00096C,0000579,1,11,1102,110211,1884,188400,259,337,1,337,259,78,20017
D,20010709,091953,1000402,00096D,0000476,1,11,1111,111111,0405,040502,258,336,1,336,258,78,20017
A,20010709,091953,1000428,00096A,0000579,1,11,1102,110211,1884,188400,259,337,1,337,259,78,20017
B,20010709,091953,1000469,00096B,0000544,1,14,1404,140403,1717,171700,438,570,5,2850,2190,660,20017
C,20010709,091953,1000387,00096C,0000476,1,11,1111,111111,0405,040502,258,401,1,401,258,143,20017
D,20010709,091953,1000402,00096D,0000544,1,14,1404,140403,1717,171700,438,794,1,794,438,356,20017
A,20010709,091953,1000428,00096A,0000476,1,11,1111,111111,0405,040502,258,336,3,1008,774,234,20017
B,20010709,091953,1000469,00096B,0000476,1,11,1111,111111,0405,040502,258,426,1,426,258,168,20017
C,20010709,124143,1000389,00155C,0000462,1,14,1406,140681,1674,167405,231,381,1,381,231,150,20017
D,20010709,124143,1000404,00155D,0000462,1,14,1406,140681,1674,167405,231,508,5,2540,1155,1385,20017
A,20010709,124143,1000430,00155A,0000462,1,14,1406,140681,1674,167405,231,360,3,1080,693,387,20017
B,20010709,124143,1000471,00155B,0000462,1,14,1406,140681,1674,167405,231,350,3,1050,693,357,20017
C,20010709,134123,1000391,00198C,0000392,1,14,1401,140107,1376,137605,254,331,5,1655,1270,385,20017
D,20010709,134123,1000406,00198D,0000392,1,14,1401,140107,1376,137605,254,331,1,331,254,77,20017
A,20010709,134123,1000432,00198A,0000392,1,14,1401,140107,1376,137605,254,331,1,331,254,77,20017
B,20010709,134123,1000473,00198B,0000392,1,14,1401,140107,1376,137605,254,613,5,3065,1270,1795,20017
C,20010709,134522,1000390,00177C,0000256,1,12,1297,129797,0293,029302,273,355,1,355,273,82,20017
D,20010709,134522,1000405,00177D,0000256,1,12,1297,129797,0293,029302,273,355,1,355,273,82,20017
A,20010709,134522,1000431,00177A,0000256,1,12,1297,129797,0293,029302,273,502,1,502,273,229,20017
B,20010709,134522,1000472,00177B,0000256,1,12,1297,129797,0293,029302,273,355,5,1775,1365,410,20017
C,20010709,151507,1000388,00108C,0000450,1,11,1121,112111,1405,140503,321,418,1,418,321,97,20017
D,20010709,151507,1000403,00108D,0000450,1,11,1121,112111,1405,140503,321,418,5,2090,1605,485,20017
A,20010709,151507,1000429,00108A,0000450,1,11,1121,112111,1405,140503,321,595,1,595,321,274,20017
B,20010709,151507,1000470,00108B,0000545,1,11,1121,112111,0729,072900,199,259,1,259,199,60,20017
C,20010709,151507,1000388,00108C,0000545,1,11,1121,112111,0729,072900,199,306,1,306,199,107,20017
D,20010709,151507,1000403,00108D,0000545,1,11,1121,112111,0729,072900,199,436,5,2180,995,1185,20017
A,20010709,151507,1000429,00108A,0000545,1,11,1121,112111,0729,072900,199,259,3,777,597,180,20017
B,20010709,151507,1000470,00108B,0000450,1,11,1121,112111,1405,140503,321,418,1,418,321,97,20017
C,20010710,143056,1000394,00043C,0000303,1,14,1406,140611,0856,085602,310,403,6,2418,1860,558,20017
D,20010710,143056,1000409,00043D,0000255,1,14,1406,140621,1894,189400,256,333,1,333,256,77,20017
A,20010710,143056,1000435,00043A,0000303,1,14,1406,140611,0856,085602,310,557,1,557,310,247,20017
B,20010710,151131,1000477,00124B,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114,20017
C,20010710,143056,1000394,00043C,0000463,1,14,1402,140211,0108,010800,333,633,1,633,333,300,20017
D,20010710,143056,1000409,00043D,0000543,1,14,1404,140403,0939,093900,274,357,2,714,548,166,20017
A,20010710,143056,1000435,00043A,0000543,1,14,1404,140403,0939,093900,274,503,1,503,274,229,20017
B,20010710,175245,1000478,00282B,0000270,1,11,1115,111507,0605,060502,238,310,5,1550,1190,360,20017
C,20010710,143056,1000394,00043C,0000255,1,14,1406,140621,1894,189400,256,511,1,511,256,255,20017
D,20010710,143056,1000409,00043D,0000463,1,14,1402,140211,0108,010800,333,433,1,433,333,100,20017
A,20010710,143056,1000435,00043A,0000376,1,11,1119,111905,0346,034600,359,638,1,638,359,279,20017
B,20010710,151131,1000477,00124B,0000470,1,11,1119,111909,0062,006201,274,357,1,357,274,83,20017
C,20010710,143056,1000394,00043C,0000376,1,11,1119,111905,0346,034600,359,658,1,658,359,299,20017
D,20010710,143056,1000409,00043D,0000303,1,14,1406,140611,0856,085602,310,403,1,403,310,93,20017
A,20010710,143056,1000435,00043A,0000463,1,14,1402,140211,0108,010800,333,596,5,2980,1665,1315,20017
B,20010710,151131,1000477,00124B,0000668,1,14,1404,140405,0846,084604,175,228,1,228,175,53,20017
C,20010710,143056,1000394,00043C,0000543,1,14,1404,140403,0939,093900,274,357,1,357,274,83,20017
D,20010710,151131,1000410,00124D,0000206,1,11,1113,111301,0802,080203,334,435,4,1740,1336,404,20017
A,20010710,143056,1000435,00043A,0000255,1,14,1406,140621,1894,189400,256,333,1,333,256,77,20017
B,20010710,143056,1000476,00043B,0000255,1,14,1406,140621,1894,189400,256,445,1,445,256,189,20017
C,20010710,151131,1000395,00124C,0000668,1,14,1404,140405,0846,084604,175,247,1,247,175,72,20017
D,20010710,151131,1000410,00124D,0000423,1,11,1107,110791,0107,010703,290,377,1,377,290,87,20017
A,20010710,151131,1000436,00124A,0000679,1,11,1121,112197,0076,007605,282,367,1,367,282,85,20017
B,20010710,143056,1000476,00043B,0000303,1,14,1406,140611,0856,085602,310,509,1,509,310,199,20017
C,20010710,151131,1000395,00124C,0000336,1,11,1111,111101,1496,149602,393,669,1,669,393,276,20017
D,20010710,151131,1000410,00124D,0000038,1,12,1203,120397,1416,141603,344,448,3,1344,1032,312,20017
A,20010710,151131,1000436,00124A,0000038,1,12,1203,120397,1416,141603,344,448,1,448,344,104,20017
B,20010710,143056,1000476,00043B,0000543,1,14,1404,140403,0939,093900,274,357,1,357,274,83,20017
C,20010710,151131,1000395,00124C,0000470,1,11,1119,111909,0062,006201,274,617,5,3085,1370,1715,20017
D,20010710,151131,1000410,00124D,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114,20017
A,20010710,151131,1000436,00124A,0000404,1,11,1115,111597,0728,072803,609,1590,1,1590,609,981,20017
B,20010710,143056,1000476,00043B,0000376,1,11,1119,111905,0346,034600,359,467,1,467,359,108,20017
C,20010710,151131,1000395,00124C,0000679,1,11,1121,112197,0076,007605,282,367,4,1468,1128,340,20017
D,20010710,151131,1000410,00124D,0000387,1,14,1403,140325,1291,129100,269,350,1,350,269,81,20017
A,20010710,151131,1000436,00124A,0000286,1,11,1104,110415,1057,105702,302,453,5,2265,1510,755,20017
B,20010710,143056,1000476,00043B,0000463,1,14,1402,140211,0108,010800,333,499,1,499,333,166,20017
C,20010710,151131,1000395,00124C,0000038,1,12,1203,120397,1416,141603,344,463,1,463,344,119,20017
D,20010710,151131,1000410,00124D,0000668,1,14,1404,140405,0846,084604,175,228,1,228,175,53,20017
A,20010710,151131,1000436,00124A,0000425,1,11,1116,111601,1736,173603,208,337,3,1011,624,387,20017
B,20010710,112807,1000479,00285B,0000182,1,11,1121,112113,0019,001902,381,496,1,496,381,115,20017
C,20010710,151131,1000395,00124C,0000404,1,11,1115,111597,0728,072803,609,1030,1,1030,609,421,20017
D,20010710,151131,1000410,00124D,0000336,1,11,1111,111101,1496,149602,393,511,6,3066,2358,708,20017
A,20010710,151131,1000436,00124A,0000336,1,11,1111,111101,1496,149602,393,1024,1,1024,393,631,20017
B,20010710,112807,1000479,00285B,0000243,1,14,1403,140301,1525,152504,187,244,1,244,187,57,20017
C,20010710,151131,1000395,00124C,0000206,1,11,1113,111301,0802,080203,334,435,1,435,334,101,20017
D,20010710,151131,1000410,00124D,0000404,1,11,1115,111597,0728,072803,609,1376,1,1376,609,767,20017
A,20010710,151131,1000436,00124A,0000668,1,14,1404,140405,0846,084604,175,228,5,1140,875,265,20017
B,20010710,112807,1000479,00285B,0000355,1,14,1403,140309,0585,058501,336,671,5,3355,1680,1675,20017
C,20010710,151131,1000395,00124C,0000425,1,11,1116,111601,1736,173603,208,401,1,401,208,193,20017
D,20010710,151131,1000410,00124D,0000286,1,11,1104,110415,1057,105702,302,393,1,393,302,91,20017
A,20010710,151131,1000436,00124A,0000206,1,11,1113,111301,0802,080203,334,435,1,435,334,101,20017
B,20010710,112807,1000479,00285B,0000188,1,11,1119,111901,1415,141500,251,370,6,2220,1506,714,20017
C,20010710,151131,1000395,00124C,0000286,1,11,1104,110415,1057,105702,302,584,1,584,302,282,20017
D,20010710,151131,1000410,00124D,0000425,1,11,1116,111601,1736,173603,208,328,1,328,208,120,20017
A,20010710,151131,1000436,00124A,0000470,1,11,1119,111909,0062,006201,274,508,1,508,274,234,20017
B,20010710,112807,1000479,00285B,0000638,1,11,1110,111001,0875,087501,353,459,1,459,353,106,20017
C,20010710,151131,1000395,00124C,0000387,1,14,1403,140325,1291,129100,269,350,1,350,269,81,20017
D,20010710,151131,1000410,00124D,0000679,1,11,1121,112197,0076,007605,282,436,1,436,282,154,20017
A,20010710,151131,1000436,00124A,0000387,1,14,1403,140325,1291,129100,269,458,1,458,269,189,20017
B,20010710,151131,1000477,00124B,0000425,1,11,1116,111601,1736,173603,208,312,1,312,208,104,20017
C,20010710,151131,1000395,00124C,0000434,1,11,1105,110504,0523,052300,378,492,5,2460,1890,570,20017
D,20010710,170539,1000408,00023D,0000372,1,11,1101,110131,0569,056902,467,729,1,729,467,262,20017
A,20010710,151131,1000436,00124A,0000423,1,11,1107,110791,0107,010703,290,377,1,377,290,87,20017
B,20010710,151131,1000477,00124B,0000038,1,12,1203,120397,1416,141603,344,448,1,448,344,104,20017
C,20010710,151131,1000395,00124C,0000423,1,11,1107,110791,0107,010703,290,645,1,645,290,355,20017
D,20010710,170539,1000408,00023D,0000409,1,13,1301,130125,1033,103300,333,433,1,433,333,100,20017
A,20010710,151131,1000436,00124A,0000434,1,11,1105,110504,0523,052300,378,635,1,635,378,257,20017
B,20010710,151131,1000477,00124B,0000404,1,11,1115,111597,0728,072803,609,1030,1,1030,609,421,20017
C,20010710,170539,1000393,00023C,0000344,1,11,1104,110411,0370,037000,189,246,4,984,756,228,20017
D,20010710,170539,1000408,00023D,0000344,1,11,1104,110411,0370,037000,189,292,1,292,189,103,20017
A,20010710,170539,1000434,00023A,0000287,1,14,1401,140197,1925,192500,148,274,1,274,148,126,20017
B,20010710,151131,1000477,00124B,0000336,1,11,1111,111101,1496,149602,393,622,6,3732,2358,1374,20017
C,20010710,170539,1000393,00023C,0000409,1,13,1301,130125,1033,103300,333,596,3,1788,999,789,20017
D,20010710,170539,1000408,00023D,0000515,1,11,1119,111907,1477,147704,436,792,1,792,436,356,20017
A,20010710,170539,1000434,00023A,0000562,1,11,1101,110142,1440,144003,415,540,2,1080,830,250,20017
B,20010710,151131,1000477,00124B,0000423,1,11,1107,110791,0107,010703,290,516,1,516,290,226,20017
C,20010710,170539,1000393,00023C,0000372,1,11,1101,110131,0569,056902,467,608,1,608,467,141,20017
D,20010710,170539,1000408,00023D,0000287,1,14,1401,140197,1925,192500,148,193,1,193,148,45,20017
A,20010710,170539,1000434,00023A,0000238,1,11,1121,112197,0178,017803,271,353,1,353,271,82,20017
B,20010710,151131,1000477,00124B,0000387,1,14,1403,140325,1291,129100,269,512,5,2560,1345,1215,20017
C,20010710,170539,1000393,00023C,0000562,1,11,1101,110142,1440,144003,415,540,5,2700,2075,625,20017
D,20010710,170539,1000408,00023D,0000616,1,14,1406,140631,0189,018900,335,436,1,436,335,101,20017
A,20010710,170539,1000434,00023A,0000409,1,13,1301,130125,1033,103300,333,433,1,433,333,100,20017
B,20010710,170539,1000475,00023B,0000616,1,14,1406,140631,0189,018900,335,436,7,3052,2345,707,20017
C,20010710,170539,1000393,00023C,0000287,1,14,1401,140197,1925,192500,148,235,4,940,592,348,20017
D,20010710,170539,1000408,00023D,0000328,1,14,1404,140405,1987,198701,191,249,5,1245,955,290,20017
A,20010710,170539,1000434,00023A,0000328,1,14,1404,140405,1987,198701,191,365,1,365,191,174,20017
B,20010710,170539,1000475,00023B,0000287,1,14,1401,140197,1925,192500,148,193,1,193,148,45,20017
C,20010710,170539,1000393,00023C,0000616,1,14,1406,140631,0189,018900,335,436,1,436,335,101,20017
D,20010710,170539,1000408,00023D,0000507,1,11,1102,110297,1145,114501,252,363,1,363,252,111,20017
A,20010710,170539,1000434,00023A,0000616,1,14,1406,140631,0189,018900,335,436,1,436,335,101,20017
B,20010710,170539,1000475,00023B,0000409,1,13,1301,130125,1033,103300,333,475,5,2375,1665,710,20017
C,20010710,170539,1000393,00023C,0000238,1,11,1121,112197,0178,017803,271,353,1,353,271,82,20017
D,20010710,170539,1000408,00023D,0000238,1,11,1121,112197,0178,017803,271,353,1,353,271,82,20017
A,20010710,170539,1000434,00023A,0000344,1,11,1104,110411,0370,037000,189,246,5,1230,945,285,20017
B,20010710,170539,1000475,00023B,0000328,1,14,1404,140405,1987,198701,191,249,1,249,191,58,20017
C,20010710,170539,1000393,00023C,0000515,1,11,1119,111907,1477,147704,436,567,1,567,436,131,20017
D,20010710,170539,1000408,00023D,0000562,1,11,1101,110142,1440,144003,415,540,1,540,415,125,20017
A,20010710,170539,1000434,00023A,0000515,1,11,1119,111907,1477,147704,436,567,1,567,436,131,20017
B,20010710,170539,1000475,00023B,0000515,1,11,1119,111907,1477,147704,436,673,1,673,436,237,20017
C,20010710,170539,1000393,00023C,0000328,1,14,1404,140405,1987,198701,191,392,1,392,191,201,20017
D,20010710,171346,1000407,00006D,0000313,1,11,1119,111997,1378,137803,185,364,1,364,185,179,20017
A,20010710,170539,1000434,00023A,0000372,1,11,1101,110131,0569,056902,467,608,5,3040,2335,705,20017
B,20010710,170539,1000475,00023B,0000238,1,11,1121,112197,0178,017803,271,507,1,507,271,236,20017
C,20010710,170539,1000393,00023C,0000507,1,11,1102,110297,1145,114501,252,328,1,328,252,76,20017
D,20010710,171346,1000407,00006D,0000461,1,14,1406,140671,0894,089401,381,781,1,781,381,400,20017
A,20010710,170539,1000434,00023A,0000507,1,11,1102,110297,1145,114501,252,328,1,328,252,76,20017
B,20010710,170539,1000475,00023B,0000562,1,11,1101,110142,1440,144003,415,671,1,671,415,256,20017
C,20010710,171346,1000392,00006C,0000313,1,11,1119,111997,1378,137803,185,241,1,241,185,56,20017
D,20010710,171346,1000407,00006D,0000418,1,11,1105,110501,1844,184400,197,310,1,310,197,113,20017
A,20010710,171346,1000433,00006A,0000313,1,11,1119,111997,1378,137803,185,386,1,386,185,201,20017
B,20010710,170539,1000475,00023B,0000344,1,11,1104,110411,0370,037000,189,246,1,246,189,57,20017
C,20010710,171346,1000392,00006C,0000590,1,11,1112,111297,1260,126001,472,614,1,614,472,142,20017
D,20010710,171346,1000407,00006D,0000590,1,11,1112,111297,1260,126001,472,614,1,614,472,142,20017
A,20010710,171346,1000433,00006A,0000418,1,11,1105,110501,1844,184400,197,311,6,1866,1182,684,20017
B,20010710,170539,1000475,00023B,0000507,1,11,1102,110297,1145,114501,252,401,6,2406,1512,894,20017
C,20010710,171346,1000392,00006C,0000418,1,11,1105,110501,1844,184400,197,257,5,1285,985,300,20017
D,20010710,171346,1000407,00006D,0000421,1,11,1105,110597,0616,061601,412,536,1,536,412,124,20017
A,20010710,171346,1000433,00006A,0000461,1,14,1406,140671,0894,089401,381,496,1,496,381,115,20017
B,20010710,170539,1000475,00023B,0000372,1,11,1101,110131,0569,056902,467,765,1,765,467,298,20017
C,20010710,171346,1000392,00006C,0000421,1,11,1105,110597,0616,061601,412,583,1,583,412,171,20017
D,20010710,151131,1000410,00124D,0000470,1,11,1119,111909,0062,006201,274,357,1,357,274,83,20017
A,20010710,171346,1000433,00006A,0000421,1,11,1105,110597,0616,061601,412,536,1,536,412,124,20017
B,20010710,171346,1000474,00006B,0000590,1,11,1112,111297,1260,126001,472,614,5,3070,2360,710,20017
C,20010710,171346,1000392,00006C,0000461,1,14,1406,140671,0894,089401,381,891,4,3564,1524,2040,20017
D,20010710,143056,1000409,00043D,0000376,1,11,1119,111905,0346,034600,359,658,1,658,359,299,20017
A,20010710,171346,1000433,00006A,0000590,1,11,1112,111297,1260,126001,472,614,1,614,472,142,20017
B,20010710,151131,1000477,00124B,0000206,1,11,1113,111301,0802,080203,334,450,5,2250,1670,580,20017
B,20010710,171346,1000474,00006B,0000418,1,11,1105,110501,1844,184400,197,257,1,257,197,60,20017
B,20010710,171346,1000474,00006B,0000313,1,11,1119,111997,1378,137803,185,294,1,294,185,109,20017
B,20010710,171346,1000474,00006B,0000421,1,11,1105,110597,0616,061601,412,570,1,570,412,158,20017
B,20010710,171346,1000474,00006B,0000461,1,14,1406,140671,0894,089401,381,496,1,496,381,115,20017
B,20010710,175245,1000478,00282B,0000581,1,13,1303,130301,0586,058602,281,372,1,372,281,91,20017
B,20010710,175245,1000478,00282B,0000316,1,11,1119,111907,1107,110702,265,345,1,345,265,80,20017
B,20010710,175245,1000478,00282B,0000462,1,14,1406,140681,1674,167405,231,350,1,350,231,119,20017
B,20010710,175245,1000478,00282B,0000300,1,11,1101,110117,1006,100601,238,360,1,360,238,122,20017
B,20010710,175245,1000478,00282B,0000524,1,11,1104,110401,0844,084401,418,544,1,544,418,126,20017
B,20010710,175245,1000478,00282B,0000346,1,13,1301,130129,0518,051802,380,555,1,555,380,175,20017
B,20010710,175245,1000478,00282B,0000426,1,11,1106,110601,1763,176305,177,282,2,564,354,210,20017
B,20010710,175245,1000478,00282B,0000202,1,11,1197,119701,1424,142402,306,398,1,398,306,92,20017
B,20010710,175245,1000478,00282B,0000279,1,11,1121,112107,1886,188601,122,159,1,159,122,37,20017
B,20010710,175245,1000478,00282B,0000238,1,11,1121,112197,0178,017803,271,507,1,507,271,236,20017
B,20010710,151131,1000477,00124B,0000286,1,11,1104,110415,1057,105702,302,502,1,502,302,200,20017
B,20010710,151131,1000477,00124B,0000679,1,11,1121,112197,0076,007605,282,401,1,401,282,119,20017
C,20010711,112156,1000398,00192C,0000722,1,11,1107,110721,1229,122902,213,277,1,277,213,64,20017
D,20010711,112156,1000413,00192D,0000221,1,13,1303,130303,1137,113701,422,549,1,549,422,127,20017
A,20010711,112156,1000439,00192A,0000722,1,11,1107,110721,1229,122902,213,277,5,1385,1065,320,20017
B,20010711,112156,1000482,00192B,0000722,1,11,1107,110721,1229,122902,213,277,1,277,213,64,20017
C,20010711,112156,1000398,00192C,0000111,1,12,1202,120297,0828,082802,408,531,1,531,408,123,20017
D,20010711,112156,1000413,00192D,0000603,1,14,1404,140403,1336,133600,223,290,1,290,223,67,20017
A,20010711,112156,1000439,00192A,0000354,1,11,1112,111211,0869,086900,188,313,5,1565,940,625,20017
B,20010711,112156,1000482,00192B,0000535,1,11,1105,110504,1013,101300,376,489,5,2445,1880,565,20017
C,20010711,112156,1000398,00192C,0000603,1,14,1404,140403,1336,133600,223,360,1,360,223,137,20017
D,20010711,112156,1000413,00192D,0000111,1,12,1202,120297,0828,082802,408,531,1,531,408,123,20017
A,20010711,112156,1000439,00192A,0000603,1,14,1404,140403,1336,133600,223,290,1,290,223,67,20017
B,20010711,112156,1000482,00192B,0000111,1,12,1202,120297,0828,082802,408,531,1,531,408,123,20017
C,20010711,112156,1000398,00192C,0000354,1,11,1112,111211,0869,086900,188,245,1,245,188,57,20017
D,20010711,112156,1000413,00192D,0000535,1,11,1105,110504,1013,101300,376,489,1,489,376,113,20017
A,20010711,112156,1000439,00192A,0000111,1,12,1202,120297,0828,082802,408,531,1,531,408,123,20017
B,20010711,112156,1000482,00192B,0000603,1,14,1404,140403,1336,133600,223,290,1,290,223,67,20017
C,20010711,112156,1000398,00192C,0000535,1,11,1105,110504,1013,101300,376,713,1,713,376,337,20017
D,20010711,112156,1000413,00192D,0000193,1,13,1301,130139,0026,002605,247,322,5,1610,1235,375,20017
A,20010711,112156,1000439,00192A,0000438,1,14,1403,140309,1100,110001,208,271,5,1355,1040,315,20017
B,20010711,112156,1000482,00192B,0000438,1,14,1403,140309,1100,110001,208,440,1,440,208,232,20017
C,20010711,112156,1000398,00192C,0000221,1,13,1303,130303,1137,113701,422,608,1,608,422,186,20017
D,20010711,112156,1000413,00192D,0000438,1,14,1403,140309,1100,110001,208,271,1,271,208,63,20017
A,20010711,112156,1000439,00192A,0000221,1,13,1303,130303,1137,113701,422,549,1,549,422,127,20017
B,20010711,112156,1000482,00192B,0000193,1,13,1301,130139,0026,002605,247,322,1,322,247,75,20017
C,20010711,112156,1000398,00192C,0000438,1,14,1403,140309,1100,110001,208,380,4,1520,832,688,20017
D,20010711,112326,1000412,00190D,0000352,1,11,1101,110125,1322,132200,345,449,1,449,345,104,20017
A,20010711,112156,1000439,00192A,0000535,1,11,1105,110504,1013,101300,376,489,5,2445,1880,565,20017
B,20010711,112156,1000482,00192B,0000221,1,13,1303,130303,1137,113701,422,549,6,3294,2532,762,20017
C,20010711,112156,1000398,00192C,0000193,1,13,1301,130139,0026,002605,247,402,5,2010,1235,775,20017
D,20010711,112326,1000412,00190D,0000603,1,14,1404,140403,1336,133600,223,290,1,290,223,67,20017
A,20010711,112156,1000439,00192A,0000193,1,13,1301,130139,0026,002605,247,322,1,322,247,75,20017
B,20010711,112156,1000482,00192B,0000354,1,11,1112,111211,0869,086900,188,245,7,1715,1316,399,20017
C,20010711,112326,1000397,00190C,0000449,1,14,1406,140631,1215,121503,322,419,1,419,322,97,20017
D,20010711,112326,1000412,00190D,0000298,1,11,1101,110141,1578,157805,327,426,1,426,327,99,20017
A,20010711,112326,1000438,00190A,0000603,1,14,1404,140403,1336,133600,223,290,1,290,223,67,20017
B,20010711,112326,1000481,00190B,0000603,1,14,1404,140403,1336,133600,223,290,1,290,223,67,20017
C,20010711,112326,1000397,00190C,0000352,1,11,1101,110125,1322,132200,345,638,1,638,345,293,20017
D,20010711,112156,1000413,00192D,0000722,1,11,1107,110721,1229,122902,213,277,6,1662,1278,384,20017
A,20010711,112326,1000438,00190A,0000352,1,11,1101,110125,1322,132200,345,449,5,2245,1725,520,20017
B,20010711,112326,1000481,00190B,0000522,1,13,1301,130121,1677,167705,261,388,1,388,261,127,20017
C,20010711,112326,1000397,00190C,0000444,1,11,1116,111603,0315,031501,419,545,5,2725,2095,630,20017
D,20010711,112326,1000412,00190D,0000498,1,11,1119,111903,0463,046307,192,348,1,348,192,156,20017
A,20010711,112326,1000438,00190A,0000449,1,14,1406,140631,1215,121503,322,605,6,3630,1932,1698,20017
B,20010711,112326,1000481,00190B,0000352,1,11,1101,110125,1322,132200,345,701,1,701,345,356,20017
C,20010711,112326,1000397,00190C,0000298,1,11,1101,110141,1578,157805,327,426,6,2556,1962,594,20017
D,20010711,112326,1000412,00190D,0000449,1,14,1406,140631,1215,121503,322,666,4,2664,1288,1376,20017
A,20010711,112326,1000438,00190A,0000298,1,11,1101,110141,1578,157805,327,584,1,584,327,257,20017
B,20010711,112326,1000481,00190B,0000444,1,11,1116,111603,0315,031501,419,545,1,545,419,126,20017
C,20010711,112326,1000397,00190C,0000498,1,11,1119,111903,0463,046307,192,306,1,306,192,114,20017
D,20010711,112326,1000412,00190D,0000444,1,11,1116,111603,0315,031501,419,670,1,670,419,251,20017
A,20010711,112326,1000438,00190A,0000444,1,11,1116,111603,0315,031501,419,545,1,545,419,126,20017
B,20010711,112326,1000481,00190B,0000298,1,11,1101,110141,1578,157805,327,426,1,426,327,99,20017
C,20010711,112326,1000397,00190C,0000522,1,13,1301,130121,1677,167705,261,430,1,430,261,169,20017
D,20010711,114333,1000414,00254D,0000349,1,13,1301,130198,1017,101703,247,371,5,1855,1235,620,20017
A,20010711,112326,1000438,00190A,0000498,1,11,1119,111903,0463,046307,192,299,1,299,192,107,20017
B,20010711,112326,1000481,00190B,0000498,1,11,1119,111903,0463,046307,192,250,3,750,576,174,20017
C,20010711,112326,1000397,00190C,0000603,1,14,1404,140403,1336,133600,223,360,5,1800,1115,685,20017
