店,日付,時間,レシート,顧客,商品,大分類,中分類,小分類,細分類,メーカー,ブランド,仕入単価,単価,数量,金額,仕入金額,粗利金額
D,20010501,193056,1000196,00222D,0000483,1,14,1403,140305,0369,036900,257,335,1,335,257,78
D,20010501,193056,1000196,00222D,0000483,1,14,1403,140305,0369,036900,257,335,1,335,257,78
D,20010501,193056,1000196,00222D,0000416,1,11,1107,110721,0023,002300,299,389,1,389,299,90
D,20010501,193056,1000196,00222D,0000587,1,11,1101,110131,0048,004801,212,276,1,276,212,64
D,20010501,193056,1000196,00222D,0000413,1,11,1104,110403,0353,035306,286,372,1,372,286,86
D,20010502,093451,1000198,00094D,0000273,1,11,1113,111301,1850,185002,134,192,1,192,134,58
D,20010502,093451,1000198,00094D,0000643,1,11,1101,110123,1492,149202,213,277,5,1385,1065,320
D,20010502,093451,1000198,00094D,0000367,1,11,1106,110697,0048,004803,292,380,5,1900,1460,440
D,20010502,093451,1000198,00094D,0000312,1,14,1404,140407,0614,061400,305,397,1,397,305,92
D,20010502,093451,1000198,00094D,0000362,1,11,1119,111901,0171,017104,222,443,7,3101,1554,1547
D,20010502,104913,1000201,00164D,0000504,1,11,1121,112113,0358,035804,297,438,6,2628,1782,846
D,20010502,104913,1000201,00164D,0000358,1,11,1104,110403,0344,034403,272,354,1,354,272,82
D,20010502,104913,1000201,00164D,0000633,1,11,1121,112105,0742,074201,145,189,1,189,145,44
D,20010502,104913,1000201,00164D,0000543,1,14,1404,140403,0939,093900,274,357,1,357,274,83
D,20010502,112508,1000199,00102D,0000209,1,11,1197,119705,0147,014701,292,380,5,1900,1460,440
D,20010502,112508,1000199,00102D,0000612,1,11,1101,110149,0456,045602,375,488,1,488,375,113
D,20010502,112508,1000199,00102D,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114
D,20010502,112508,1000199,00102D,0000549,1,11,1101,110119,1994,199404,330,429,1,429,330,99
D,20010502,112508,1000199,00102D,0000436,1,11,1111,111197,0407,040704,331,431,1,431,331,100
D,20010502,112508,1000199,00102D,0000511,1,11,1110,111097,1883,188302,311,405,1,405,311,94
D,20010502,120716,1000202,00260D,0000276,1,11,1120,112097,0617,061701,142,185,6,1110,852,258
D,20010502,120716,1000202,00260D,0000413,1,11,1104,110403,0353,035306,286,372,5,1860,1430,430
D,20010502,120716,1000202,00260D,0000373,1,11,1118,111897,1341,134100,91,119,5,595,455,140
D,20010502,120716,1000202,00260D,0000497,1,11,1119,111997,0482,048203,542,705,1,705,542,163
D,20010502,120716,1000202,00260D,0000363,1,11,1104,110409,0649,064905,435,566,1,566,435,131
D,20010502,120716,1000202,00260D,0000436,1,11,1111,111197,0407,040704,331,431,1,431,331,100
D,20010502,120716,1000202,00260D,0000560,1,11,1101,110133,1053,105300,373,485,1,485,373,112
D,20010502,151447,1000200,00110D,0000305,1,11,1101,110129,1765,176502,185,296,6,1776,1110,666
D,20010502,151447,1000200,00110D,0000432,1,11,1105,110509,1258,125804,331,431,3,1293,993,300
D,20010502,151447,1000200,00110D,0000270,1,11,1115,111507,0605,060502,238,310,1,310,238,72
D,20010502,151447,1000200,00110D,0000457,1,11,1110,111007,1319,131902,174,227,5,1135,870,265
D,20010502,151447,1000200,00110D,0000247,1,11,1119,111909,1273,127302,335,436,1,436,335,101
D,20010502,192406,1000197,00012D,0000479,1,13,1301,130127,1293,129301,188,245,1,245,188,57
D,20010502,192406,1000197,00012D,0000348,1,11,1115,111505,0929,092901,331,611,3,1833,993,840
D,20010502,192406,1000197,00012D,0000506,1,13,1301,130129,0854,085400,246,388,1,388,246,142
D,20010502,192406,1000197,00012D,0000337,1,11,1101,110105,1021,102100,179,233,1,233,179,54
D,20010502,192406,1000197,00012D,0000408,1,11,1112,111201,0690,069004,410,655,1,655,410,245
D,20010502,192406,1000197,00012D,0000315,1,14,1402,140205,0405,040501,290,377,1,377,290,87
D,20010502,192406,1000197,00012D,0000438,1,14,1403,140309,1100,110001,208,271,1,271,208,63
D,20010502,192406,1000197,00012D,0000173,1,11,1115,111501,1466,146600,132,172,6,1032,792,240
D,20010502,192406,1000197,00012D,0000602,1,11,1113,111301,1772,177202,419,545,5,2725,2095,630
D,20010502,192406,1000197,00012D,0000252,1,14,1404,140401,0153,015302,238,310,1,310,238,72
D,20010503,131248,1000203,00224D,0000219,1,13,1304,130403,1537,153702,378,492,1,492,378,114
D,20010503,131248,1000203,00224D,0000261,1,11,1111,111113,1771,177104,274,357,5,1785,1370,415
D,20010504,160137,1000204,00014D,0000436,1,11,1111,111197,0407,040704,331,431,1,431,331,100
D,20010504,160137,1000204,00014D,0000357,1,11,1105,110505,0013,001300,500,689,5,3445,2500,945
D,20010504,160137,1000204,00014D,0000747,1,11,1115,111501,1509,150903,483,628,1,628,483,145
D,20010504,160137,1000204,00014D,0000270,1,11,1115,111507,0605,060502,238,310,5,1550,1190,360
D,20010504,160137,1000204,00014D,0000629,1,11,1107,110703,1409,140900,278,362,1,362,278,84
D,20010504,160137,1000204,00014D,0000378,1,13,1301,130139,0386,038605,222,289,1,289,222,67
D,20010504,160137,1000204,00014D,0000452,1,11,1108,110802,0506,050602,235,306,5,1530,1175,355
D,20010504,160137,1000204,00014D,0000271,1,14,1406,140697,1799,179903,340,442,1,442,340,102
D,20010504,160137,1000204,00014D,0000399,1,11,1113,111307,0939,093902,198,297,1,297,198,99
D,20010504,160137,1000204,00014D,0000392,1,14,1401,140107,1376,137605,254,331,6,1986,1524,462
D,20010504,160137,1000204,00014D,0000404,1,11,1115,111597,0728,072803,609,1118,5,5590,3045,2545
D,20010504,160137,1000204,00014D,0000470,1,11,1119,111909,0062,006201,274,357,5,1785,1370,415
D,20010504,170512,1000205,00118D,0000182,1,11,1121,112113,0019,001902,381,496,5,2480,1905,575
D,20010504,170512,1000205,00118D,0000582,1,11,1101,110133,0870,087000,421,548,1,548,421,127
D,20010504,170512,1000205,00118D,0000326,1,11,1106,110601,1340,134000,416,541,1,541,416,125
D,20010504,170512,1000205,00118D,0000403,1,11,1120,112097,0465,046500,203,264,1,264,203,61
D,20010504,170512,1000205,00118D,0000374,1,11,1117,111701,0151,015100,329,428,1,428,329,99
D,20010504,170512,1000205,00118D,0000591,1,11,1111,111107,1471,147100,175,228,1,228,175,53
D,20010504,170512,1000205,00118D,0000322,1,13,1303,130303,0606,060602,213,277,5,1385,1065,320
D,20010504,170512,1000205,00118D,0000545,1,11,1121,112111,0729,072900,199,368,1,368,199,169
D,20010504,170512,1000205,00118D,0000177,1,11,1120,112003,0290,029000,323,420,1,420,323,97
D,20010505,112558,1000207,00034D,0000469,1,11,1113,111303,1417,141703,201,386,1,386,201,185
D,20010505,112558,1000207,00034D,0000367,1,11,1106,110697,0048,004803,292,380,1,380,292,88
D,20010505,112558,1000207,00034D,0000458,1,11,1104,110415,1565,156500,393,643,1,643,393,250
D,20010505,112558,1000207,00034D,0000318,1,13,1304,130497,1248,124805,231,301,1,301,231,70
D,20010505,112558,1000207,00034D,0000336,1,11,1111,111101,1496,149602,393,511,1,511,393,118
D,20010505,112558,1000207,00034D,0000371,1,11,1120,112005,0438,043802,400,520,1,520,400,120
D,20010505,112558,1000207,00034D,0000117,1,14,1406,140691,0714,071401,197,257,1,257,197,60
D,20010505,112558,1000207,00034D,0000391,1,11,1111,111111,0052,005200,191,249,1,249,191,58
D,20010505,112558,1000207,00034D,0000241,1,11,1111,111101,1715,171502,273,355,1,355,273,82
D,20010505,112558,1000207,00034D,0000139,1,12,1201,120197,0316,031601,267,348,1,348,267,81
D,20010505,131231,1000209,00214D,0000322,1,13,1303,130303,0606,060602,213,277,1,277,213,64
D,20010505,131231,1000209,00214D,0000300,1,11,1101,110117,1006,100601,238,460,1,460,238,222
D,20010505,131231,1000209,00214D,0000266,1,11,1104,110407,1862,186200,334,435,1,435,334,101
D,20010505,131231,1000209,00214D,0000219,1,13,1304,130403,1537,153702,378,600,1,600,378,222
D,20010505,150329,1000206,00008D,0000640,1,11,1110,111009,1913,191300,278,362,1,362,278,84
D,20010505,150329,1000206,00008D,0000392,1,14,1401,140107,1376,137605,254,331,1,331,254,77
D,20010505,150329,1000206,00008D,0000697,1,11,1105,110509,0566,056608,293,381,5,1905,1465,440
D,20010505,150329,1000206,00008D,0000318,1,13,1304,130497,1248,124805,231,301,1,301,231,70
D,20010505,192946,1000208,00094D,0000545,1,11,1121,112111,0729,072900,199,368,1,368,199,169
D,20010505,192946,1000208,00094D,0000302,1,11,1108,110801,0136,013601,251,367,6,2202,1506,696
D,20010505,192946,1000208,00094D,0000449,1,14,1406,140631,1215,121503,322,593,5,2965,1610,1355
D,20010505,192946,1000208,00094D,0000345,1,11,1121,112105,0188,018800,343,446,1,446,343,103
D,20010505,192946,1000208,00094D,0000537,1,13,1301,130135,0596,059601,298,388,1,388,298,90
D,20010505,192946,1000208,00094D,0000294,1,14,1406,140681,0694,069401,236,307,1,307,236,71
D,20010505,192946,1000208,00094D,0000449,1,14,1406,140631,1215,121503,322,593,1,593,322,271
D,20010505,192946,1000208,00094D,0000375,1,11,1121,112107,1853,185300,221,288,1,288,221,67
D,20010505,192946,1000208,00094D,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114
D,20010505,192946,1000208,00094D,0000280,1,14,1403,140316,0175,017501,253,329,1,329,253,76
D,20010505,192946,1000208,00094D,0000420,1,11,1102,110211,0376,037601,255,332,1,332,255,77
D,20010505,192946,1000208,00094D,0000248,1,13,1301,130137,0340,034000,373,485,5,2425,1865,560
D,20010505,192946,1000208,00094D,0000458,1,11,1104,110415,1565,156500,393,643,1,643,393,250
D,20010506,093708,1000210,00124D,0000305,1,11,1101,110129,1765,176502,185,296,1,296,185,111
D,20010506,093708,1000210,00124D,0000489,1,11,1120,112003,1668,166803,196,364,1,364,196,168
D,20010506,093708,1000210,00124D,0000423,1,11,1107,110791,0107,010703,290,377,1,377,290,87
D,20010506,150603,1000211,00200D,0000274,1,11,1121,112107,0472,047200,359,467,6,2802,2154,648
D,20010506,150603,1000211,00200D,0000668,1,14,1404,140405,0846,084604,175,228,1,228,175,53
D,20010506,150603,1000211,00200D,0000370,1,11,1102,110211,1261,126101,224,353,1,353,224,129
D,20010506,150603,1000211,00200D,0000520,1,14,1401,140103,0604,060401,388,505,1,505,388,117
D,20010506,150603,1000211,00200D,0000416,1,11,1107,110721,0023,002300,299,389,4,1556,1196,360
D,20010506,150603,1000211,00200D,0000491,1,13,1304,130497,0578,057800,377,491,1,491,377,114
D,20010506,150603,1000211,00200D,0000429,1,11,1119,111997,1117,111700,295,384,1,384,295,89
D,20010506,150603,1000211,00200D,0000520,1,14,1401,140103,0604,060401,388,505,1,505,388,117
D,20010506,153813,1000212,00225D,0000237,1,11,1101,110111,0295,029502,244,318,1,318,244,74
D,20010506,153813,1000212,00225D,0000396,1,14,1401,140103,1489,148900,404,526,1,526,404,122
D,20010506,153813,1000212,00225D,0000188,1,11,1119,111901,1415,141500,251,327,1,327,251,76
D,20010506,153813,1000212,00225D,0000442,1,11,1101,110197,0266,026600,240,399,1,399,240,159
D,20010506,153813,1000212,00225D,0000426,1,11,1106,110601,1763,176305,177,231,1,231,177,54
D,20010506,153813,1000212,00225D,0000456,1,11,1116,111697,1649,164901,447,582,1,582,447,135
D,20010506,172453,1000213,00236D,0000357,1,11,1105,110505,0013,001300,500,689,1,689,500,189
D,20010506,172453,1000213,00236D,0000449,1,14,1406,140631,1215,121503,322,666,1,666,322,344
D,20010506,172453,1000213,00236D,0000185,1,13,1301,130135,1226,122603,247,322,1,322,247,75
D,20010506,172453,1000213,00236D,0000506,1,13,1301,130129,0854,085400,246,388,1,388,246,142
D,20010506,172453,1000213,00236D,0000322,1,13,1303,130303,0606,060602,213,333,6,1998,1278,720
D,20010506,172453,1000213,00236D,0000442,1,11,1101,110197,0266,026600,240,399,3,1197,720,477
D,20010506,172453,1000213,00236D,0000295,1,14,1497,149797,1570,157000,171,223,1,223,171,52
D,20010506,172453,1000213,00236D,0000184,1,11,1105,110505,0612,061203,518,674,1,674,518,156
D,20010506,172453,1000213,00236D,0000365,1,14,1401,140111,0769,076900,161,210,1,210,161,49
D,20010507,111434,1000214,00017D,0000439,1,11,1104,110411,1007,100700,187,282,1,282,187,95
D,20010507,111434,1000214,00017D,0000316,1,11,1119,111907,1107,110702,265,345,1,345,265,80
D,20010507,111434,1000214,00017D,0000402,1,11,1101,110135,1198,119800,310,403,1,403,310,93
D,20010507,111434,1000214,00017D,0000257,1,11,1112,111209,1400,140000,379,493,1,493,379,114
D,20010507,111434,1000214,00017D,0000441,1,11,1110,111007,0713,071300,296,869,6,5214,1776,3438
D,20010507,111434,1000214,00017D,0000262,1,11,1110,111011,0013,001302,174,311,1,311,174,137
D,20010507,111434,1000214,00017D,0000292,1,11,1105,110504,1110,111001,283,424,2,848,566,282
D,20010507,113729,1000215,00075D,0000502,1,11,1107,110703,0725,072501,110,143,5,715,550,165
D,20010507,113729,1000215,00075D,0000332,1,11,1107,110721,0550,055003,354,461,6,2766,2124,642
D,20010507,113729,1000215,00075D,0000504,1,11,1121,112113,0358,035804,297,438,1,438,297,141
D,20010507,113729,1000215,00075D,0000348,1,11,1115,111505,0929,092901,331,720,1,720,331,389
D,20010507,113729,1000215,00075D,0000432,1,11,1105,110509,1258,125804,331,431,1,431,331,100
D,20010507,113729,1000215,00075D,0000346,1,13,1301,130129,0518,051802,380,494,1,494,380,114
D,20010507,113729,1000215,00075D,0000450,1,11,1121,112111,1405,140503,321,418,1,418,321,97
D,20010507,113729,1000215,00075D,0000501,1,11,1108,110802,0876,087602,333,433,1,433,333,100
D,20010507,121733,1000216,00092D,0000250,1,11,1103,110397,0235,023501,268,349,1,349,268,81
D,20010507,121733,1000216,00092D,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114
D,20010507,121733,1000216,00092D,0000274,1,11,1121,112107,0472,047200,359,467,5,2335,1795,540
D,20010507,121733,1000216,00092D,0000605,1,13,1302,130297,0207,020700,531,691,1,691,531,160
D,20010507,121733,1000216,00092D,0000104,1,11,1115,111501,1586,158605,341,444,6,2664,2046,618
D,20010507,121733,1000216,00092D,0000405,1,13,1301,130123,1310,131000,408,628,4,2512,1632,880
D,20010507,121733,1000216,00092D,0000329,1,14,1401,140103,0094,009404,288,375,1,375,288,87
D,20010507,121733,1000216,00092D,0000498,1,11,1119,111903,0463,046307,192,250,1,250,192,58
D,20010507,121733,1000216,00092D,0000375,1,11,1121,112107,1853,185300,221,338,1,338,221,117
D,20010507,121733,1000216,00092D,0000249,1,11,1103,110397,0393,039303,412,607,6,3642,2472,1170
D,20010508,121659,1000217,00017D,0000441,1,11,1110,111007,0713,071300,296,869,3,2607,888,1719
D,20010508,121659,1000217,00017D,0000254,1,11,1115,111597,1124,112402,370,556,1,556,370,186
D,20010508,121659,1000217,00017D,0000485,1,14,1403,140315,0129,012907,166,302,1,302,166,136
D,20010508,121659,1000217,00017D,0000239,1,11,1104,110497,0781,078100,225,293,3,879,675,204
D,20010508,121659,1000217,00017D,0000442,1,11,1101,110197,0266,026600,240,477,1,477,240,237
D,20010508,121659,1000217,00017D,0000262,1,11,1110,111011,0013,001302,174,311,3,933,522,411
D,20010508,121659,1000217,00017D,0000540,1,14,1403,140323,1789,178900,286,372,1,372,286,86
D,20010508,121659,1000217,00017D,0000517,1,11,1197,119705,1151,115102,424,655,1,655,424,231
D,20010508,140239,1000218,00180D,0000231,1,12,1297,129797,1878,187801,472,614,1,614,472,142
D,20010508,140239,1000218,00180D,0000413,1,11,1104,110403,0353,035306,286,372,1,372,286,86
D,20010508,140239,1000218,00180D,0000240,1,14,1402,140209,1595,159501,462,601,1,601,462,139
D,20010508,140239,1000218,00180D,0000520,1,14,1401,140103,0604,060401,388,505,5,2525,1940,585
D,20010508,140239,1000218,00180D,0000445,1,11,1119,111901,0621,062100,357,507,3,1521,1071,450
D,20010508,140239,1000218,00180D,0000519,1,13,1301,130129,1427,142700,170,278,5,1390,850,540
D,20010508,184035,1000219,00260D,0000266,1,11,1104,110407,1862,186200,334,435,1,435,334,101
D,20010508,184035,1000219,00260D,0000573,1,13,1301,130127,0779,077901,190,247,5,1235,950,285
D,20010508,184035,1000219,00260D,0000375,1,11,1121,112107,1853,185300,221,338,5,1690,1105,585
D,20010508,184035,1000219,00260D,0000592,1,11,1111,111197,0473,047303,341,444,7,3108,2387,721
D,20010508,184035,1000219,00260D,0000232,1,11,1116,111603,1347,134702,253,329,1,329,253,76
D,20010508,184035,1000219,00260D,0000536,1,11,1113,111307,1083,108301,206,268,4,1072,824,248
D,20010508,184035,1000219,00260D,0000209,1,11,1197,119705,0147,014701,292,380,1,380,292,88
D,20010508,184035,1000219,00260D,0000458,1,11,1104,110415,1565,156500,393,643,1,643,393,250
D,20010508,184035,1000219,00260D,0000338,1,14,1401,140105,1875,187504,331,503,1,503,331,172
D,20010508,184035,1000219,00260D,0000442,1,11,1101,110197,0266,026600,240,477,1,477,240,237
D,20010509,125352,1000221,00032D,0000308,1,14,1404,140407,0707,070700,468,708,1,708,468,240
D,20010509,125352,1000221,00032D,0000435,1,11,1101,110129,0522,052203,256,333,1,333,256,77
D,20010509,125352,1000221,00032D,0000510,1,11,1112,111209,1148,114804,324,652,1,652,324,328
D,20010509,150301,1000224,00108D,0000343,1,11,1104,110407,0189,018903,384,500,4,2000,1536,464
D,20010509,150301,1000224,00108D,0000447,1,11,1105,110511,1574,157403,324,422,1,422,324,98
D,20010509,152333,1000222,00045D,0000278,1,11,1107,110725,0140,014000,278,362,6,2172,1668,504
D,20010509,152333,1000222,00045D,0000488,1,11,1119,111905,1644,164402,358,466,1,466,358,108
D,20010509,152333,1000222,00045D,0000448,1,11,1120,112005,1298,129803,313,407,1,407,313,94
D,20010509,152333,1000222,00045D,0000625,1,11,1118,111807,1154,115400,307,400,1,400,307,93
D,20010509,152333,1000222,00045D,0000489,1,11,1120,112003,1668,166803,196,364,5,1820,980,840
D,20010509,165532,1000220,00014D,0000357,1,11,1105,110505,0013,001300,500,689,5,3445,2500,945
D,20010509,165532,1000220,00014D,0000456,1,11,1116,111697,1649,164901,447,690,1,690,447,243
D,20010509,165532,1000220,00014D,0000583,1,11,1108,110805,1238,123804,70,91,5,455,350,105
D,20010509,165532,1000220,00014D,0000587,1,11,1101,110131,0048,004801,212,276,5,1380,1060,320
D,20010509,165532,1000220,00014D,0000423,1,11,1107,110791,0107,010703,290,377,1,377,290,87
D,20010509,165532,1000220,00014D,0000671,1,14,1406,140697,0750,075000,265,345,1,345,265,80
D,20010509,204304,1000223,00086D,0000226,1,11,1107,110705,0904,090400,339,441,1,441,339,102
D,20010509,204304,1000223,00086D,0000420,1,11,1102,110211,0376,037601,255,332,1,332,255,77
D,20010509,204304,1000223,00086D,0000234,1,14,1406,140601,0099,009902,328,427,4,1708,1312,396
D,20010509,204304,1000223,00086D,0000439,1,11,1104,110411,1007,100700,187,282,1,282,187,95
D,20010509,204304,1000223,00086D,0000301,1,14,1497,149797,1730,173005,154,201,1,201,154,47
D,20010509,204304,1000223,00086D,0000565,1,11,1116,111601,1327,132700,249,324,1,324,249,75
D,20010509,204304,1000223,00086D,0000236,1,13,1304,130497,1468,146801,301,392,1,392,301,91
D,20010509,204304,1000223,00086D,0000401,1,11,1121,112105,1216,121600,265,345,6,2070,1590,480
D,20010509,204304,1000223,00086D,0000351,1,11,1113,111397,0745,074501,227,296,1,296,227,69
D,20010509,204304,1000223,00086D,0000514,1,11,1115,111597,0545,054503,103,134,1,134,103,31
D,20010509,204304,1000223,00086D,0000551,1,11,1117,111797,0591,059107,328,427,1,427,328,99
D,20010509,204304,1000223,00086D,0000726,1,11,1101,110142,0824,082403,196,255,1,255,196,59
D,20010509,204304,1000223,00086D,0000432,1,11,1105,110509,1258,125804,331,431,1,431,331,100
D,20010511,115510,1000226,00052D,0000417,1,11,1107,110703,0442,044204,395,514,3,1542,1185,357
D,20010511,132036,1000227,00110D,0000199,1,11,1105,110515,1100,110003,265,345,4,1380,1060,320
D,20010511,132036,1000227,00110D,0000344,1,11,1104,110411,0370,037000,189,246,1,246,189,57
D,20010511,165650,1000225,00044D,0000404,1,11,1115,111597,0728,072803,609,1118,1,1118,609,509
D,20010511,165650,1000225,00044D,0000309,1,13,1303,130301,0394,039401,308,574,1,574,308,266
D,20010511,165650,1000225,00044D,0000537,1,13,1301,130135,0596,059601,298,388,6,2328,1788,540
D,20010511,165650,1000225,00044D,0000364,1,13,1301,130137,1772,177201,366,634,1,634,366,268
D,20010511,165650,1000225,00044D,0000417,1,11,1107,110703,0442,044204,395,514,1,514,395,119
D,20010511,165650,1000225,00044D,0000392,1,14,1401,140107,1376,137605,254,331,1,331,254,77
D,20010511,165650,1000225,00044D,0000546,1,14,1404,140401,0549,054906,384,694,1,694,384,310
D,20010511,165650,1000225,00044D,0000304,1,11,1107,110707,1487,148704,343,446,3,1338,1029,309
D,20010512,105833,1000228,00024D,0000403,1,11,1120,112097,0465,046500,203,264,6,1584,1218,366
D,20010512,105833,1000228,00024D,0000154,1,11,1113,111305,0090,009002,276,359,1,359,276,83
D,20010512,105833,1000228,00024D,0000413,1,11,1104,110403,0353,035306,286,372,1,372,286,86
D,20010512,105833,1000228,00024D,0000339,1,11,1105,110501,1285,128501,430,559,1,559,430,129
D,20010512,105833,1000228,00024D,0000119,1,13,1304,130401,0303,030302,334,435,1,435,334,101
D,20010512,143423,1000229,00087D,0000516,1,14,1403,140313,0263,026304,243,316,1,316,243,73
D,20010512,143423,1000229,00087D,0000294,1,14,1406,140681,0694,069401,236,307,1,307,236,71
D,20010514,101712,1000232,00200D,0000752,1,11,1121,112113,1060,106004,258,336,1,336,258,78
D,20010514,101712,1000232,00200D,0000391,1,11,1111,111111,0052,005200,191,249,1,249,191,58
D,20010514,101712,1000232,00200D,0000761,1,11,1104,110407,1035,103504,279,363,6,2178,1674,504
D,20010514,101712,1000232,00200D,0000352,1,11,1101,110125,1322,132200,345,449,1,449,345,104
D,20010514,101712,1000232,00200D,0000432,1,11,1105,110509,1258,125804,331,519,1,519,331,188
D,20010514,101712,1000232,00200D,0000366,1,14,1403,140315,1610,161001,237,309,1,309,237,72
D,20010514,101712,1000232,00200D,0000373,1,11,1118,111897,1341,134100,91,119,1,119,91,28
D,20010514,101712,1000232,00200D,0000281,1,14,1403,140305,1501,150100,206,268,1,268,206,62
D,20010514,150108,1000233,00238D,0000534,1,11,1104,110415,1226,122600,374,487,1,487,374,113
D,20010514,150108,1000233,00238D,0000379,1,12,1201,120197,1725,172506,243,316,1,316,243,73
D,20010514,150108,1000233,00238D,0000707,1,11,1104,110407,1161,116101,414,539,1,539,414,125
D,20010514,150108,1000233,00238D,0000282,1,11,1118,111801,0112,011201,153,199,1,199,153,46
D,20010514,150108,1000233,00238D,0000679,1,11,1121,112197,0076,007605,282,367,1,367,282,85
D,20010514,150108,1000233,00238D,0000135,1,11,1121,112113,1684,168403,355,462,1,462,355,107
D,20010514,150108,1000233,00238D,0000586,1,11,1102,110207,1090,109003,317,521,6,3126,1902,1224
D,20010514,150108,1000233,00238D,0000450,1,11,1121,112111,1405,140503,321,418,5,2090,1605,485
D,20010514,150108,1000233,00238D,0000416,1,11,1107,110721,0023,002300,299,389,1,389,299,90
D,20010514,150108,1000233,00238D,0000411,1,14,1406,140681,1053,105301,383,543,1,543,383,160
D,20010514,163915,1000231,00192D,0000313,1,11,1119,111997,1378,137803,185,298,1,298,185,113
D,20010514,163915,1000231,00192D,0000594,1,11,1113,111303,1991,199103,248,323,1,323,248,75
D,20010514,163915,1000231,00192D,0000277,1,11,1103,110303,1193,119305,225,293,1,293,225,68
D,20010514,163915,1000231,00192D,0000452,1,11,1108,110802,0506,050602,235,306,1,306,235,71
D,20010514,163915,1000231,00192D,0000358,1,11,1104,110403,0344,034403,272,354,1,354,272,82
D,20010514,163915,1000231,00192D,0000432,1,11,1105,110509,1258,125804,331,519,1,519,331,188
D,20010514,163915,1000231,00192D,0000485,1,14,1403,140315,0129,012907,166,302,1,302,166,136
D,20010514,163915,1000231,00192D,0000568,1,11,1111,111113,0463,046305,81,179,1,179,81,98
D,20010514,171318,1000230,00043D,0000294,1,14,1406,140681,0694,069401,236,307,6,1842,1416,426
D,20010514,171318,1000230,00043D,0000443,1,13,1301,130121,1886,188600,395,514,1,514,395,119
D,20010514,171318,1000230,00043D,0000382,1,11,1119,111905,1336,133601,282,367,1,367,282,85
D,20010514,171318,1000230,00043D,0000428,1,11,1107,110791,0126,012600,215,280,1,280,215,65
D,20010514,171318,1000230,00043D,0000388,1,14,1402,140209,0773,077301,336,437,1,437,336,101
D,20010514,171318,1000230,00043D,0000512,1,11,1118,111807,1133,113302,352,576,1,576,352,224
D,20010514,171318,1000230,00043D,0000346,1,13,1301,130129,0518,051802,380,595,1,595,380,215
D,20010514,171318,1000230,00043D,0000436,1,11,1111,111197,0407,040704,331,431,1,431,331,100
D,20010514,171318,1000230,00043D,0000590,1,11,1112,111297,1260,126001,472,614,1,614,472,142
D,20010515,131515,1000234,00024D,0000243,1,14,1403,140301,1525,152504,187,292,1,292,187,105
D,20010515,140531,1000235,00030D,0000562,1,11,1101,110142,1440,144003,415,540,5,2700,2075,625
D,20010515,140531,1000235,00030D,0000175,1,11,1115,111503,1478,147800,328,427,1,427,328,99
D,20010515,140531,1000235,00030D,0000520,1,14,1401,140103,0604,060401,388,505,1,505,388,117
D,20010515,140531,1000235,00030D,0000460,1,14,1406,140661,0597,059700,101,132,2,264,202,62
D,20010515,140531,1000235,00030D,0000464,1,11,1102,110297,0542,054202,500,797,5,3985,2500,1485
D,20010515,140531,1000235,00030D,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114
D,20010515,140531,1000235,00030D,0000540,1,14,1403,140323,1789,178900,286,372,1,372,286,86
D,20010515,140531,1000235,00030D,0000531,1,11,1117,111701,0158,015803,192,250,1,250,192,58
D,20010515,140531,1000235,00030D,0000551,1,11,1117,111797,0591,059107,328,427,1,427,328,99
D,20010515,140531,1000235,00030D,0000550,1,13,1301,130131,0320,032001,401,522,1,522,401,121
D,20010515,140531,1000235,00030D,0000413,1,11,1104,110403,0353,035306,286,372,1,372,286,86
D,20010515,164356,1000237,00198D,0000188,1,11,1119,111901,1415,141500,251,327,1,327,251,76
D,20010515,164356,1000237,00198D,0000457,1,11,1110,111007,1319,131902,174,227,5,1135,870,265
D,20010515,164356,1000237,00198D,0000252,1,14,1404,140401,0153,015302,238,373,5,1865,1190,675
D,20010515,164356,1000237,00198D,0000528,1,11,1107,110721,0547,054700,241,385,1,385,241,144
D,20010515,164356,1000237,00198D,0000540,1,14,1403,140323,1789,178900,286,372,1,372,286,86
D,20010515,164356,1000237,00198D,0000498,1,11,1119,111903,0463,046307,192,348,1,348,192,156
D,20010515,194815,1000236,00052D,0000343,1,11,1104,110407,0189,018903,384,500,1,500,384,116
D,20010515,194815,1000236,00052D,0000408,1,11,1112,111201,0690,069004,410,655,1,655,410,245
D,20010515,194815,1000236,00052D,0000259,1,11,1106,110697,0061,006101,263,342,1,342,263,79
D,20010515,194815,1000236,00052D,0000493,1,11,1113,111305,1755,175504,274,357,1,357,274,83
D,20010515,194815,1000236,00052D,0000383,1,11,1103,110301,1919,191900,404,526,5,2630,2020,610
D,20010515,194815,1000236,00052D,0000485,1,14,1403,140315,0129,012907,166,302,1,302,166,136
D,20010515,194815,1000236,00052D,0000339,1,11,1105,110501,1285,128501,430,559,1,559,430,129
D,20010515,194815,1000236,00052D,0000618,1,11,1105,110501,0679,067905,528,687,1,687,528,159
D,20010515,194815,1000236,00052D,0000236,1,13,1304,130497,1468,146801,301,392,6,2352,1806,546
D,20010515,194815,1000236,00052D,0000395,1,11,1118,111807,1556,155601,293,381,1,381,293,88
