shop,date,time,receipt,customer,product,CategoryCode1,CategoryCode2,CategoryCode4,CategoryCode6,manufacturer,brand,unitCost,unitPrice,quantity,amount,costAmount,profit,YearMonth
D,20010608,164759,1000303,00146D,0000552,1,14,1406,140697,0949,094901,307,400,1,400,307,93,20016
A,20010608,164759,1000320,00146A,0000372,1,11,1101,110131,0569,056902,467,608,1,608,467,141,20016
B,20010608,164759,1000346,00146B,0000541,1,11,1101,110129,0121,012101,277,361,1,361,277,84,20016
C,20010608,164759,1000288,00146C,0000515,1,11,1119,111907,1477,147704,436,567,1,567,436,131,20016
D,20010608,164759,1000303,00146D,0000300,1,11,1101,110117,1006,100601,238,460,1,460,238,222,20016
A,20010608,164759,1000320,00146A,0000450,1,11,1121,112111,1405,140503,321,595,1,595,321,274,20016
B,20010608,164759,1000346,00146B,0000515,1,11,1119,111907,1477,147704,436,567,1,567,436,131,20016
C,20010608,164759,1000288,00146C,0000541,1,11,1101,110129,0121,012101,277,361,1,361,277,84,20016
D,20010608,164759,1000303,00146D,0000628,1,11,1119,111907,1221,122101,403,524,5,2620,2015,605,20016
A,20010608,164759,1000320,00146A,0000541,1,11,1101,110129,0121,012101,277,361,1,361,277,84,20016
B,20010608,164759,1000346,00146B,0000147,1,14,1402,140211,0198,019800,341,444,4,1776,1364,412,20016
C,20010608,164759,1000288,00146C,0000450,1,11,1121,112111,1405,140503,321,418,1,418,321,97,20016
D,20010608,164759,1000303,00146D,0000515,1,11,1119,111907,1477,147704,436,567,1,567,436,131,20016
A,20010608,164759,1000320,00146A,0000628,1,11,1119,111907,1221,122101,403,524,1,524,403,121,20016
B,20010608,164759,1000346,00146B,0000450,1,11,1121,112111,1405,140503,321,418,1,418,321,97,20016
C,20010608,164759,1000288,00146C,0000628,1,11,1119,111907,1221,122101,403,524,7,3668,2821,847,20016
D,20010608,164759,1000303,00146D,0000497,1,11,1119,111997,0482,048203,542,705,1,705,542,163,20016
A,20010608,164759,1000320,00146A,0000515,1,11,1119,111907,1477,147704,436,567,1,567,436,131,20016
B,20010608,164759,1000346,00146B,0000453,1,14,1403,140307,1143,114302,357,465,5,2325,1785,540,20016
C,20010609,111908,1000289,00080C,0000331,1,11,1102,110207,0193,019301,275,358,1,358,275,83,20016
D,20010609,113935,1000307,00221D,0000360,1,11,1119,111905,1327,132705,235,306,1,306,235,71,20016
A,20010609,111908,1000321,00080A,0000364,1,13,1301,130137,1772,177201,366,476,5,2380,1830,550,20016
B,20010609,151929,1000348,00094B,0000551,1,11,1117,111797,0591,059107,328,522,5,2610,1640,970,20016
C,20010609,111908,1000289,00080C,0000483,1,14,1403,140305,0369,036900,257,335,3,1005,771,234,20016
D,20010609,113935,1000307,00221D,0000499,1,11,1101,110142,1124,112400,213,277,1,277,213,64,20016
A,20010609,111908,1000321,00080A,0000484,1,11,1105,110509,1221,122103,180,591,4,2364,720,1644,20016
B,20010609,111908,1000347,00080B,0000462,1,14,1406,140681,1674,167405,231,350,1,350,231,119,20016
C,20010609,111908,1000289,00080C,0000364,1,13,1301,130137,1772,177201,366,476,1,476,366,110,20016
D,20010609,111908,1000304,00080D,0000331,1,11,1102,110207,0193,019301,275,584,1,584,275,309,20016
A,20010609,111908,1000321,00080A,0000331,1,11,1102,110207,0193,019301,275,358,1,358,275,83,20016
B,20010609,111908,1000347,00080B,0000630,1,11,1115,111505,1203,120303,499,649,1,649,499,150,20016
C,20010609,111908,1000289,00080C,0000431,1,11,1101,110129,1705,170502,207,380,1,380,207,173,20016
D,20010609,111908,1000304,00080D,0000431,1,11,1101,110129,1705,170502,207,270,1,270,207,63,20016
A,20010609,111908,1000321,00080A,0000630,1,11,1115,111505,1203,120303,499,649,1,649,499,150,20016
B,20010609,125509,1000351,00230B,0000545,1,11,1121,112111,0729,072900,199,259,1,259,199,60,20016
C,20010609,111908,1000289,00080C,0000422,1,14,1406,140671,1639,163900,459,597,4,2388,1836,552,20016
D,20010609,111908,1000304,00080D,0000379,1,12,1201,120197,1725,172506,243,316,6,1896,1458,438,20016
A,20010609,111908,1000321,00080A,0000379,1,12,1201,120197,1725,172506,243,491,5,2455,1215,1240,20016
B,20010609,111908,1000347,00080B,0000364,1,13,1301,130137,1772,177201,366,699,1,699,366,333,20016
C,20010609,111908,1000289,00080C,0000484,1,11,1105,110509,1221,122103,180,272,1,272,180,92,20016
D,20010609,111908,1000304,00080D,0000462,1,14,1406,140681,1674,167405,231,508,5,2540,1155,1385,20016
A,20010609,111908,1000321,00080A,0000462,1,14,1406,140681,1674,167405,231,360,1,360,231,129,20016
B,20010609,141047,1000352,00294B,0000410,1,11,1121,112197,0701,070100,281,366,1,366,281,85,20016
C,20010609,111908,1000289,00080C,0000379,1,12,1201,120197,1725,172506,243,316,1,316,243,73,20016
D,20010609,111908,1000304,00080D,0000364,1,13,1301,130137,1772,177201,366,634,6,3804,2196,1608,20016
A,20010609,111908,1000321,00080A,0000422,1,14,1406,140671,1639,163900,459,597,1,597,459,138,20016
B,20010609,141422,1000349,00113B,0000268,1,11,1106,110601,0341,034102,265,490,1,490,265,225,20016
C,20010609,111908,1000289,00080C,0000462,1,14,1406,140681,1674,167405,231,381,1,381,231,150,20016
D,20010609,111908,1000304,00080D,0000484,1,11,1105,110509,1221,122103,180,234,1,234,180,54,20016
A,20010609,111908,1000321,00080A,0000483,1,14,1403,140305,0369,036900,257,478,1,478,257,221,20016
B,20010609,141422,1000349,00113B,0000371,1,11,1120,112005,0438,043802,400,520,5,2600,2000,600,20016
C,20010609,113935,1000292,00221C,0000663,1,11,1101,110139,1160,116001,352,458,1,458,352,106,20016
D,20010609,111908,1000304,00080D,0000422,1,14,1406,140671,1639,163900,459,597,1,597,459,138,20016
A,20010609,111908,1000321,00080A,0000431,1,11,1101,110129,1705,170502,207,270,1,270,207,63,20016
B,20010609,141422,1000349,00113B,0000175,1,11,1115,111503,1478,147800,328,427,1,427,328,99,20016
C,20010609,113935,1000292,00221C,0000360,1,11,1119,111905,1327,132705,235,306,1,306,235,71,20016
D,20010609,113935,1000307,00221D,0000663,1,11,1101,110139,1160,116001,352,458,5,2290,1760,530,20016
A,20010609,113935,1000324,00221A,0000750,1,11,1106,110605,1515,151502,370,481,1,481,370,111,20016
B,20010609,151929,1000348,00094B,0000257,1,11,1112,111209,1400,140000,379,493,1,493,379,114,20016
C,20010609,113935,1000292,00221C,0000513,1,11,1110,111001,1955,195503,388,505,1,505,388,117,20016
D,20010609,113935,1000307,00221D,0000513,1,11,1110,111001,1955,195503,388,505,5,2525,1940,585,20016
A,20010609,113935,1000324,00221A,0000360,1,11,1119,111905,1327,132705,235,306,6,1836,1410,426,20016
B,20010609,151929,1000348,00094B,0000541,1,11,1101,110129,0121,012101,277,361,1,361,277,84,20016
C,20010609,113935,1000292,00221C,0000750,1,11,1106,110605,1515,151502,370,481,1,481,370,111,20016
D,20010609,111908,1000304,00080D,0000483,1,14,1403,140305,0369,036900,257,335,1,335,257,78,20016
A,20010609,113935,1000324,00221A,0000663,1,11,1101,110139,1160,116001,352,458,1,458,352,106,20016
B,20010609,151929,1000348,00094B,0000163,1,11,1106,110601,0477,047701,77,101,1,101,77,24,20016
C,20010609,113935,1000292,00221C,0000499,1,11,1101,110142,1124,112400,213,277,1,277,213,64,20016
D,20010609,113935,1000307,00221D,0000480,1,13,1301,130131,1492,149206,320,416,1,416,320,96,20016
A,20010609,113935,1000324,00221A,0000499,1,11,1101,110142,1124,112400,213,277,1,277,213,64,20016
B,20010609,151929,1000348,00094B,0000564,1,11,1102,110205,1735,173500,200,260,5,1300,1000,300,20016
C,20010609,113935,1000292,00221C,0000416,1,11,1107,110721,0023,002300,299,684,1,684,299,385,20016
D,20010609,113935,1000307,00221D,0000750,1,11,1106,110605,1515,151502,370,481,5,2405,1850,555,20016
A,20010609,113935,1000324,00221A,0000480,1,13,1301,130131,1492,149206,320,501,1,501,320,181,20016
B,20010609,111908,1000347,00080B,0000331,1,11,1102,110207,0193,019301,275,358,1,358,275,83,20016
C,20010609,113935,1000292,00221C,0000480,1,13,1301,130131,1492,149206,320,416,1,416,320,96,20016
D,20010609,113935,1000307,00221D,0000416,1,11,1107,110721,0023,002300,299,389,1,389,299,90,20016
A,20010609,113935,1000324,00221A,0000513,1,11,1110,111001,1955,195503,388,579,5,2895,1940,955,20016
B,20010609,111908,1000347,00080B,0000431,1,11,1101,110129,1705,170502,207,270,1,270,207,63,20016
C,20010609,125509,1000293,00230C,0000355,1,14,1403,140309,0585,058501,336,437,1,437,336,101,20016
D,20010609,125509,1000308,00230D,0000267,1,11,1106,110603,0268,026800,423,550,1,550,423,127,20016
A,20010609,113935,1000324,00221A,0000416,1,11,1107,110721,0023,002300,299,389,1,389,299,90,20016
B,20010609,111908,1000347,00080B,0000379,1,12,1201,120197,1725,172506,243,316,1,316,243,73,20016
C,20010609,125509,1000293,00230C,0000696,1,11,1118,111897,0299,029902,494,643,5,3215,2470,745,20016
D,20010609,125509,1000308,00230D,0000696,1,11,1118,111897,0299,029902,494,643,1,643,494,149,20016
A,20010609,125509,1000325,00230A,0000358,1,11,1104,110403,0344,034403,272,354,1,354,272,82,20016
B,20010609,111908,1000347,00080B,0000483,1,14,1403,140305,0369,036900,257,490,1,490,257,233,20016
C,20010609,125509,1000293,00230C,0000429,1,11,1119,111997,1117,111700,295,384,1,384,295,89,20016
D,20010609,125509,1000308,00230D,0000287,1,14,1401,140197,1925,192500,148,193,5,965,740,225,20016
A,20010609,125509,1000325,00230A,0000462,1,14,1406,140681,1674,167405,231,360,1,360,231,129,20016
B,20010609,111908,1000347,00080B,0000422,1,14,1406,140671,1639,163900,459,597,6,3582,2754,828,20016
C,20010609,125509,1000293,00230C,0000287,1,14,1401,140197,1925,192500,148,193,1,193,148,45,20016
D,20010609,125509,1000308,00230D,0000501,1,11,1108,110802,0876,087602,333,433,1,433,333,100,20016
A,20010609,125509,1000325,00230A,0000267,1,11,1106,110603,0268,026800,423,550,4,2200,1692,508,20016
B,20010609,111908,1000347,00080B,0000484,1,11,1105,110509,1221,122103,180,346,5,1730,900,830,20016
C,20010609,125509,1000293,00230C,0000462,1,14,1406,140681,1674,167405,231,381,1,381,231,150,20016
D,20010609,125509,1000308,00230D,0000358,1,11,1104,110403,0344,034403,272,354,5,1770,1360,410,20016
A,20010609,125509,1000325,00230A,0000501,1,11,1108,110802,0876,087602,333,770,1,770,333,437,20016
B,20010609,113935,1000350,00221B,0000663,1,11,1101,110139,1160,116001,352,458,6,2748,2112,636,20016
C,20010609,125509,1000293,00230C,0000358,1,11,1104,110403,0344,034403,272,504,1,504,272,232,20016
D,20010609,125509,1000308,00230D,0000429,1,11,1119,111997,1117,111700,295,384,1,384,295,89,20016
A,20010609,125509,1000325,00230A,0000355,1,14,1403,140309,0585,058501,336,437,1,437,336,101,20016
B,20010609,113935,1000350,00221B,0000360,1,11,1119,111905,1327,132705,235,434,1,434,235,199,20016
C,20010609,111908,1000289,00080C,0000630,1,11,1115,111505,1203,120303,499,649,6,3894,2994,900,20016
D,20010609,125509,1000308,00230D,0000355,1,14,1403,140309,0585,058501,336,566,1,566,336,230,20016
A,20010609,125509,1000325,00230A,0000545,1,11,1121,112111,0729,072900,199,259,1,259,199,60,20016
B,20010609,113935,1000350,00221B,0000513,1,11,1110,111001,1955,195503,388,597,1,597,388,209,20016
C,20010609,125509,1000293,00230C,0000267,1,11,1106,110603,0268,026800,423,550,2,1100,846,254,20016
D,20010609,125509,1000308,00230D,0000462,1,14,1406,140681,1674,167405,231,508,1,508,231,277,20016
A,20010609,125509,1000325,00230A,0000287,1,14,1401,140197,1925,192500,148,193,1,193,148,45,20016
B,20010609,113935,1000350,00221B,0000750,1,11,1106,110605,1515,151502,370,481,1,481,370,111,20016
C,20010609,125509,1000293,00230C,0000501,1,11,1108,110802,0876,087602,333,433,5,2165,1665,500,20016
D,20010609,125509,1000308,00230D,0000545,1,11,1121,112111,0729,072900,199,368,7,2576,1393,1183,20016
A,20010609,125509,1000325,00230A,0000696,1,11,1118,111897,0299,029902,494,643,3,1929,1482,447,20016
B,20010609,113935,1000350,00221B,0000499,1,11,1101,110142,1124,112400,213,277,1,277,213,64,20016
C,20010609,141422,1000291,00113C,0000371,1,11,1120,112005,0438,043802,400,801,1,801,400,401,20016
D,20010609,141422,1000306,00113D,0000175,1,11,1115,111503,1478,147800,328,528,5,2640,1640,1000,20016
A,20010609,125509,1000325,00230A,0000429,1,11,1119,111997,1117,111700,295,384,1,384,295,89,20016
B,20010609,113935,1000350,00221B,0000416,1,11,1107,110721,0023,002300,299,574,1,574,299,275,20016
C,20010609,141422,1000291,00113C,0000175,1,11,1115,111503,1478,147800,328,427,1,427,328,99,20016
D,20010609,141422,1000306,00113D,0000371,1,11,1120,112005,0438,043802,400,520,2,1040,800,240,20016
A,20010609,141422,1000323,00113A,0000268,1,11,1106,110601,0341,034102,265,345,1,345,265,80,20016
B,20010609,113935,1000350,00221B,0000480,1,13,1301,130131,1492,149206,320,416,5,2080,1600,480,20016
C,20010609,141422,1000291,00113C,0000268,1,11,1106,110601,0341,034102,265,345,1,345,265,80,20016
D,20010609,141422,1000306,00113D,0000268,1,11,1106,110601,0341,034102,265,345,6,2070,1590,480,20016
A,20010609,141422,1000323,00113A,0000371,1,11,1120,112005,0438,043802,400,693,1,693,400,293,20016
B,20010609,125509,1000351,00230B,0000358,1,11,1104,110403,0344,034403,272,354,3,1062,816,246,20016
C,20010609,151929,1000290,00094C,0000564,1,11,1102,110205,1735,173500,200,353,1,353,200,153,20016
D,20010609,151929,1000305,00094D,0000564,1,11,1102,110205,1735,173500,200,372,1,372,200,172,20016
A,20010609,141422,1000323,00113A,0000175,1,11,1115,111503,1478,147800,328,427,1,427,328,99,20016
B,20010609,125509,1000351,00230B,0000696,1,11,1118,111897,0299,029902,494,643,1,643,494,149,20016
C,20010609,151929,1000290,00094C,0000354,1,11,1112,111211,0869,086900,188,245,1,245,188,57,20016
D,20010609,151929,1000305,00094D,0000257,1,11,1112,111209,1400,140000,379,493,1,493,379,114,20016
A,20010609,151929,1000322,00094A,0000564,1,11,1102,110205,1735,173500,200,260,1,260,200,60,20016
B,20010609,125509,1000351,00230B,0000501,1,11,1108,110802,0876,087602,333,433,5,2165,1665,500,20016
C,20010609,151929,1000290,00094C,0000551,1,11,1117,111797,0591,059107,328,563,5,2815,1640,1175,20016
D,20010609,151929,1000305,00094D,0000541,1,11,1101,110129,0121,012101,277,476,5,2380,1385,995,20016
A,20010609,151929,1000322,00094A,0000163,1,11,1106,110601,0477,047701,77,101,6,606,462,144,20016
B,20010609,125509,1000351,00230B,0000287,1,14,1401,140197,1925,192500,148,193,1,193,148,45,20016
C,20010609,151929,1000290,00094C,0000163,1,11,1106,110601,0477,047701,77,101,1,101,77,24,20016
D,20010609,151929,1000305,00094D,0000163,1,11,1106,110601,0477,047701,77,101,1,101,77,24,20016
A,20010609,151929,1000322,00094A,0000541,1,11,1101,110129,0121,012101,277,361,1,361,277,84,20016
B,20010609,125509,1000351,00230B,0000429,1,11,1119,111997,1117,111700,295,384,1,384,295,89,20016
C,20010609,151929,1000290,00094C,0000541,1,11,1101,110129,0121,012101,277,361,1,361,277,84,20016
D,20010609,151929,1000305,00094D,0000551,1,11,1117,111797,0591,059107,328,427,6,2562,1968,594,20016
A,20010609,151929,1000322,00094A,0000257,1,11,1112,111209,1400,140000,379,493,1,493,379,114,20016
B,20010609,125509,1000351,00230B,0000355,1,14,1403,140309,0585,058501,336,671,1,671,336,335,20016
C,20010609,151929,1000290,00094C,0000257,1,11,1112,111209,1400,140000,379,682,1,682,379,303,20016
D,20010609,151929,1000305,00094D,0000354,1,11,1112,111211,0869,086900,188,245,6,1470,1128,342,20016
A,20010609,151929,1000322,00094A,0000551,1,11,1117,111797,0591,059107,328,427,1,427,328,99,20016
B,20010609,125509,1000351,00230B,0000462,1,14,1406,140681,1674,167405,231,350,1,350,231,119,20016
C,20010609,125509,1000293,00230C,0000545,1,11,1121,112111,0729,072900,199,306,6,1836,1194,642,20016
D,20010609,111908,1000304,00080D,0000630,1,11,1115,111505,1203,120303,499,797,1,797,499,298,20016
A,20010609,151929,1000322,00094A,0000354,1,11,1112,111211,0869,086900,188,313,1,313,188,125,20016
B,20010609,125509,1000351,00230B,0000267,1,11,1106,110603,0268,026800,423,550,2,1100,846,254,20016
B,20010609,151929,1000348,00094B,0000354,1,11,1112,111211,0869,086900,188,245,1,245,188,57,20016
B,20010609,141047,1000352,00294B,0000229,1,13,1301,130137,1115,111500,228,297,1,297,228,69,20016
C,20010610,132235,1000294,00205C,0000230,1,11,1121,112111,0312,031203,345,496,1,496,345,151,20016
D,20010610,132235,1000309,00205D,0000230,1,11,1121,112111,0312,031203,345,449,1,449,345,104,20016
A,20010610,132235,1000326,00205A,0000461,1,14,1406,140671,0894,089401,381,496,1,496,381,115,20016
B,20010610,132235,1000353,00205B,0000461,1,14,1406,140671,0894,089401,381,496,1,496,381,115,20016
C,20010610,132235,1000294,00205C,0000461,1,14,1406,140671,0894,089401,381,891,1,891,381,510,20016
D,20010610,132235,1000309,00205D,0000461,1,14,1406,140671,0894,089401,381,615,5,3075,1905,1170,20016
A,20010610,132235,1000326,00205A,0000230,1,11,1121,112111,0312,031203,345,449,1,449,345,104,20016
B,20010610,132235,1000353,00205B,0000230,1,11,1121,112111,0312,031203,345,449,7,3143,2415,728,20016
B,20010610,104055,1000354,00285B,0000486,1,11,1108,110801,1315,131504,208,337,5,1685,1040,645,20016
B,20010610,104055,1000354,00285B,0000402,1,11,1101,110135,1198,119800,310,502,1,502,310,192,20016
B,20010610,104055,1000354,00285B,0000555,1,11,1119,111997,1558,155803,93,209,1,209,93,116,20016
B,20010610,104055,1000354,00285B,0000603,1,14,1404,140403,1336,133600,223,290,1,290,223,67,20016
C,20010611,111711,1000295,00111C,0000576,1,11,1102,110207,1579,157902,322,419,1,419,322,97,20016
D,20010611,111711,1000310,00111D,0000521,1,11,1103,110303,1080,108004,254,331,1,331,254,77,20016
A,20010611,111711,1000327,00111A,0000521,1,11,1103,110303,1080,108004,254,331,1,331,254,77,20016
B,20010611,111711,1000355,00111B,0000261,1,11,1111,111113,1771,177104,274,499,1,499,274,225,20016
C,20010611,111711,1000295,00111C,0000261,1,11,1111,111113,1771,177104,274,357,1,357,274,83,20016
D,20010611,111711,1000310,00111D,0000223,1,13,1301,130131,0104,010402,183,238,1,238,183,55,20016
A,20010611,111711,1000327,00111A,0000223,1,13,1301,130131,0104,010402,183,238,1,238,183,55,20016
B,20010611,111711,1000355,00111B,0000521,1,11,1103,110303,1080,108004,254,331,1,331,254,77,20016
C,20010611,111711,1000295,00111C,0000167,1,11,1118,111807,0804,080404,369,480,1,480,369,111,20016
D,20010611,111711,1000310,00111D,0000576,1,11,1102,110207,1579,157902,322,419,1,419,322,97,20016
A,20010611,111711,1000327,00111A,0000576,1,11,1102,110207,1579,157902,322,594,4,2376,1288,1088,20016
B,20010611,111711,1000355,00111B,0000223,1,13,1301,130131,0104,010402,183,238,1,238,183,55,20016
C,20010611,111711,1000295,00111C,0000223,1,13,1301,130131,0104,010402,183,238,6,1428,1098,330,20016
D,20010611,111711,1000310,00111D,0000167,1,11,1118,111807,0804,080404,369,480,1,480,369,111,20016
A,20010611,111711,1000327,00111A,0000261,1,11,1111,111113,1771,177104,274,357,6,2142,1644,498,20016
B,20010611,111711,1000355,00111B,0000167,1,11,1118,111807,0804,080404,369,480,1,480,369,111,20016
C,20010611,141243,1000296,00170C,0000421,1,11,1105,110597,0616,061601,412,536,6,3216,2472,744,20016
D,20010611,111711,1000310,00111D,0000261,1,11,1111,111113,1771,177104,274,357,1,357,274,83,20016
A,20010611,111711,1000327,00111A,0000167,1,11,1118,111807,0804,080404,369,558,1,558,369,189,20016
B,20010611,141243,1000356,00170B,0000421,1,11,1105,110597,0616,061601,412,570,1,570,412,158,20016
C,20010611,141243,1000296,00170C,0000361,1,11,1121,112105,0799,079901,339,441,7,3087,2373,714,20016
D,20010611,141243,1000311,00170D,0000481,1,11,1103,110301,1896,189601,98,128,1,128,98,30,20016
A,20010611,141243,1000328,00170A,0000481,1,11,1103,110301,1896,189601,98,156,1,156,98,58,20016
B,20010611,141243,1000356,00170B,0000361,1,11,1121,112105,0799,079901,339,601,3,1803,1017,786,20016
C,20010611,141243,1000296,00170C,0000481,1,11,1103,110301,1896,189601,98,128,1,128,98,30,20016
D,20010611,141243,1000311,00170D,0000361,1,11,1121,112105,0799,079901,339,519,1,519,339,180,20016
A,20010611,141243,1000328,00170A,0000361,1,11,1121,112105,0799,079901,339,500,1,500,339,161,20016
B,20010611,141243,1000356,00170B,0000481,1,11,1103,110301,1896,189601,98,158,1,158,98,60,20016
C,20010611,111711,1000295,00111C,0000521,1,11,1103,110303,1080,108004,254,331,6,1986,1524,462,20016
D,20010611,141243,1000311,00170D,0000421,1,11,1105,110597,0616,061601,412,536,1,536,412,124,20016
A,20010611,141243,1000328,00170A,0000421,1,11,1105,110597,0616,061601,412,536,1,536,412,124,20016
B,20010611,111711,1000355,00111B,0000576,1,11,1102,110207,1579,157902,322,671,6,4026,1932,2094,20016
C,20010612,102607,1000300,00236C,0000229,1,13,1301,130137,1115,111500,228,297,1,297,228,69,20016
D,20010612,103252,1000312,00004D,0000587,1,11,1101,110131,0048,004801,212,343,1,343,212,131,20016
A,20010612,102607,1000332,00236A,0000697,1,11,1105,110509,0566,056608,293,381,1,381,293,88,20016
B,20010612,121419,1000359,00080B,0000383,1,11,1103,110301,1919,191900,404,1192,1,1192,404,788,20016
C,20010612,102607,1000300,00236C,0000426,1,11,1106,110601,1763,176305,177,268,1,268,177,91,20016
D,20010612,102607,1000315,00236D,0000368,1,13,1301,130139,0054,005401,335,436,7,3052,2345,707,20016
A,20010612,102607,1000332,00236A,0000229,1,13,1301,130137,1115,111500,228,297,1,297,228,69,20016
B,20010612,153215,1000358,00066B,0000491,1,13,1304,130497,0578,057800,377,591,1,591,377,214,20016
C,20010612,102607,1000300,00236C,0000368,1,13,1301,130139,0054,005401,335,436,5,2180,1675,505,20016
D,20010612,102607,1000315,00236D,0000426,1,11,1106,110601,1763,176305,177,231,1,231,177,54,20016
A,20010612,102607,1000332,00236A,0000426,1,11,1106,110601,1763,176305,177,380,1,380,177,203,20016
B,20010612,153215,1000358,00066B,0000377,1,11,1105,110511,0302,030201,571,743,1,743,571,172,20016
C,20010612,102607,1000300,00236C,0000381,1,11,1113,111397,0678,067801,292,380,4,1520,1168,352,20016
D,20010612,102607,1000315,00236D,0000225,1,11,1101,110105,0079,007901,111,207,1,207,111,96,20016
A,20010612,102607,1000332,00236A,0000368,1,13,1301,130139,0054,005401,335,436,1,436,335,101,20016
B,20010612,131502,1000361,00274B,0000503,1,14,1403,140327,0371,037101,262,397,1,397,262,135,20016
C,20010612,102607,1000300,00236C,0000225,1,11,1101,110105,0079,007901,111,145,1,145,111,34,20016
D,20010612,102607,1000315,00236D,0000229,1,13,1301,130137,1115,111500,228,297,4,1188,912,276,20016
A,20010612,102607,1000332,00236A,0000225,1,11,1101,110105,0079,007901,111,145,6,870,666,204,20016
B,20010612,131502,1000361,00274B,0000375,1,11,1121,112107,1853,185300,221,288,1,288,221,67,20016
C,20010612,103252,1000297,00004C,0000522,1,13,1301,130121,1677,167705,261,430,1,430,261,169,20016
D,20010612,103252,1000312,00004D,0000522,1,13,1301,130121,1677,167705,261,340,1,340,261,79,20016
A,20010612,102607,1000332,00236A,0000381,1,11,1113,111397,0678,067801,292,380,1,380,292,88,20016
B,20010612,131502,1000361,00274B,0000559,1,11,1105,110511,1624,162401,402,523,1,523,402,121,20016
C,20010612,103252,1000297,00004C,0000322,1,13,1303,130303,0606,060602,213,380,1,380,213,167,20016
D,20010612,103252,1000312,00004D,0000322,1,13,1303,130303,0606,060602,213,409,1,409,213,196,20016
A,20010612,103252,1000329,00004A,0000522,1,13,1301,130121,1677,167705,261,385,1,385,261,124,20016
B,20010612,131502,1000361,00274B,0000166,1,11,1110,111007,0610,061002,367,478,1,478,367,111,20016
C,20010612,103252,1000297,00004C,0000462,1,14,1406,140681,1674,167405,231,381,1,381,231,150,20016
D,20010612,103252,1000312,00004D,0000462,1,14,1406,140681,1674,167405,231,508,1,508,231,277,20016
A,20010612,103252,1000329,00004A,0000382,1,11,1119,111905,1336,133601,282,523,1,523,282,241,20016
B,20010612,131502,1000361,00274B,0000616,1,14,1406,140631,0189,018900,335,436,1,436,335,101,20016
C,20010612,103252,1000297,00004C,0000538,1,14,1401,140197,0255,025502,323,420,1,420,323,97,20016
D,20010612,103252,1000312,00004D,0000382,1,11,1119,111905,1336,133601,282,367,1,367,282,85,20016
A,20010612,103252,1000329,00004A,0000462,1,14,1406,140681,1674,167405,231,360,1,360,231,129,20016
B,20010612,131502,1000361,00274B,0000413,1,11,1104,110403,0353,035306,286,394,1,394,286,108,20016
C,20010612,103252,1000297,00004C,0000587,1,11,1101,110131,0048,004801,212,314,1,314,212,102,20016
D,20010612,103252,1000312,00004D,0000538,1,14,1401,140197,0255,025502,323,420,1,420,323,97,20016
A,20010612,103252,1000329,00004A,0000322,1,13,1303,130303,0606,060602,213,277,1,277,213,64,20016
B,20010612,131502,1000361,00274B,0000354,1,11,1112,111211,0869,086900,188,245,1,245,188,57,20016
C,20010612,103252,1000297,00004C,0000382,1,11,1119,111905,1336,133601,282,367,1,367,282,85,20016
D,20010612,153215,1000313,00066D,0000222,1,14,1403,140307,0080,008001,228,297,1,297,228,69,20016
A,20010612,103252,1000329,00004A,0000587,1,11,1101,110131,0048,004801,212,276,1,276,212,64,20016
B,20010612,131502,1000361,00274B,0000637,1,11,1101,110101,1126,112600,170,221,1,221,170,51,20016
C,20010612,121419,1000299,00080C,0000312,1,14,1404,140407,0614,061400,305,397,5,1985,1525,460,20016
D,20010612,121419,1000314,00080D,0000312,1,14,1404,140407,0614,061400,305,483,5,2415,1525,890,20016
A,20010612,103252,1000329,00004A,0000538,1,14,1401,140197,0255,025502,323,420,1,420,323,97,20016
B,20010612,121419,1000359,00080B,0000405,1,13,1301,130123,1310,131000,408,531,1,531,408,123,20016
C,20010612,121419,1000299,00080C,0000405,1,13,1301,130123,1310,131000,408,623,1,623,408,215,20016
D,20010612,121419,1000314,00080D,0000478,1,11,1101,110125,0807,080700,121,240,5,1200,605,595,20016
A,20010612,121419,1000331,00080A,0000312,1,14,1404,140407,0614,061400,305,397,1,397,305,92,20016
B,20010612,153215,1000358,00066B,0000323,1,14,1406,140697,1714,171400,327,445,6,2670,1962,708,20016
C,20010612,153215,1000298,00066C,0000492,1,11,1197,119797,0501,050100,361,557,1,557,361,196,20016
D,20010612,121419,1000314,00080D,0000383,1,11,1103,110301,1919,191900,404,526,1,526,404,122,20016
A,20010612,121419,1000331,00080A,0000464,1,11,1102,110297,0542,054202,500,782,6,4692,3000,1692,20016
B,20010612,121419,1000359,00080B,0000464,1,11,1102,110297,0542,054202,500,1178,1,1178,500,678,20016
C,20010612,153215,1000298,00066C,0000377,1,11,1105,110511,0302,030201,571,743,1,743,571,172,20016
D,20010612,121419,1000314,00080D,0000477,1,11,1104,110411,1463,146303,575,748,1,748,575,173,20016
A,20010612,121419,1000331,00080A,0000383,1,11,1103,110301,1919,191900,404,526,1,526,404,122,20016
B,20010612,102607,1000360,00236B,0000697,1,11,1105,110509,0566,056608,293,381,1,381,293,88,20016
C,20010612,121419,1000299,00080C,0000478,1,11,1101,110125,0807,080700,121,158,1,158,121,37,20016
D,20010612,121419,1000314,00080D,0000372,1,11,1101,110131,0569,056902,467,729,5,3645,2335,1310,20016
A,20010612,121419,1000331,00080A,0000405,1,13,1301,130123,1310,131000,408,625,1,625,408,217,20016
