shop,date,time,receipt,customer,product,CategoryCode1,CategoryCode2,CategoryCode4,CategoryCode6,manufacturer,brand,unitCost,unitPrice,quantity,amount,costAmount,profit
C,20010420,165934,1000154,00024C,0000339,1,11,1105,110501,1285,128501,430,607,1,607,430,177
C,20010420,165934,1000154,00024C,0000475,1,11,1101,110135,1067,106705,243,316,1,316,243,73
C,20010420,165934,1000154,00024C,0000480,1,13,1301,130131,1492,149206,320,416,1,416,320,96
C,20010421,105125,1000158,00222C,0000323,1,14,1406,140697,1714,171400,327,514,4,2056,1308,748
C,20010421,105125,1000158,00222C,0000400,1,11,1112,111209,1444,144403,252,459,1,459,252,207
C,20010421,105125,1000158,00222C,0000243,1,14,1403,140301,1525,152504,187,244,1,244,187,57
C,20010421,105125,1000158,00222C,0000557,1,13,1301,130125,1921,192103,261,340,1,340,261,79
C,20010421,105125,1000158,00222C,0000310,1,14,1404,140403,1148,114803,298,388,1,388,298,90
C,20010421,105125,1000158,00222C,0000263,1,14,1401,140103,0983,098300,336,437,1,437,336,101
C,20010421,112303,1000156,00113C,0000573,1,13,1301,130127,0779,077901,190,247,5,1235,950,285
C,20010421,112303,1000156,00113C,0000224,1,11,1111,111101,1568,156800,448,802,1,802,448,354
C,20010421,112303,1000156,00113C,0000446,1,11,1115,111503,0931,093101,328,427,6,2562,1968,594
C,20010421,112303,1000156,00113C,0000248,1,13,1301,130137,0340,034000,373,485,1,485,373,112
C,20010421,112303,1000156,00113C,0000605,1,13,1302,130297,0207,020700,531,691,1,691,531,160
C,20010421,112303,1000156,00113C,0000288,1,11,1108,110807,1001,100100,461,600,1,600,461,139
C,20010421,141908,1000157,00144C,0000433,1,14,1497,149797,0227,022700,416,541,3,1623,1248,375
C,20010421,141908,1000157,00144C,0000463,1,14,1402,140211,0108,010800,333,433,1,433,333,100
C,20010421,141908,1000157,00144C,0000548,1,11,1115,111503,1207,120700,305,397,5,1985,1525,460
C,20010421,141908,1000157,00144C,0000415,1,11,1115,111503,1902,190200,357,465,1,465,357,108
C,20010421,141908,1000157,00144C,0000409,1,13,1301,130125,1033,103300,333,508,1,508,333,175
C,20010422,135021,1000159,00121C,0000262,1,11,1110,111011,0013,001302,174,227,1,227,174,53
C,20010422,135021,1000159,00121C,0000428,1,11,1107,110791,0126,012600,215,280,1,280,215,65
C,20010422,135021,1000159,00121C,0000552,1,14,1406,140697,0949,094901,307,400,1,400,307,93
C,20010422,135021,1000159,00121C,0000497,1,11,1119,111997,0482,048203,542,705,5,3525,2710,815
C,20010422,142959,1000160,00231C,0000306,1,13,1301,130135,0536,053604,288,410,1,410,288,122
C,20010422,142959,1000160,00231C,0000398,1,11,1104,110409,1193,119302,471,702,1,702,471,231
C,20010423,113104,1000165,00201C,0000198,1,11,1112,111205,0901,090101,181,236,1,236,181,55
C,20010423,113104,1000165,00201C,0000493,1,11,1113,111305,1755,175504,274,357,1,357,274,83
C,20010423,113104,1000165,00201C,0000277,1,11,1103,110303,1193,119305,225,293,1,293,225,68
C,20010423,113104,1000165,00201C,0000446,1,11,1115,111503,0931,093101,328,427,1,427,328,99
C,20010423,113104,1000165,00201C,0000194,1,11,1121,112111,0321,032101,246,320,5,1600,1230,370
C,20010423,113104,1000165,00201C,0000481,1,11,1103,110301,1896,189601,98,128,1,128,98,30
C,20010423,113104,1000165,00201C,0000299,1,11,1110,111003,0565,056500,222,289,1,289,222,67
C,20010423,160600,1000164,00180C,0000634,1,11,1115,111503,0554,055401,183,238,1,238,183,55
C,20010423,160600,1000164,00180C,0000380,1,11,1121,112105,0109,010905,209,272,5,1360,1045,315
C,20010423,160600,1000164,00180C,0000442,1,11,1101,110197,0266,026600,240,373,1,373,240,133
C,20010423,160600,1000164,00180C,0000484,1,11,1105,110509,1221,122103,180,272,7,1904,1260,644
C,20010423,160600,1000164,00180C,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86
C,20010423,160600,1000164,00180C,0000427,1,11,1105,110503,1032,103200,305,397,1,397,305,92
C,20010423,160600,1000164,00180C,0000514,1,11,1115,111597,0545,054503,103,134,7,938,721,217
C,20010423,160600,1000164,00180C,0000474,1,11,1118,111897,1812,181200,190,247,5,1235,950,285
C,20010423,160600,1000164,00180C,0000499,1,11,1101,110142,1124,112400,213,277,1,277,213,64
C,20010423,160837,1000163,00098C,0000300,1,11,1101,110117,1006,100601,238,310,1,310,238,72
C,20010423,160837,1000163,00098C,0000573,1,13,1301,130127,0779,077901,190,261,1,261,190,71
C,20010423,160837,1000163,00098C,0000342,1,14,1401,140115,0147,014700,332,432,1,432,332,100
C,20010423,160837,1000163,00098C,0000417,1,11,1107,110703,0442,044204,395,514,1,514,395,119
C,20010423,160837,1000163,00098C,0000193,1,13,1301,130139,0026,002605,247,322,5,1610,1235,375
C,20010423,160837,1000163,00098C,0000476,1,11,1111,111111,0405,040502,258,336,1,336,258,78
C,20010423,161855,1000161,00087C,0000225,1,11,1101,110105,0079,007901,111,145,1,145,111,34
C,20010423,161855,1000161,00087C,0000564,1,11,1102,110205,1735,173500,200,260,1,260,200,60
C,20010423,161855,1000161,00087C,0000311,1,11,1116,111603,1776,177601,339,441,1,441,339,102
C,20010423,161855,1000161,00087C,0000429,1,11,1119,111997,1117,111700,295,384,4,1536,1180,356
C,20010423,161855,1000161,00087C,0000217,1,11,1121,112111,0522,052201,313,407,1,407,313,94
C,20010423,184521,1000162,00088C,0000637,1,11,1101,110101,1126,112600,170,221,1,221,170,51
C,20010423,184521,1000162,00088C,0000480,1,13,1301,130131,1492,149206,320,416,1,416,320,96
C,20010423,184521,1000162,00088C,0000282,1,11,1118,111801,0112,011201,153,199,2,398,306,92
C,20010423,184521,1000162,00088C,0000607,1,11,1118,111805,1145,114502,405,527,5,2635,2025,610
C,20010423,184521,1000162,00088C,0000323,1,14,1406,140697,1714,171400,327,514,1,514,327,187
C,20010423,184521,1000162,00088C,0000464,1,11,1102,110297,0542,054202,500,650,1,650,500,150
C,20010423,184521,1000162,00088C,0000186,1,11,1102,110203,1433,143303,251,327,5,1635,1255,380
C,20010423,184521,1000162,00088C,0000504,1,11,1121,112113,0358,035804,297,387,1,387,297,90
C,20010423,184521,1000162,00088C,0000151,1,13,1303,130303,0165,016502,463,602,1,602,463,139
C,20010423,184521,1000162,00088C,0000443,1,13,1301,130121,1886,188600,395,514,1,514,395,119
C,20010423,184521,1000162,00088C,0000328,1,14,1404,140405,1987,198701,191,249,1,249,191,58
C,20010423,184521,1000162,00088C,0000362,1,11,1119,111901,0171,017104,222,289,1,289,222,67
C,20010423,184521,1000162,00088C,0000281,1,14,1403,140305,1501,150100,206,268,6,1608,1236,372
C,20010424,105741,1000166,00041C,0000634,1,11,1115,111503,0554,055401,183,238,5,1190,915,275
C,20010424,105741,1000166,00041C,0000505,1,11,1108,110803,0085,008500,194,253,4,1012,776,236
C,20010424,105741,1000166,00041C,0000396,1,14,1401,140103,1489,148900,404,526,6,3156,2424,732
C,20010424,105741,1000166,00041C,0000428,1,11,1107,110791,0126,012600,215,280,1,280,215,65
C,20010424,105741,1000166,00041C,0000391,1,11,1111,111111,0052,005200,191,265,7,1855,1337,518
C,20010424,115555,1000167,00056C,0000188,1,11,1119,111901,1415,141500,251,327,2,654,502,152
C,20010424,115555,1000167,00056C,0000624,1,11,1101,110115,1820,182004,362,471,5,2355,1810,545
C,20010424,115555,1000167,00056C,0000391,1,11,1111,111111,0052,005200,191,265,2,530,382,148
C,20010424,115555,1000167,00056C,0000194,1,11,1121,112111,0321,032101,246,320,1,320,246,74
C,20010424,115555,1000167,00056C,0000570,1,14,1402,140209,0934,093400,77,133,1,133,77,56
C,20010424,115555,1000167,00056C,0000346,1,13,1301,130129,0518,051802,380,494,6,2964,2280,684
C,20010424,115555,1000167,00056C,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86
C,20010424,115555,1000167,00056C,0000320,1,14,1403,140327,1903,190301,95,124,1,124,95,29
C,20010424,115555,1000167,00056C,0000367,1,11,1106,110697,0048,004803,292,380,1,380,292,88
C,20010425,111922,1000169,00200C,0000694,1,14,1403,140307,0921,092100,282,367,1,367,282,85
C,20010425,111922,1000169,00200C,0000594,1,11,1113,111303,1991,199103,248,323,3,969,744,225
C,20010425,111922,1000169,00200C,0000312,1,14,1404,140407,0614,061400,305,397,1,397,305,92
C,20010425,111922,1000169,00200C,0000526,1,14,1403,140317,1788,178802,346,450,1,450,346,104
C,20010425,111922,1000169,00200C,0000391,1,11,1111,111111,0052,005200,191,307,4,1228,764,464
C,20010425,111922,1000169,00200C,0000560,1,11,1101,110133,1053,105300,373,485,1,485,373,112
C,20010425,111922,1000169,00200C,0000521,1,11,1103,110303,1080,108004,254,331,4,1324,1016,308
C,20010425,111922,1000169,00200C,0000544,1,14,1404,140403,1717,171700,438,570,1,570,438,132
C,20010425,111922,1000169,00200C,0000475,1,11,1101,110135,1067,106705,243,316,1,316,243,73
C,20010425,111922,1000169,00200C,0000452,1,11,1108,110802,0506,050602,235,318,3,954,705,249
C,20010425,204351,1000168,00043C,0000737,1,14,1406,140651,1518,151800,200,260,1,260,200,60
C,20010425,204351,1000168,00043C,0000237,1,11,1101,110111,0295,029502,244,318,1,318,244,74
C,20010425,204351,1000168,00043C,0000401,1,11,1121,112105,1216,121600,265,345,1,345,265,80
C,20010425,204351,1000168,00043C,0000348,1,11,1115,111505,0929,092901,331,617,3,1851,993,858
C,20010425,204351,1000168,00043C,0000622,1,11,1120,112005,0449,044901,230,299,1,299,230,69
C,20010425,204351,1000168,00043C,0000354,1,11,1112,111211,0869,086900,188,245,1,245,188,57
C,20010425,204351,1000168,00043C,0000615,1,14,1403,140309,1941,194101,182,237,5,1185,910,275
C,20010425,204351,1000168,00043C,0000347,1,11,1119,111905,1646,164603,297,387,1,387,297,90
C,20010425,204351,1000168,00043C,0000577,1,11,1115,111511,1880,188002,160,208,1,208,160,48
C,20010425,204351,1000168,00043C,0000263,1,14,1401,140103,0983,098300,336,437,1,437,336,101
C,20010425,204351,1000168,00043C,0000420,1,11,1102,110211,0376,037601,255,391,5,1955,1275,680
C,20010425,204351,1000168,00043C,0000323,1,14,1406,140697,1714,171400,327,514,1,514,327,187
C,20010425,204351,1000168,00043C,0000452,1,11,1108,110802,0506,050602,235,318,6,1908,1410,498
C,20010425,204351,1000168,00043C,0000405,1,13,1301,130123,1310,131000,408,531,1,531,408,123
C,20010425,204351,1000168,00043C,0000436,1,11,1111,111197,0407,040704,331,431,5,2155,1655,500
C,20010426,130927,1000170,00008C,0000349,1,13,1301,130198,1017,101703,247,322,1,322,247,75
C,20010426,145224,1000171,00043C,0000605,1,13,1302,130297,0207,020700,531,691,5,3455,2655,800
C,20010426,145224,1000171,00043C,0000258,1,11,1105,110505,1021,102101,170,221,5,1105,850,255
C,20010426,145224,1000171,00043C,0000454,1,14,1401,140107,1804,180403,199,259,1,259,199,60
C,20010426,145224,1000171,00043C,0000365,1,14,1401,140111,0769,076900,161,210,2,420,322,98
C,20010426,145224,1000171,00043C,0000409,1,13,1301,130125,1033,103300,333,508,1,508,333,175
C,20010426,145224,1000171,00043C,0000195,1,14,1403,140316,0590,059000,362,615,5,3075,1810,1265
C,20010427,130658,1000172,00008C,0000359,1,11,1116,111603,0567,056702,325,423,1,423,325,98
C,20010427,131552,1000173,00118C,0000477,1,11,1104,110411,1463,146303,575,748,1,748,575,173
C,20010427,131552,1000173,00118C,0000458,1,11,1104,110415,1565,156500,393,511,1,511,393,118
C,20010427,131552,1000173,00118C,0000404,1,11,1115,111597,0728,072803,609,1030,5,5150,3045,2105
C,20010427,153435,1000175,00217C,0000281,1,14,1403,140305,1501,150100,206,327,1,327,206,121
C,20010427,153435,1000175,00217C,0000426,1,11,1106,110601,1763,176305,177,268,1,268,177,91
C,20010427,153435,1000175,00217C,0000509,1,13,1301,130125,1301,130103,445,579,2,1158,890,268
C,20010427,153435,1000175,00217C,0000388,1,14,1402,140209,0773,077301,336,437,5,2185,1680,505
C,20010427,153435,1000175,00217C,0000423,1,11,1107,110791,0107,010703,290,377,1,377,290,87
C,20010427,180842,1000174,00121C,0000365,1,14,1401,140111,0769,076900,161,242,5,1210,805,405
C,20010427,180842,1000174,00121C,0000549,1,11,1101,110119,1994,199404,330,429,1,429,330,99
C,20010427,180842,1000174,00121C,0000239,1,11,1104,110497,0781,078100,225,293,6,1758,1350,408
C,20010427,180842,1000174,00121C,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86
C,20010427,180842,1000174,00121C,0000195,1,14,1403,140316,0590,059000,362,615,1,615,362,253
C,20010427,180842,1000174,00121C,0000558,1,13,1301,130198,1839,183902,312,406,1,406,312,94
C,20010427,180842,1000174,00121C,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114
C,20010427,180842,1000174,00121C,0000435,1,11,1101,110129,0522,052203,256,333,1,333,256,77
C,20010427,180842,1000174,00121C,0000472,1,14,1402,140205,1974,197403,267,348,5,1740,1335,405
C,20010427,180842,1000174,00121C,0000462,1,14,1406,140681,1674,167405,231,381,1,381,231,150
C,20010427,180842,1000174,00121C,0000492,1,11,1197,119797,0501,050100,361,470,1,470,361,109
C,20010428,162139,1000176,00139C,0000739,1,11,1113,111305,1339,133901,266,346,1,346,266,80
C,20010428,162139,1000176,00139C,0000259,1,11,1106,110697,0061,006101,263,342,1,342,263,79
C,20010428,162139,1000176,00139C,0000383,1,11,1103,110301,1919,191900,404,526,1,526,404,122
C,20010428,162139,1000176,00139C,0000372,1,11,1101,110131,0569,056902,467,608,6,3648,2802,846
C,20010428,162139,1000176,00139C,0000451,1,11,1110,111015,1548,154802,227,296,7,2072,1589,483
C,20010428,162139,1000176,00139C,0000286,1,11,1104,110415,1057,105702,302,469,5,2345,1510,835
C,20010428,162139,1000176,00139C,0000208,1,11,1112,111203,0777,077700,358,466,1,466,358,108
C,20010430,115836,1000177,00088C,0000244,1,11,1107,110797,1203,120300,272,354,4,1416,1088,328
C,20010430,115836,1000177,00088C,0000292,1,11,1105,110504,1110,111001,283,368,1,368,283,85
C,20010430,134924,1000178,00104C,0000509,1,13,1301,130125,1301,130103,445,579,1,579,445,134
C,20010430,134924,1000178,00104C,0000346,1,13,1301,130129,0518,051802,380,494,1,494,380,114
C,20010430,134924,1000178,00104C,0000524,1,11,1104,110401,0844,084401,418,544,1,544,418,126
C,20010430,134924,1000178,00104C,0000359,1,11,1116,111603,0567,056702,325,423,4,1692,1300,392
C,20010430,134924,1000178,00104C,0000485,1,14,1403,140315,0129,012907,166,216,1,216,166,50
C,20010430,134924,1000178,00104C,0000190,1,14,1403,140316,1092,109202,333,433,1,433,333,100
C,20010430,134924,1000178,00104C,0000508,1,11,1117,111701,0471,047104,344,448,6,2688,2064,624
C,20010430,134924,1000178,00104C,0000276,1,11,1120,112097,0617,061701,142,185,1,185,142,43
C,20010430,134924,1000178,00104C,0000499,1,11,1101,110142,1124,112400,213,277,6,1662,1278,384
C,20010430,134924,1000178,00104C,0000441,1,11,1110,111007,0713,071300,296,385,1,385,296,89
C,20010430,134924,1000178,00104C,0000448,1,11,1120,112005,1298,129803,313,407,1,407,313,94
C,20010430,134924,1000178,00104C,0000456,1,11,1116,111697,1649,164901,447,582,5,2910,2235,675
C,20010430,155728,1000180,00181C,0000335,1,11,1101,110103,0485,048500,109,142,1,142,109,33
C,20010430,155728,1000180,00181C,0000412,1,13,1301,130129,0416,041600,336,437,1,437,336,101
C,20010430,155728,1000180,00181C,0000124,1,11,1105,110597,0786,078602,362,471,1,471,362,109
C,20010430,155728,1000180,00181C,0000259,1,11,1106,110697,0061,006101,263,342,1,342,263,79
C,20010430,155728,1000180,00181C,0000206,1,11,1113,111301,0802,080203,334,435,1,435,334,101
C,20010430,155728,1000180,00181C,0000255,1,14,1406,140621,1894,189400,256,435,5,2175,1280,895
C,20010430,181853,1000179,00110C,0000609,1,14,1401,140107,1818,181803,232,373,4,1492,928,564
C,20010430,181853,1000179,00110C,0000315,1,14,1402,140205,0405,040501,290,441,1,441,290,151
C,20010430,181853,1000179,00110C,0000418,1,11,1105,110501,1844,184400,197,257,1,257,197,60
C,20010430,181853,1000179,00110C,0000297,1,11,1112,111211,0192,019200,426,554,5,2770,2130,640
C,20010430,181853,1000179,00110C,0000492,1,11,1197,119797,0501,050100,361,557,1,557,361,196
C,20010430,181853,1000179,00110C,0000457,1,11,1110,111007,1319,131902,174,227,1,227,174,53
C,20010430,181853,1000179,00110C,0000581,1,13,1303,130301,0586,058602,281,366,1,366,281,85
C,20010430,181853,1000179,00110C,0000393,1,11,1105,110517,1889,188901,410,533,1,533,410,123
C,20010430,181853,1000179,00110C,0000508,1,11,1117,111701,0471,047104,344,448,1,448,344,104
C,20010430,181853,1000179,00110C,0000374,1,11,1117,111701,0151,015100,329,501,1,501,329,172
C,20010501,124448,1000181,00012C,0000637,1,11,1101,110101,1126,112600,170,221,1,221,170,51
C,20010501,124448,1000181,00012C,0000349,1,13,1301,130198,1017,101703,247,322,5,1610,1235,375
C,20010501,124448,1000181,00012C,0000525,1,11,1101,110105,0956,095603,140,182,1,182,140,42
C,20010501,124448,1000181,00012C,0000204,1,14,1403,140325,1196,119601,344,448,5,2240,1720,520
C,20010501,124448,1000181,00012C,0000389,1,13,1302,130297,0712,071201,379,493,5,2465,1895,570
C,20010501,124448,1000181,00012C,0000219,1,13,1304,130403,1537,153702,378,492,1,492,378,114
C,20010501,124448,1000181,00012C,0000532,1,13,1301,130121,1482,148204,202,263,1,263,202,61
C,20010501,135828,1000182,00103C,0000271,1,14,1406,140697,1799,179903,340,442,1,442,340,102
C,20010501,135828,1000182,00103C,0000433,1,14,1497,149797,0227,022700,416,541,1,541,416,125
C,20010501,135828,1000182,00103C,0000362,1,11,1119,111901,0171,017104,222,289,1,289,222,67
C,20010501,135828,1000182,00103C,0000165,1,14,1401,140113,0779,077905,349,454,1,454,349,105
C,20010501,155117,1000183,00146C,0000562,1,11,1101,110142,1440,144003,415,540,1,540,415,125
C,20010501,155117,1000183,00146C,0000357,1,11,1105,110505,0013,001300,500,650,1,650,500,150
C,20010501,155117,1000183,00146C,0000411,1,14,1406,140681,1053,105301,383,784,1,784,383,401
C,20010501,155117,1000183,00146C,0000227,1,11,1115,111509,0752,075203,274,357,1,357,274,83
C,20010501,155117,1000183,00146C,0000501,1,11,1108,110802,0876,087602,333,433,4,1732,1332,400
C,20010501,155117,1000183,00146C,0000324,1,11,1120,112005,1854,185406,286,372,5,1860,1430,430
C,20010501,155117,1000183,00146C,0000534,1,11,1104,110415,1226,122600,374,487,1,487,374,113
C,20010501,155117,1000183,00146C,0000352,1,11,1101,110125,1322,132200,345,638,1,638,345,293
C,20010501,155117,1000183,00146C,0000262,1,11,1110,111011,0013,001302,174,227,1,227,174,53
C,20010501,193056,1000184,00222C,0000415,1,11,1115,111503,1902,190200,357,465,1,465,357,108
C,20010501,193056,1000184,00222C,0000249,1,11,1103,110397,0393,039303,412,536,1,536,412,124
C,20010501,193056,1000184,00222C,0000483,1,14,1403,140305,0369,036900,257,335,5,1675,1285,390
C,20010501,193056,1000184,00222C,0000351,1,11,1113,111397,0745,074501,227,296,1,296,227,69
C,20010501,193056,1000184,00222C,0000416,1,11,1107,110721,0023,002300,299,389,1,389,299,90
C,20010501,193056,1000184,00222C,0000411,1,14,1406,140681,1053,105301,383,784,1,784,383,401
C,20010501,193056,1000184,00222C,0000384,1,14,1402,140205,0556,055600,286,372,6,2232,1716,516
C,20010501,193056,1000184,00222C,0000587,1,11,1101,110131,0048,004801,212,276,1,276,212,64
C,20010501,193056,1000184,00222C,0000577,1,11,1115,111511,1880,188002,160,208,1,208,160,48
C,20010501,193056,1000184,00222C,0000483,1,14,1403,140305,0369,036900,257,335,1,335,257,78
C,20010501,193056,1000184,00222C,0000413,1,11,1104,110403,0353,035306,286,372,1,372,286,86
C,20010501,193056,1000184,00222C,0000402,1,11,1101,110135,1198,119800,310,403,5,2015,1550,465
C,20010502,093451,1000186,00094C,0000643,1,11,1101,110123,1492,149202,213,277,1,277,213,64
C,20010502,093451,1000186,00094C,0000367,1,11,1106,110697,0048,004803,292,380,5,1900,1460,440
C,20010502,093451,1000186,00094C,0000273,1,11,1113,111301,1850,185002,134,175,2,350,268,82
C,20010502,093451,1000186,00094C,0000362,1,11,1119,111901,0171,017104,222,338,1,338,222,116
C,20010502,093451,1000186,00094C,0000312,1,14,1404,140407,0614,061400,305,397,1,397,305,92
C,20010502,104913,1000189,00164C,0000543,1,14,1404,140403,0939,093900,274,357,1,357,274,83
C,20010502,104913,1000189,00164C,0000633,1,11,1121,112105,0742,074201,145,189,1,189,145,44
C,20010502,104913,1000189,00164C,0000358,1,11,1104,110403,0344,034403,272,504,1,504,272,232
C,20010502,104913,1000189,00164C,0000504,1,11,1121,112113,0358,035804,297,387,1,387,297,90
C,20010502,112508,1000187,00102C,0000209,1,11,1197,119705,0147,014701,292,380,1,380,292,88
C,20010502,112508,1000187,00102C,0000511,1,11,1110,111097,1883,188302,311,405,1,405,311,94
C,20010502,112508,1000187,00102C,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114
C,20010502,112508,1000187,00102C,0000612,1,11,1101,110149,0456,045602,375,488,1,488,375,113
C,20010502,112508,1000187,00102C,0000549,1,11,1101,110119,1994,199404,330,429,1,429,330,99
C,20010502,112508,1000187,00102C,0000436,1,11,1111,111197,0407,040704,331,431,1,431,331,100
C,20010502,151447,1000188,00110C,0000270,1,11,1115,111507,0605,060502,238,379,1,379,238,141
C,20010502,151447,1000188,00110C,0000457,1,11,1110,111007,1319,131902,174,227,1,227,174,53
C,20010502,151447,1000188,00110C,0000305,1,11,1101,110129,1765,176502,185,241,1,241,185,56
C,20010502,151447,1000188,00110C,0000432,1,11,1105,110509,1258,125804,331,431,1,431,331,100
C,20010502,151447,1000188,00110C,0000247,1,11,1119,111909,1273,127302,335,436,1,436,335,101
C,20010502,192406,1000185,00012C,0000408,1,11,1112,111201,0690,069004,410,727,5,3635,2050,1585
C,20010502,192406,1000185,00012C,0000337,1,11,1101,110105,1021,102100,179,233,1,233,179,54
C,20010502,192406,1000185,00012C,0000602,1,11,1113,111301,1772,177202,419,545,1,545,419,126
C,20010502,192406,1000185,00012C,0000315,1,14,1402,140205,0405,040501,290,519,1,519,290,229
C,20010502,192406,1000185,00012C,0000506,1,13,1301,130129,0854,085400,246,384,1,384,246,138
C,20010502,192406,1000185,00012C,0000173,1,11,1115,111501,1466,146600,132,172,1,172,132,40
C,20010502,192406,1000185,00012C,0000438,1,14,1403,140309,1100,110001,208,329,1,329,208,121
C,20010502,192406,1000185,00012C,0000348,1,11,1115,111505,0929,092901,331,617,1,617,331,286
C,20010502,192406,1000185,00012C,0000479,1,13,1301,130127,1293,129301,188,245,1,245,188,57
C,20010502,192406,1000185,00012C,0000252,1,14,1404,140401,0153,015302,238,310,1,310,238,72
C,20010503,131248,1000190,00224C,0000261,1,11,1111,111113,1771,177104,274,357,1,357,274,83
C,20010503,131248,1000190,00224C,0000219,1,13,1304,130403,1537,153702,378,492,1,492,378,114
C,20010504,160137,1000191,00014C,0000747,1,11,1115,111501,1509,150903,483,628,1,628,483,145
C,20010504,160137,1000191,00014C,0000470,1,11,1119,111909,0062,006201,274,420,1,420,274,146
C,20010504,160137,1000191,00014C,0000357,1,11,1105,110505,0013,001300,500,650,5,3250,2500,750
C,20010504,160137,1000191,00014C,0000629,1,11,1107,110703,1409,140900,278,362,6,2172,1668,504
C,20010504,160137,1000191,00014C,0000452,1,11,1108,110802,0506,050602,235,441,1,441,235,206
C,20010504,160137,1000191,00014C,0000271,1,14,1406,140697,1799,179903,340,442,1,442,340,102
C,20010504,160137,1000191,00014C,0000436,1,11,1111,111197,0407,040704,331,431,5,2155,1655,500
C,20010504,160137,1000191,00014C,0000270,1,11,1115,111507,0605,060502,238,379,1,379,238,141
C,20010504,160137,1000191,00014C,0000399,1,11,1113,111307,0939,093902,198,258,1,258,198,60
C,20010504,160137,1000191,00014C,0000378,1,13,1301,130139,0386,038605,222,289,1,289,222,67
C,20010504,160137,1000191,00014C,0000404,1,11,1115,111597,0728,072803,609,1030,1,1030,609,421
C,20010504,160137,1000191,00014C,0000392,1,14,1401,140107,1376,137605,254,331,1,331,254,77
C,20010504,170512,1000192,00118C,0000326,1,11,1106,110601,1340,134000,416,541,1,541,416,125
C,20010504,170512,1000192,00118C,0000403,1,11,1120,112097,0465,046500,203,264,6,1584,1218,366
C,20010504,170512,1000192,00118C,0000322,1,13,1303,130303,0606,060602,213,277,1,277,213,64
C,20010504,170512,1000192,00118C,0000591,1,11,1111,111107,1471,147100,175,228,5,1140,875,265
C,20010504,170512,1000192,00118C,0000177,1,11,1120,112003,0290,029000,323,420,1,420,323,97
C,20010504,170512,1000192,00118C,0000582,1,11,1101,110133,0870,087000,421,548,1,548,421,127
C,20010504,170512,1000192,00118C,0000182,1,11,1121,112113,0019,001902,381,496,1,496,381,115
C,20010504,170512,1000192,00118C,0000545,1,11,1121,112111,0729,072900,199,306,2,612,398,214
C,20010504,170512,1000192,00118C,0000374,1,11,1117,111701,0151,015100,329,501,1,501,329,172
C,20010505,112558,1000194,00034C,0000371,1,11,1120,112005,0438,043802,400,672,7,4704,2800,1904
C,20010505,112558,1000194,00034C,0000469,1,11,1113,111303,1417,141703,201,321,1,321,201,120
C,20010505,112558,1000194,00034C,0000318,1,13,1304,130497,1248,124805,231,301,1,301,231,70
C,20010505,112558,1000194,00034C,0000391,1,11,1111,111111,0052,005200,191,307,1,307,191,116
C,20010505,112558,1000194,00034C,0000241,1,11,1111,111101,1715,171502,273,355,1,355,273,82
C,20010505,112558,1000194,00034C,0000458,1,11,1104,110415,1565,156500,393,511,5,2555,1965,590
C,20010505,112558,1000194,00034C,0000139,1,12,1201,120197,0316,031601,267,348,1,348,267,81
C,20010505,112558,1000194,00034C,0000336,1,11,1111,111101,1496,149602,393,511,1,511,393,118
C,20010505,112558,1000194,00034C,0000367,1,11,1106,110697,0048,004803,292,380,1,380,292,88
C,20010505,112558,1000194,00034C,0000117,1,14,1406,140691,0714,071401,197,257,1,257,197,60
C,20010505,131231,1000196,00214C,0000219,1,13,1304,130403,1537,153702,378,492,5,2460,1890,570
C,20010505,131231,1000196,00214C,0000300,1,11,1101,110117,1006,100601,238,310,7,2170,1666,504
C,20010505,131231,1000196,00214C,0000322,1,13,1303,130303,0606,060602,213,380,4,1520,852,668
C,20010505,131231,1000196,00214C,0000266,1,11,1104,110407,1862,186200,334,435,1,435,334,101
C,20010505,150329,1000193,00008C,0000640,1,11,1110,111009,1913,191300,278,362,1,362,278,84
C,20010505,150329,1000193,00008C,0000392,1,14,1401,140107,1376,137605,254,331,5,1655,1270,385
C,20010505,150329,1000193,00008C,0000318,1,13,1304,130497,1248,124805,231,301,1,301,231,70
C,20010505,150329,1000193,00008C,0000697,1,11,1105,110509,0566,056608,293,381,4,1524,1172,352
C,20010505,192946,1000195,00094C,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114
C,20010505,192946,1000195,00094C,0000302,1,11,1108,110801,0136,013601,251,455,1,455,251,204
C,20010505,192946,1000195,00094C,0000458,1,11,1104,110415,1565,156500,393,511,1,511,393,118
C,20010505,192946,1000195,00094C,0000294,1,14,1406,140681,0694,069401,236,307,1,307,236,71
C,20010505,192946,1000195,00094C,0000420,1,11,1102,110211,0376,037601,255,502,1,502,255,247
C,20010505,192946,1000195,00094C,0000345,1,11,1121,112105,0188,018800,343,446,1,446,343,103
C,20010505,192946,1000195,00094C,0000375,1,11,1121,112107,1853,185300,221,288,1,288,221,67
C,20010505,192946,1000195,00094C,0000248,1,13,1301,130137,0340,034000,373,485,1,485,373,112
C,20010505,192946,1000195,00094C,0000545,1,11,1121,112111,0729,072900,199,306,1,306,199,107
