shop,date,time,receipt,customer,product,CategoryCode1,CategoryCode2,CategoryCode4,CategoryCode6,manufacturer,brand,unitCost,unitPrice,quantity,amount,costAmount,profit
A,20010418,135709,1000173,00244A,0000269,1,11,1102,110205,1566,156600,292,380,1,380,292,88
A,20010418,135709,1000173,00244A,0000352,1,11,1101,110125,1322,132200,345,449,5,2245,1725,520
A,20010418,164204,1000170,00164A,0000455,1,14,1406,140681,0361,036103,376,489,6,2934,2256,678
A,20010418,164204,1000170,00164A,0000392,1,14,1401,140107,1376,137605,254,331,7,2317,1778,539
A,20010418,164204,1000170,00164A,0000680,1,11,1106,110605,0155,015503,260,338,1,338,260,78
A,20010418,164204,1000170,00164A,0000395,1,11,1118,111807,1556,155601,293,381,1,381,293,88
A,20010418,164204,1000170,00164A,0000473,1,13,1303,130301,0025,002501,306,398,1,398,306,92
A,20010418,164204,1000170,00164A,0000431,1,11,1101,110129,1705,170502,207,270,1,270,207,63
A,20010418,190640,1000171,00220A,0000361,1,11,1121,112105,0799,079901,339,441,1,441,339,102
A,20010418,190640,1000171,00220A,0000455,1,14,1406,140681,0361,036103,376,489,2,978,752,226
A,20010418,190640,1000171,00220A,0000338,1,14,1401,140105,1875,187504,331,431,1,431,331,100
A,20010418,190640,1000171,00220A,0000624,1,11,1101,110115,1820,182004,362,471,2,942,724,218
A,20010418,190640,1000171,00220A,0000340,1,14,1403,140317,0302,030202,318,414,1,414,318,96
A,20010418,190640,1000171,00220A,0000563,1,11,1121,112113,0367,036703,132,172,1,172,132,40
A,20010418,190640,1000171,00220A,0000304,1,11,1107,110707,1487,148704,343,1334,7,9338,2401,6937
A,20010418,190640,1000171,00220A,0000632,1,14,1406,140663,1414,141405,201,262,1,262,201,61
A,20010418,190640,1000171,00220A,0000305,1,11,1101,110129,1765,176502,185,241,1,241,185,56
A,20010418,190640,1000171,00220A,0000553,1,14,1403,140307,0617,061702,249,411,1,411,249,162
A,20010418,190640,1000171,00220A,0000310,1,14,1404,140403,1148,114803,298,388,1,388,298,90
A,20010418,190640,1000171,00220A,0000452,1,11,1108,110802,0506,050602,235,384,4,1536,940,596
A,20010418,190640,1000171,00220A,0000321,1,13,1301,130129,0971,097100,214,279,1,279,214,65
A,20010419,171417,1000174,00235A,0000449,1,14,1406,140631,1215,121503,322,419,1,419,322,97
A,20010419,171417,1000174,00235A,0000351,1,11,1113,111397,0745,074501,227,296,5,1480,1135,345
A,20010419,171417,1000174,00235A,0000443,1,13,1301,130121,1886,188600,395,514,1,514,395,119
A,20010419,171417,1000174,00235A,0000332,1,11,1107,110721,0550,055003,354,461,1,461,354,107
A,20010419,171417,1000174,00235A,0000491,1,13,1304,130497,0578,057800,377,631,1,631,377,254
A,20010419,171417,1000174,00235A,0000197,1,14,1402,140201,1515,151500,360,468,1,468,360,108
A,20010419,171417,1000174,00235A,0000323,1,14,1406,140697,1714,171400,327,525,3,1575,981,594
A,20010419,171417,1000174,00235A,0000394,1,11,1107,110707,0227,022704,357,465,1,465,357,108
A,20010420,110026,1000176,00195A,0000468,1,11,1101,110133,0319,031904,393,717,4,2868,1572,1296
A,20010420,110026,1000176,00195A,0000392,1,14,1401,140107,1376,137605,254,331,4,1324,1016,308
A,20010420,110026,1000176,00195A,0000525,1,11,1101,110105,0956,095603,140,182,1,182,140,42
A,20010420,110026,1000176,00195A,0000311,1,11,1116,111603,1776,177601,339,441,1,441,339,102
A,20010420,110026,1000176,00195A,0000424,1,11,1111,111113,1484,148401,226,294,3,882,678,204
A,20010420,110026,1000176,00195A,0000212,1,14,1406,140663,1043,104301,514,825,1,825,514,311
A,20010420,110026,1000176,00195A,0000481,1,11,1103,110301,1896,189601,98,128,1,128,98,30
A,20010420,112702,1000177,00273A,0000791,1,11,1107,110791,0796,079600,452,588,1,588,452,136
A,20010420,112702,1000177,00273A,0000164,1,11,1101,110141,0928,092801,150,195,6,1170,900,270
A,20010420,112702,1000177,00273A,0000443,1,13,1301,130121,1886,188600,395,608,1,608,395,213
A,20010420,112702,1000177,00273A,0000601,1,11,1111,111107,0220,022000,328,550,1,550,328,222
A,20010420,112702,1000177,00273A,0000459,1,11,1115,111509,1669,166901,358,466,1,466,358,108
A,20010420,112702,1000177,00273A,0000542,1,13,1301,130139,1893,189300,343,544,1,544,343,201
A,20010420,165934,1000175,00024A,0000222,1,14,1403,140307,0080,008001,228,297,1,297,228,69
A,20010420,165934,1000175,00024A,0000406,1,11,1106,110603,1789,178902,485,631,1,631,485,146
A,20010420,165934,1000175,00024A,0000044,1,11,1121,112197,0013,001301,276,359,7,2513,1932,581
A,20010420,165934,1000175,00024A,0000475,1,11,1101,110135,1067,106705,243,316,1,316,243,73
A,20010420,165934,1000175,00024A,0000339,1,11,1105,110501,1285,128501,430,559,1,559,430,129
A,20010420,165934,1000175,00024A,0000491,1,13,1304,130497,0578,057800,377,631,1,631,377,254
A,20010420,165934,1000175,00024A,0000480,1,13,1301,130131,1492,149206,320,416,1,416,320,96
A,20010421,105125,1000180,00222A,0000263,1,14,1401,140103,0983,098300,336,437,4,1748,1344,404
A,20010421,105125,1000180,00222A,0000557,1,13,1301,130125,1921,192103,261,340,1,340,261,79
A,20010421,105125,1000180,00222A,0000310,1,14,1404,140403,1148,114803,298,388,1,388,298,90
A,20010421,105125,1000180,00222A,0000323,1,14,1406,140697,1714,171400,327,525,1,525,327,198
A,20010421,105125,1000180,00222A,0000400,1,11,1112,111209,1444,144403,252,328,1,328,252,76
A,20010421,105125,1000180,00222A,0000243,1,14,1403,140301,1525,152504,187,244,1,244,187,57
A,20010421,112303,1000178,00113A,0000446,1,11,1115,111503,0931,093101,328,427,1,427,328,99
A,20010421,112303,1000178,00113A,0000288,1,11,1108,110807,1001,100100,461,600,1,600,461,139
A,20010421,112303,1000178,00113A,0000573,1,13,1301,130127,0779,077901,190,247,1,247,190,57
A,20010421,112303,1000178,00113A,0000248,1,13,1301,130137,0340,034000,373,485,6,2910,2238,672
A,20010421,112303,1000178,00113A,0000605,1,13,1302,130297,0207,020700,531,691,1,691,531,160
A,20010421,112303,1000178,00113A,0000224,1,11,1111,111101,1568,156800,448,583,1,583,448,135
A,20010421,141908,1000179,00144A,0000415,1,11,1115,111503,1902,190200,357,465,5,2325,1785,540
A,20010421,141908,1000179,00144A,0000548,1,11,1115,111503,1207,120700,305,602,1,602,305,297
A,20010421,141908,1000179,00144A,0000409,1,13,1301,130125,1033,103300,333,433,1,433,333,100
A,20010421,141908,1000179,00144A,0000463,1,14,1402,140211,0108,010800,333,596,1,596,333,263
A,20010421,141908,1000179,00144A,0000433,1,14,1497,149797,0227,022700,416,541,5,2705,2080,625
A,20010422,135021,1000181,00121A,0000262,1,11,1110,111011,0013,001302,174,227,5,1135,870,265
A,20010422,135021,1000181,00121A,0000552,1,14,1406,140697,0949,094901,307,400,1,400,307,93
A,20010422,135021,1000181,00121A,0000497,1,11,1119,111997,0482,048203,542,705,1,705,542,163
A,20010422,135021,1000181,00121A,0000428,1,11,1107,110791,0126,012600,215,280,3,840,645,195
A,20010422,142959,1000182,00231A,0000306,1,13,1301,130135,0536,053604,288,375,5,1875,1440,435
A,20010422,142959,1000182,00231A,0000398,1,11,1104,110409,1193,119302,471,613,4,2452,1884,568
A,20010423,113104,1000187,00201A,0000481,1,11,1103,110301,1896,189601,98,128,5,640,490,150
A,20010423,113104,1000187,00201A,0000198,1,11,1112,111205,0901,090101,181,236,5,1180,905,275
A,20010423,113104,1000187,00201A,0000446,1,11,1115,111503,0931,093101,328,427,1,427,328,99
A,20010423,113104,1000187,00201A,0000277,1,11,1103,110303,1193,119305,225,293,1,293,225,68
A,20010423,113104,1000187,00201A,0000493,1,11,1113,111305,1755,175504,274,512,6,3072,1644,1428
A,20010423,113104,1000187,00201A,0000194,1,11,1121,112111,0321,032101,246,320,1,320,246,74
A,20010423,113104,1000187,00201A,0000299,1,11,1110,111003,0565,056500,222,289,1,289,222,67
A,20010423,160600,1000186,00180A,0000474,1,11,1118,111897,1812,181200,190,247,1,247,190,57
A,20010423,160600,1000186,00180A,0000380,1,11,1121,112105,0109,010905,209,272,1,272,209,63
A,20010423,160600,1000186,00180A,0000499,1,11,1101,110142,1124,112400,213,277,1,277,213,64
A,20010423,160600,1000186,00180A,0000427,1,11,1105,110503,1032,103200,305,397,4,1588,1220,368
A,20010423,160600,1000186,00180A,0000442,1,11,1101,110197,0266,026600,240,607,1,607,240,367
A,20010423,160600,1000186,00180A,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86
A,20010423,160600,1000186,00180A,0000484,1,11,1105,110509,1221,122103,180,452,1,452,180,272
A,20010423,160600,1000186,00180A,0000514,1,11,1115,111597,0545,054503,103,134,1,134,103,31
A,20010423,160600,1000186,00180A,0000634,1,11,1115,111503,0554,055401,183,238,1,238,183,55
A,20010423,160837,1000185,00098A,0000300,1,11,1101,110117,1006,100601,238,310,1,310,238,72
A,20010423,160837,1000185,00098A,0000573,1,13,1301,130127,0779,077901,190,247,1,247,190,57
A,20010423,160837,1000185,00098A,0000193,1,13,1301,130139,0026,002605,247,322,4,1288,988,300
A,20010423,160837,1000185,00098A,0000476,1,11,1111,111111,0405,040502,258,336,6,2016,1548,468
A,20010423,160837,1000185,00098A,0000342,1,14,1401,140115,0147,014700,332,432,1,432,332,100
A,20010423,160837,1000185,00098A,0000417,1,11,1107,110703,0442,044204,395,667,1,667,395,272
A,20010423,161855,1000183,00087A,0000311,1,11,1116,111603,1776,177601,339,441,1,441,339,102
A,20010423,161855,1000183,00087A,0000564,1,11,1102,110205,1735,173500,200,260,1,260,200,60
A,20010423,161855,1000183,00087A,0000217,1,11,1121,112111,0522,052201,313,407,1,407,313,94
A,20010423,161855,1000183,00087A,0000429,1,11,1119,111997,1117,111700,295,384,1,384,295,89
A,20010423,161855,1000183,00087A,0000225,1,11,1101,110105,0079,007901,111,145,1,145,111,34
A,20010423,184521,1000184,00088A,0000504,1,11,1121,112113,0358,035804,297,387,1,387,297,90
A,20010423,184521,1000184,00088A,0000282,1,11,1118,111801,0112,011201,153,199,1,199,153,46
A,20010423,184521,1000184,00088A,0000607,1,11,1118,111805,1145,114502,405,527,1,527,405,122
A,20010423,184521,1000184,00088A,0000328,1,14,1404,140405,1987,198701,191,314,3,942,573,369
A,20010423,184521,1000184,00088A,0000637,1,11,1101,110101,1126,112600,170,221,1,221,170,51
A,20010423,184521,1000184,00088A,0000281,1,14,1403,140305,1501,150100,206,268,1,268,206,62
A,20010423,184521,1000184,00088A,0000443,1,13,1301,130121,1886,188600,395,608,1,608,395,213
A,20010423,184521,1000184,00088A,0000362,1,11,1119,111901,0171,017104,222,391,1,391,222,169
A,20010423,184521,1000184,00088A,0000480,1,13,1301,130131,1492,149206,320,501,1,501,320,181
A,20010423,184521,1000184,00088A,0000151,1,13,1303,130303,0165,016502,463,602,1,602,463,139
A,20010423,184521,1000184,00088A,0000464,1,11,1102,110297,0542,054202,500,782,1,782,500,282
A,20010423,184521,1000184,00088A,0000186,1,11,1102,110203,1433,143303,251,327,1,327,251,76
A,20010423,184521,1000184,00088A,0000323,1,14,1406,140697,1714,171400,327,525,5,2625,1635,990
A,20010424,105741,1000188,00041A,0000428,1,11,1107,110791,0126,012600,215,280,4,1120,860,260
A,20010424,105741,1000188,00041A,0000391,1,11,1111,111111,0052,005200,191,281,1,281,191,90
A,20010424,105741,1000188,00041A,0000505,1,11,1108,110803,0085,008500,194,253,1,253,194,59
A,20010424,105741,1000188,00041A,0000396,1,14,1401,140103,1489,148900,404,526,2,1052,808,244
A,20010424,105741,1000188,00041A,0000634,1,11,1115,111503,0554,055401,183,238,1,238,183,55
A,20010424,115555,1000189,00056A,0000346,1,13,1301,130129,0518,051802,380,494,1,494,380,114
A,20010424,115555,1000189,00056A,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86
A,20010424,115555,1000189,00056A,0000391,1,11,1111,111111,0052,005200,191,281,1,281,191,90
A,20010424,115555,1000189,00056A,0000570,1,14,1402,140209,0934,093400,77,101,1,101,77,24
A,20010424,115555,1000189,00056A,0000194,1,11,1121,112111,0321,032101,246,320,1,320,246,74
A,20010424,115555,1000189,00056A,0000624,1,11,1101,110115,1820,182004,362,471,1,471,362,109
A,20010424,115555,1000189,00056A,0000320,1,14,1403,140327,1903,190301,95,124,1,124,95,29
A,20010424,115555,1000189,00056A,0000188,1,11,1119,111901,1415,141500,251,327,1,327,251,76
A,20010424,115555,1000189,00056A,0000367,1,11,1106,110697,0048,004803,292,380,1,380,292,88
A,20010425,111922,1000191,00200A,0000560,1,11,1101,110133,1053,105300,373,485,1,485,373,112
A,20010425,111922,1000191,00200A,0000312,1,14,1404,140407,0614,061400,305,397,1,397,305,92
A,20010425,111922,1000191,00200A,0000452,1,11,1108,110802,0506,050602,235,384,1,384,235,149
A,20010425,111922,1000191,00200A,0000391,1,11,1111,111111,0052,005200,191,281,1,281,191,90
A,20010425,111922,1000191,00200A,0000594,1,11,1113,111303,1991,199103,248,323,1,323,248,75
A,20010425,111922,1000191,00200A,0000526,1,14,1403,140317,1788,178802,346,450,3,1350,1038,312
A,20010425,111922,1000191,00200A,0000694,1,14,1403,140307,0921,092100,282,367,1,367,282,85
A,20010425,111922,1000191,00200A,0000475,1,11,1101,110135,1067,106705,243,316,1,316,243,73
A,20010425,111922,1000191,00200A,0000521,1,11,1103,110303,1080,108004,254,331,4,1324,1016,308
A,20010425,111922,1000191,00200A,0000544,1,14,1404,140403,1717,171700,438,570,6,3420,2628,792
A,20010425,204351,1000190,00043A,0000737,1,14,1406,140651,1518,151800,200,260,1,260,200,60
A,20010425,204351,1000190,00043A,0000401,1,11,1121,112105,1216,121600,265,345,5,1725,1325,400
A,20010425,204351,1000190,00043A,0000436,1,11,1111,111197,0407,040704,331,431,5,2155,1655,500
A,20010425,204351,1000190,00043A,0000263,1,14,1401,140103,0983,098300,336,437,1,437,336,101
A,20010425,204351,1000190,00043A,0000622,1,11,1120,112005,0449,044901,230,299,6,1794,1380,414
A,20010425,204351,1000190,00043A,0000354,1,11,1112,111211,0869,086900,188,313,1,313,188,125
A,20010425,204351,1000190,00043A,0000577,1,11,1115,111511,1880,188002,160,241,3,723,480,243
A,20010425,204351,1000190,00043A,0000348,1,11,1115,111505,0929,092901,331,431,1,431,331,100
A,20010425,204351,1000190,00043A,0000405,1,13,1301,130123,1310,131000,408,625,1,625,408,217
A,20010425,204351,1000190,00043A,0000347,1,11,1119,111905,1646,164603,297,387,1,387,297,90
A,20010425,204351,1000190,00043A,0000615,1,14,1403,140309,1941,194101,182,298,5,1490,910,580
A,20010425,204351,1000190,00043A,0000323,1,14,1406,140697,1714,171400,327,525,1,525,327,198
A,20010425,204351,1000190,00043A,0000420,1,11,1102,110211,0376,037601,255,332,6,1992,1530,462
A,20010425,204351,1000190,00043A,0000237,1,11,1101,110111,0295,029502,244,318,1,318,244,74
A,20010425,204351,1000190,00043A,0000452,1,11,1108,110802,0506,050602,235,384,1,384,235,149
A,20010426,130927,1000192,00008A,0000349,1,13,1301,130198,1017,101703,247,322,6,1932,1482,450
A,20010426,145224,1000193,00043A,0000409,1,13,1301,130125,1033,103300,333,433,1,433,333,100
A,20010426,145224,1000193,00043A,0000195,1,14,1403,140316,0590,059000,362,471,1,471,362,109
A,20010426,145224,1000193,00043A,0000454,1,14,1401,140107,1804,180403,199,259,1,259,199,60
A,20010426,145224,1000193,00043A,0000258,1,11,1105,110505,1021,102101,170,221,5,1105,850,255
A,20010426,145224,1000193,00043A,0000605,1,13,1302,130297,0207,020700,531,691,1,691,531,160
A,20010426,145224,1000193,00043A,0000365,1,14,1401,140111,0769,076900,161,210,1,210,161,49
A,20010427,130658,1000194,00008A,0000359,1,11,1116,111603,0567,056702,325,539,5,2695,1625,1070
A,20010427,131552,1000195,00118A,0000477,1,11,1104,110411,1463,146303,575,1006,1,1006,575,431
A,20010427,131552,1000195,00118A,0000458,1,11,1104,110415,1565,156500,393,511,1,511,393,118
A,20010427,131552,1000195,00118A,0000404,1,11,1115,111597,0728,072803,609,1590,1,1590,609,981
A,20010427,140605,1000198,00267A,0000279,1,11,1121,112107,1886,188601,122,159,4,636,488,148
A,20010427,140605,1000198,00267A,0000573,1,13,1301,130127,0779,077901,190,247,1,247,190,57
A,20010427,140605,1000198,00267A,0000349,1,13,1301,130198,1017,101703,247,322,1,322,247,75
A,20010427,140605,1000198,00267A,0000485,1,14,1403,140315,0129,012907,166,216,1,216,166,50
A,20010427,153435,1000197,00217A,0000281,1,14,1403,140305,1501,150100,206,268,1,268,206,62
A,20010427,153435,1000197,00217A,0000509,1,13,1301,130125,1301,130103,445,579,5,2895,2225,670
A,20010427,153435,1000197,00217A,0000388,1,14,1402,140209,0773,077301,336,437,5,2185,1680,505
A,20010427,153435,1000197,00217A,0000423,1,11,1107,110791,0107,010703,290,377,1,377,290,87
A,20010427,153435,1000197,00217A,0000426,1,11,1106,110601,1763,176305,177,313,1,313,177,136
A,20010427,180842,1000196,00121A,0000195,1,14,1403,140316,0590,059000,362,471,1,471,362,109
A,20010427,180842,1000196,00121A,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114
A,20010427,180842,1000196,00121A,0000365,1,14,1401,140111,0769,076900,161,210,1,210,161,49
A,20010427,180842,1000196,00121A,0000558,1,13,1301,130198,1839,183902,312,696,5,3480,1560,1920
A,20010427,180842,1000196,00121A,0000239,1,11,1104,110497,0781,078100,225,293,1,293,225,68
A,20010427,180842,1000196,00121A,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86
A,20010427,180842,1000196,00121A,0000472,1,14,1402,140205,1974,197403,267,348,1,348,267,81
A,20010427,180842,1000196,00121A,0000462,1,14,1406,140681,1674,167405,231,360,2,720,462,258
A,20010427,180842,1000196,00121A,0000549,1,11,1101,110119,1994,199404,330,614,1,614,330,284
A,20010427,180842,1000196,00121A,0000492,1,11,1197,119797,0501,050100,361,470,1,470,361,109
A,20010427,180842,1000196,00121A,0000435,1,11,1101,110129,0522,052203,256,333,1,333,256,77
A,20010428,162139,1000199,00139A,0000739,1,11,1113,111305,1339,133901,266,346,6,2076,1596,480
A,20010428,162139,1000199,00139A,0000372,1,11,1101,110131,0569,056902,467,608,1,608,467,141
A,20010428,162139,1000199,00139A,0000451,1,11,1110,111015,1548,154802,227,296,1,296,227,69
A,20010428,162139,1000199,00139A,0000286,1,11,1104,110415,1057,105702,302,393,5,1965,1510,455
A,20010428,162139,1000199,00139A,0000208,1,11,1112,111203,0777,077700,358,466,1,466,358,108
A,20010428,162139,1000199,00139A,0000383,1,11,1103,110301,1919,191900,404,526,1,526,404,122
A,20010428,162139,1000199,00139A,0000259,1,11,1106,110697,0061,006101,263,342,5,1710,1315,395
A,20010430,115836,1000200,00088A,0000292,1,11,1105,110504,1110,111001,283,368,1,368,283,85
A,20010430,115836,1000200,00088A,0000244,1,11,1107,110797,1203,120300,272,354,1,354,272,82
A,20010430,134924,1000201,00104A,0000456,1,11,1116,111697,1649,164901,447,582,1,582,447,135
A,20010430,134924,1000201,00104A,0000190,1,14,1403,140316,1092,109202,333,433,1,433,333,100
A,20010430,134924,1000201,00104A,0000508,1,11,1117,111701,0471,047104,344,448,1,448,344,104
A,20010430,134924,1000201,00104A,0000346,1,13,1301,130129,0518,051802,380,494,3,1482,1140,342
A,20010430,134924,1000201,00104A,0000441,1,11,1110,111007,0713,071300,296,482,1,482,296,186
A,20010430,134924,1000201,00104A,0000276,1,11,1120,112097,0617,061701,142,185,1,185,142,43
A,20010430,134924,1000201,00104A,0000509,1,13,1301,130125,1301,130103,445,579,1,579,445,134
A,20010430,134924,1000201,00104A,0000359,1,11,1116,111603,0567,056702,325,653,1,653,325,328
A,20010430,134924,1000201,00104A,0000499,1,11,1101,110142,1124,112400,213,277,5,1385,1065,320
A,20010430,134924,1000201,00104A,0000524,1,11,1104,110401,0844,084401,418,544,1,544,418,126
A,20010430,134924,1000201,00104A,0000485,1,14,1403,140315,0129,012907,166,216,1,216,166,50
A,20010430,134924,1000201,00104A,0000448,1,11,1120,112005,1298,129803,313,407,1,407,313,94
A,20010430,155728,1000203,00181A,0000259,1,11,1106,110697,0061,006101,263,342,1,342,263,79
A,20010430,155728,1000203,00181A,0000412,1,13,1301,130129,0416,041600,336,437,1,437,336,101
A,20010430,155728,1000203,00181A,0000335,1,11,1101,110103,0485,048500,109,168,1,168,109,59
A,20010430,155728,1000203,00181A,0000255,1,14,1406,140621,1894,189400,256,333,1,333,256,77
A,20010430,155728,1000203,00181A,0000206,1,11,1113,111301,0802,080203,334,435,1,435,334,101
A,20010430,155728,1000203,00181A,0000124,1,11,1105,110597,0786,078602,362,471,1,471,362,109
A,20010430,181853,1000202,00110A,0000508,1,11,1117,111701,0471,047104,344,448,1,448,344,104
A,20010430,181853,1000202,00110A,0000297,1,11,1112,111211,0192,019200,426,554,1,554,426,128
A,20010430,181853,1000202,00110A,0000609,1,14,1401,140107,1818,181803,232,302,1,302,232,70
A,20010430,181853,1000202,00110A,0000393,1,11,1105,110517,1889,188901,410,1066,3,3198,1230,1968
A,20010430,181853,1000202,00110A,0000418,1,11,1105,110501,1844,184400,197,311,5,1555,985,570
A,20010430,181853,1000202,00110A,0000315,1,14,1402,140205,0405,040501,290,377,5,1885,1450,435
A,20010430,181853,1000202,00110A,0000581,1,13,1303,130301,0586,058602,281,451,1,451,281,170
A,20010430,181853,1000202,00110A,0000374,1,11,1117,111701,0151,015100,329,428,1,428,329,99
A,20010430,181853,1000202,00110A,0000492,1,11,1197,119797,0501,050100,361,470,1,470,361,109
A,20010430,181853,1000202,00110A,0000457,1,11,1110,111007,1319,131902,174,227,1,227,174,53
A,20010501,124448,1000204,00012A,0000219,1,13,1304,130403,1537,153702,378,492,3,1476,1134,342
A,20010501,124448,1000204,00012A,0000532,1,13,1301,130121,1482,148204,202,316,1,316,202,114
A,20010501,124448,1000204,00012A,0000389,1,13,1302,130297,0712,071201,379,493,1,493,379,114
A,20010501,124448,1000204,00012A,0000525,1,11,1101,110105,0956,095603,140,182,1,182,140,42
A,20010501,124448,1000204,00012A,0000349,1,13,1301,130198,1017,101703,247,322,1,322,247,75
A,20010501,124448,1000204,00012A,0000637,1,11,1101,110101,1126,112600,170,221,1,221,170,51
A,20010501,124448,1000204,00012A,0000204,1,14,1403,140325,1196,119601,344,448,1,448,344,104
A,20010501,135828,1000205,00103A,0000433,1,14,1497,149797,0227,022700,416,541,1,541,416,125
A,20010501,135828,1000205,00103A,0000165,1,14,1401,140113,0779,077905,349,454,3,1362,1047,315
A,20010501,135828,1000205,00103A,0000271,1,14,1406,140697,1799,179903,340,442,1,442,340,102
A,20010501,135828,1000205,00103A,0000362,1,11,1119,111901,0171,017104,222,391,1,391,222,169
A,20010501,155117,1000206,00146A,0000411,1,14,1406,140681,1053,105301,383,590,1,590,383,207
A,20010501,155117,1000206,00146A,0000227,1,11,1115,111509,0752,075203,274,425,5,2125,1370,755
A,20010501,155117,1000206,00146A,0000562,1,11,1101,110142,1440,144003,415,540,1,540,415,125
A,20010501,155117,1000206,00146A,0000352,1,11,1101,110125,1322,132200,345,449,1,449,345,104
A,20010501,155117,1000206,00146A,0000534,1,11,1104,110415,1226,122600,374,487,1,487,374,113
A,20010501,155117,1000206,00146A,0000324,1,11,1120,112005,1854,185406,286,455,1,455,286,169
A,20010501,155117,1000206,00146A,0000501,1,11,1108,110802,0876,087602,333,622,5,3110,1665,1445
A,20010501,155117,1000206,00146A,0000262,1,11,1110,111011,0013,001302,174,296,1,296,174,122
A,20010501,155117,1000206,00146A,0000357,1,11,1105,110505,0013,001300,500,922,1,922,500,422
A,20010501,193056,1000207,00222A,0000415,1,11,1115,111503,1902,190200,357,465,1,465,357,108
A,20010501,193056,1000207,00222A,0000351,1,11,1113,111397,0745,074501,227,296,3,888,681,207
A,20010501,193056,1000207,00222A,0000577,1,11,1115,111511,1880,188002,160,241,1,241,160,81
A,20010501,193056,1000207,00222A,0000249,1,11,1103,110397,0393,039303,412,536,4,2144,1648,496
A,20010501,193056,1000207,00222A,0000413,1,11,1104,110403,0353,035306,286,372,3,1116,858,258
A,20010501,193056,1000207,00222A,0000402,1,11,1101,110135,1198,119800,310,563,6,3378,1860,1518
A,20010501,193056,1000207,00222A,0000416,1,11,1107,110721,0023,002300,299,389,6,2334,1794,540
A,20010501,193056,1000207,00222A,0000384,1,14,1402,140205,0556,055600,286,372,1,372,286,86
A,20010501,193056,1000207,00222A,0000483,1,14,1403,140305,0369,036900,257,478,1,478,257,221
A,20010501,193056,1000207,00222A,0000483,1,14,1403,140305,0369,036900,257,478,1,478,257,221
A,20010501,193056,1000207,00222A,0000587,1,11,1101,110131,0048,004801,212,276,1,276,212,64
A,20010501,193056,1000207,00222A,0000411,1,14,1406,140681,1053,105301,383,590,1,590,383,207
A,20010502,093451,1000209,00094A,0000362,1,11,1119,111901,0171,017104,222,391,1,391,222,169
A,20010502,093451,1000209,00094A,0000643,1,11,1101,110123,1492,149202,213,277,1,277,213,64
A,20010502,093451,1000209,00094A,0000273,1,11,1113,111301,1850,185002,134,175,1,175,134,41
A,20010502,093451,1000209,00094A,0000367,1,11,1106,110697,0048,004803,292,380,1,380,292,88
A,20010502,093451,1000209,00094A,0000312,1,14,1404,140407,0614,061400,305,397,1,397,305,92
A,20010502,104913,1000212,00164A,0000543,1,14,1404,140403,0939,093900,274,357,1,357,274,83
A,20010502,104913,1000212,00164A,0000358,1,11,1104,110403,0344,034403,272,354,1,354,272,82
A,20010502,104913,1000212,00164A,0000504,1,11,1121,112113,0358,035804,297,387,5,1935,1485,450
A,20010502,104913,1000212,00164A,0000633,1,11,1121,112105,0742,074201,145,189,1,189,145,44
A,20010502,112508,1000210,00102A,0000209,1,11,1197,119705,0147,014701,292,380,1,380,292,88
A,20010502,112508,1000210,00102A,0000434,1,11,1105,110504,0523,052300,378,635,3,1905,1134,771
A,20010502,112508,1000210,00102A,0000511,1,11,1110,111097,1883,188302,311,405,4,1620,1244,376
A,20010502,112508,1000210,00102A,0000549,1,11,1101,110119,1994,199404,330,614,2,1228,660,568
A,20010502,112508,1000210,00102A,0000436,1,11,1111,111197,0407,040704,331,431,1,431,331,100
A,20010502,112508,1000210,00102A,0000612,1,11,1101,110149,0456,045602,375,488,4,1952,1500,452
A,20010502,120716,1000213,00260A,0000373,1,11,1118,111897,1341,134100,91,147,1,147,91,56
A,20010502,120716,1000213,00260A,0000413,1,11,1104,110403,0353,035306,286,372,1,372,286,86
A,20010502,120716,1000213,00260A,0000276,1,11,1120,112097,0617,061701,142,235,1,235,142,93
A,20010502,120716,1000213,00260A,0000560,1,11,1101,110133,1053,105300,373,485,1,485,373,112
A,20010502,120716,1000213,00260A,0000363,1,11,1104,110409,0649,064905,435,566,1,566,435,131
A,20010502,120716,1000213,00260A,0000497,1,11,1119,111997,0482,048203,542,705,1,705,542,163
A,20010502,120716,1000213,00260A,0000436,1,11,1111,111197,0407,040704,331,431,1,431,331,100
A,20010502,151447,1000211,00110A,0000270,1,11,1115,111507,0605,060502,238,357,1,357,238,119
A,20010502,151447,1000211,00110A,0000457,1,11,1110,111007,1319,131902,174,227,1,227,174,53
A,20010502,151447,1000211,00110A,0000305,1,11,1101,110129,1765,176502,185,241,1,241,185,56
A,20010502,151447,1000211,00110A,0000432,1,11,1105,110509,1258,125804,331,431,1,431,331,100
A,20010502,151447,1000211,00110A,0000247,1,11,1119,111909,1273,127302,335,436,1,436,335,101
A,20010502,192406,1000208,00012A,0000408,1,11,1112,111201,0690,069004,410,699,1,699,410,289
A,20010502,192406,1000208,00012A,0000315,1,14,1402,140205,0405,040501,290,377,1,377,290,87
A,20010502,192406,1000208,00012A,0000479,1,13,1301,130127,1293,129301,188,245,1,245,188,57
