CategoryCode6,Category6
464560,Foam_Home_Sauna
464565,Toilet_Washer
464597,Other_Health_Medical_Equipment
464705,Pendant
464710,Sealing_Light
464715,Bracket
464720,Chandelier
464725,Stands_With_Floor_Lamp
464797,Other_Illumination_Supplies
464905,Calculator
464910,Electric_Translator
464915,Electric_Note
464920,School_Supplies
464997,Other_Business_Machines_School_Supplies
465105,Clock
465110,Camera
465197,Other_Clock_Camera
465305,Pianos_Home_Appliance
465310,Electronic_Pianos_Home_Appliance
465315,Electronic_Organs_Home_Appliance
465320,Synthesizers_Home_Appliance
465397,Other_Instruments
465505,Personal_Computer
465510,Telephones
465515,Professional_Writer
465520,Copier
465525,Facsimile
465597,Other_OA_Equipment
465705,Kitchen_Equipment
465710,Pump
465715,Face_Washing_Supplies
465720,Calorifiers
465725,Interphones_Chime
465797,Other_Residence_Facilities
465905,Electromotive_Tool
465910,Gardening_Tool
465915,Portable_Power_Tools
465997,Other_Gardening_Carpenters_Leisure_Supplies
466105,Battery
466110,Light_Bulb
466115,Fluorescent_Lamp
466120,Wiring_Accessories
466125,Flashlights
466130,Electric_Battery_Cleaner
466197,Other_Home_Appliance
466305,Subsititution_Blade
466310,Vaccum_Cleaner_Bag
466315,Kerosene_Heater_Core
466320,Scuttle_Fan_Filter
466325,Air_Cleaner_Filter
466330,Printer_Ribbon
466335,Word_Processor_Paper
466340,Thermal_Paper
466345,Label
466350,Water_Purifier_Filter
466397,Other_Consumables
469797,Other_Appliances
490101,Picture
490103,Sculpture
490105,Bookmarks
490197,General_Fine_Arts
490301,Sewing
490397,General_Sewing
490497,General_Precious_Metal
499797,Other_Durable_Consumer_Goods
510101,Child_Underwear
510103,Gentleman_Underwear
510105,Lady_Underwear
510107,Lingeries_Foundation
510109,Nightwear
510111,Child_Sock
510113,Gentleman_Sock
510115,Lady_Sock
510197,General_Underwear_Sock
510201,Baby_Supplies
510203,Young_Child_Clothes
510205,Young_Child_Goods
510207,Boy_Clothes
510209,Boy_Goods
510211,Girl_Clothes
510213,Girl_Goods
510215,School_Clothing
510297,General_Child_Clothing
510301,Mens_Wear
510303,Coats
510305,Tops
510307,Sweaters_Base
510309,Slacks
510311,Shirt
510313,Working_Wear
510397,General_Gentleman_Clothing
510401,Lady_Clothing
510403,Coat
510405,Skirt
510407,Sweaters
510409,Slacks
510411,Material
510413,Fur
510415,Supplies
510497,General_Lady_Clothing
510501,Ski
510503,Tennis
510505,Golf
510507,Marine
510509,Fitness
510511,Mountain_Climbing
510597,General_Sportswear
510601,Feather_Down
510603,Dyed_Shaku
510605,Woven_Shaku
510607,Band
510609,Practical_Draperies
510611,Small_Articles_Accessories
510613,Mourning_Equipment
510615,Coat
510697,General_Drapery
510701,Gentleman_Tux
510703,Gentleman_Formal_Wear
510705,Gentleman_Top_Coats_Slacks
510707,Gentleman_Shirt
510709,Lady
510711,Boy
510713,Girl
510715,Small_Accessories
510797,General_Formal_Wear
510801,Gentleman_Denim_Jeans
510803,Gentleman_Color_Jeans
510805,Gentleman_Other_Bottoms
510807,Gentleman_Jeans_Top
510809,Woman_Denim_Jeans
510811,Woman_Color_Jeans
510813,Woman_Other_Bottoms
510815,Woman_Jeans_Top
510817,Child_Jeans
510819,Child_Jenas_Top
510897,General_Jeans
519797,Other_Clothing
530101,Futon_Cover
530103,Futon_Bed
530105,Futon_Sheet
530107,Futon_Set
530109,Futon_Seat_Set
530111,Mattress
530113,Pillow
530197,General_Futon
530201,Pure_Wool_Blanket
530203,Synthetic_Fiber_Blanket
530205,Cotton_Wool_Cloth
530207,Bedclothes_Blanket
530209,Electric_Blanket
530211,Knee_Blanket
530297,General_Blanket
530301,Generality_Cover
530303,Bed_Cover
530305,Sheet_Cover
530307,Blanket_Cover
530309,Pillowcase
530311,Collar_Cover
530313,Sheet
530397,Cover_Sheet
530401,Futon_Bed
530403,Bed_Pad
530405,Bed_Spread
530407,Bed_Blanket
530409,Bed_Towelket
530411,Bedsheet
530413,Bed_Pillow
530415,Bed
530497,General_Bedding
530501,Foot_Warmer_Futon
530503,Foot_Warmer_Bed_Futon
530505,Foot_Warmer_Futon_Cover
530507,Foot_Warmer
530509,Foot_Warmer_Blanket
530511,Warm_Table
530513,Chair
530515,Futon_Seat
530517,Futon_Seat_Cover
530597,General_Foot_Warmer_Supplies
530601,Baby_Futon_Set
530603,Baby_Futon
530605,Baby_Futon_Bed
530607,Baby_Futon_Sheet
530609,Baby_Blanket
530611,Baby_Towelket
530613,Cover_Sheet
530615,Baby_Pillow
530617,Baby_Bed
530697,General_Baby_Bedding
530701,Pajamas
530703,Neglige
530705,Gown
530707,Ropes
530709,Firewood
530711,Poncho
530713,Jinbei
530797,General_Bedding
530801,Bath_Towel
530803,Face_Towel
530805,Hand_Towel
530807,Sport_Towel
530809,Bathrobe
530811,Restroom_Supplies
530813,Towelket
530897,General_Towel_Product
530901,Curtains_Blind
530903,Carpet_Rags
530905,Mats
530907,Cushion
530909,Miscellanous_Interior_Decoration
530911,Dining_Kitchen_Supplies
530913,Bath_Supplies
530915,Wall_Materials
530997,General_Interior_Supplies
539797,Other_Bedding_Bedclothings
540101,Handkerchief
540103,Mufflers_Scarf
540105,Tie
540107,Bowtie_Loop_Tie
540109,Belt
540111,Purse
540113,Hat
540197,General_Child_Clothing
540201,Handkerchief
540203,Mufflers_Scarf
540205,Necktie
540207,Bowtie_Ascot_Loop_Tie
540209,Belt_Suspender
540211,Glove
540213,Hat
540297,General_Gentlemen_Clothing
540301,Handkerchiefs
540303,Muffler
540305,Necktie
540307,Bowtie_Ascot_Loop_Tie
540309,Belts_Suspender
540311,Glove
540313,Hat
540397,General_Women_Clothing
540401,Cloth_Belt
540403,Lifting_Belt
540405,Waist_String
540407,Haori_String
540409,Semi_Collar
540411,Susoyoke
540497,General_Kimono_Accessories
540501,Handbag
540503,Case
540505,Fashion_Bag
540597,General_Bag
540601,Travel_Bag
540603,Business_Bag
540605,Student_Bag
540607,Sports_Leisure_Bag
540609,Musical_Instrument_Bag
540611,Optical_Instrument_Radio_Bag
540613,Professional_Use_Bag
540697,General_Bag
540701,Japanese_Umbrella
540703,Western_Umbrella
540705,Stick
540797,Umbrella
540801,Japanese_Fan
540803,Utiwa
540805,Japanese_Fan_Utiwa_Parts
540897,General_Japanese_Fan_Utiwa
540901,Ring
540903,Necklace
540905,Earring
540907,Bracelets
540909,Pendant
540911,Brooches_Hatpins
540913,Color_Buttons
540915,Hair_Ornament
540997,General_Ornament
549701,Hygenic_Clothing
549703,Leggins
549705,Wallets
549707,Smoking_Tools
549797,Miscellaneous_Apparel
550101,Shoes
550104,Boots
550107,Sandal
550109,Other_Shoes
550210,Child_Shoes
550211,Junior_Shoes
550212,Pumps
550213,Shoes
550214,Boots
550216,Sport_Shoes
550217,Sandal
550218,High_Heels
550219,Other_Shoes
550320,Child_Shoes
550321,Junior_Shoes
550323,School_Shoes
550324,Winter_Shoes
550325,Lane_Shoes
550326,Sport_Shoes
550327,Sandals
550329,Other_Shoes
550430,Loafers_Leather_Sole
550431,Loafers
550432,Salon_Shoes_Leather_Sole
550433,Salon_Shoes
550434,Boots_Leather_Sole
550435,Boots
550436,Sport_Shoes
550437,Sandals
550439,Other_Shoes
550541,Loafers
550543,Salon_Shoes
550544,Boots
550546,Sport_Shoes
550547,Sandal
550548,Heppu
550549,Other_Shoes
550651,Standard_Casual_Shoes
550654,Winter_Shoes
550655,Lane_Shoes
550656,Sport_Shoes
550659,Other_Shoes
550762,Pumps
550763,Shoes
550764,Boots
550766,Sport_Shoes
550767,Sandals
550769,Other_Shoes
550779,Miscellanous_Shoes
550872,Pumps
550873,Shoes
550874,Boots
550875,Lane_Shoes
550876,Sport_Shoes
550877,Sandal
550878,Heppu
550879,Other_Shoes
550981,Standard_Casual_Shoes
550984,Winter_Shoes
550985,Lane_Shoes
550986,Sport_Shoes
550989,Other_Shoes
551090,Accessories
551091,Room_Shoes
551092,Slipper
551093,Straw_Sandals
551094,Safety_Shoes
551095,Work_Shoes
551096,Sport_Shoes
551097,Beach_Sandals
560101,Baseball_Equipment
560103,Softball_Equipment
560105,Baseball_Shoes
560107,Softball_Shoes
560109,Baseball_Wear
560111,Softball_Wear
560197,General_Baseball_Softball_Equipment
560201,Basketball_Equipment
560203,Volleyball_Equipment
560205,Rugby_Equipment
560207,Soccer_Equipment
560209,American_Football_Equipment
560211,Handball_Equipment
560213,Dodgeball_Equipment
560215,Basketball_Shoes
560217,Volleyball_Shoes
560219,Rugby_Shoes
560221,Soccer_Shoes
560223,American_Football_Shoes
560225,Handball_Shoes
560227,Other_Ball_Game_Shoes
560229,Basketball_Wear
560231,Volleyball_Wear
560233,Rugby_Wear
560235,Soccer_Wear
560237,American_Football_Wear
560239,Handball_Wear
560241,Other_Sportswear
560297,General_Ball_Game_Equipment
560301,Field_Equipment
560303,Track_Equipment
560305,Shoes
560307,Wear
560397,General_Field_Track_Equipment
560401,Tennis_Equipment
560403,Table_Tennis_Equipment
560405,Badminton_Equipment
560407,Tennis_Shoes
560409,Table_Tennis_Shoes
560411,Badminton_Shoes
560413,Tennis_Wear
560415,Table_Tennis_Wear
560417,Badminton_Wear
560497,General_Tennis_Equipment
560501,Golf_Equipment
560503,Field_Hokey_Equipment
560505,Bowling_Equipment
560507,Gateball_Equipment
560509,Golf_Shoes
560511,Field_Hockey_Shoes
560513,Bowling_Shoes
560515,Gateball_Shoes
560517,Golf_Wear
560519,Field_Hockey_Wear
560521,Bowling_Wear
560523,Gateball_Wear
560597,General_Golf_Equipment
560601,Ski_Equipment
560603,Ice_Hockey_Equipment
560605,Ice_Skating_Equipment
560607,Roller_Skating_Equipment
560609,Skiing_Shoes
560611,Ice_Hockey_Shoes
560613,Ice_Skating_Shoes
560615,Roller_Skating_Shoes
560617,Ski_Wear
560619,Ice_Hockey_Wear
560621,Ice_Skating_Wear
560623,Roller_Skating_Wear
560697,Skiing_Equipment
560701,Boxing_Equipment
560703,Bow_Equipment
560705,Fencing_Equipment
560707,Kenda_Equipment
560709,Karate_Equipment
560711,Halberd_Equipment
560713,Train_Kendo_Equipment
560715,Boxing_Shoes
560717,Fencing_Shoes
560719,Boxing_Wear
560721,Fencing_Wear
560723,Martial_Arts_Robe
560797,Wrestling_Wear
560801,Jumping_Box
560803,Springs_Jump_Board
560805,Parallel_Bars_Uneven_Bars
560807,Balance_Beam
560809,Iron_Bar
560811,Flying_Rings
560813,Pommel_Horse
560815,Mat
560817,Shoes
560819,Wear
560897,General_Gymnastics_Equipment
560901,Fishing_Equipment
560903,Swimming_Equipment
560905,Ski_Snowboarding_Equipment
560907,Surfing_Equipment
560909,Board_Sailing_Equipment
560911,Yacht_Motorboat_Equipment
560913,Canoe_Equipment
560915,Water_Skiing_Equipment
560917,Fishing_Shoes
560919,Yachts_Motorboat_Shoes
560921,Fishing_Rod
560923,Swimwear
560925,Diving_Motorboat_Wear
560927,Surfing_Wear
560929,Board_Sailing_Wear
560931,Yacht_Wear
560933,Canoe_Wear
560935,Water_Ski_Wear
560997,General_Fishing_Equipment
569701,Hiking_Equipment
569703,Cycling_Equipment
569705,Jogging_Walking_Equipment
569707,Training_Equipment
569709,Shooting_Equipment
569711,Horseback_Riding_Equipment
569713,Hiking_Shoes
569715,Cycling_Shoes
569717,Jogging_Walking_Shoes
569719,Training_Shoes
569721,Shooting_Shoes
569723,Horseback_Riding_Shoes
569725,Other_Shoes
569727,Hiking_Wear
569729,Cycling_Wear
569731,Jogging_Walking_Wear
569733,Training_Wear
569735,Shooting_Wear
569737,Horseback_Riding_Wear
569739,Other_Wear
569797,Miscellaneous_Sporting_Goods
