顧客,日付,日数
00045D,20010415,103
00045D,20010415,103
00045D,20010415,103
00045D,20010415,103
00045D,20010415,103
00045D,20010509,127
00045D,20010509,127
00045D,20010509,127
00045D,20010509,127
00045D,20010509,127
00047A,20010607,156
00047A,20010607,156
00047A,20010607,156
00047A,20010607,156
00047A,20010607,156
00047A,20010712,191
00047A,20010712,191
00047A,20010712,191
00047A,20010712,191
00047A,20010712,191
00047A,20010712,191
00047A,20010712,191
00047A,20010723,202
00047A,20010723,202
00047A,20010723,202
00047A,20010723,202
00047A,20010723,202
00047A,20010723,202
00047A,20010803,213
00047A,20010803,213
00047A,20010803,213
00047A,20010803,213
00047A,20010803,213
00047A,20010803,213
00047A,20010803,213
00047A,20010803,213
00047A,20011018,289
00047A,20011018,289
00047A,20011018,289
00047A,20011018,289
00047A,20011202,334
00047A,20011202,334
00047A,20011202,334
00047A,20011202,334
00047A,20011202,334
00047A,20011202,334
00047A,20011202,334
00047A,20011202,334
00047A,20011202,334
00047A,20011202,334
00047A,20011202,334
00047B,20010607,156
00047B,20010607,156
00047B,20010607,156
00047B,20010607,156
00047B,20010607,156
00047B,20010712,191
00047B,20010712,191
00047B,20010712,191
00047B,20010712,191
00047B,20010712,191
00047B,20010712,191
00047B,20010712,191
00047B,20010723,202
00047B,20010723,202
00047B,20010723,202
00047B,20010723,202
00047B,20010723,202
00047B,20010723,202
00047B,20010803,213
00047B,20010803,213
00047B,20010803,213
00047B,20010803,213
00047B,20010803,213
00047B,20010803,213
00047B,20010803,213
00047B,20010803,213
00047B,20011018,289
00047B,20011018,289
00047B,20011018,289
00047B,20011018,289
00047B,20011202,334
00047B,20011202,334
00047B,20011202,334
00047B,20011202,334
00047B,20011202,334
00047B,20011202,334
00047B,20011202,334
00047B,20011202,334
00047B,20011202,334
00047B,20011202,334
00047B,20011202,334
00047C,20010607,156
00047C,20010607,156
00047C,20010607,156
00047C,20010607,156
00047C,20010607,156
00047C,20010712,191
00047C,20010712,191
00047C,20010712,191
00047C,20010712,191
00047C,20010712,191
00047C,20010712,191
00047C,20010712,191
00047C,20010723,202
00047C,20010723,202
00047C,20010723,202
00047C,20010723,202
00047C,20010723,202
00047C,20010723,202
00047C,20010803,213
00047C,20010803,213
00047C,20010803,213
00047C,20010803,213
00047C,20010803,213
00047C,20010803,213
00047C,20010803,213
00047C,20010803,213
00047C,20011018,289
00047C,20011018,289
00047C,20011018,289
00047C,20011018,289
00047C,20011202,334
00047C,20011202,334
00047C,20011202,334
00047C,20011202,334
00047C,20011202,334
00047C,20011202,334
00047C,20011202,334
00047C,20011202,334
00047C,20011202,334
00047C,20011202,334
00047C,20011202,334
00047D,20010607,156
00047D,20010607,156
00047D,20010607,156
00047D,20010607,156
00047D,20010607,156
00047D,20010712,191
00047D,20010712,191
00047D,20010712,191
00047D,20010712,191
00047D,20010712,191
00047D,20010712,191
00047D,20010712,191
00047D,20010723,202
00047D,20010723,202
00047D,20010723,202
00047D,20010723,202
00047D,20010723,202
00047D,20010723,202
00047D,20010803,213
00047D,20010803,213
00047D,20010803,213
00047D,20010803,213
00047D,20010803,213
00047D,20010803,213
00047D,20010803,213
00047D,20010803,213
00047D,20011018,289
00047D,20011018,289
00047D,20011018,289
00047D,20011018,289
00047D,20011202,334
00047D,20011202,334
00047D,20011202,334
00047D,20011202,334
00047D,20011202,334
00047D,20011202,334
00047D,20011202,334
00047D,20011202,334
00047D,20011202,334
00047D,20011202,334
00047D,20011202,334
00048A,20010804,214
00048A,20010804,214
00048A,20010804,214
00048A,20010804,214
00048A,20010804,214
00048A,20010804,214
00048A,20010915,256
00048A,20010915,256
00048A,20010915,256
00048A,20010915,256
00048A,20010915,256
00048A,20010915,256
00048A,20010915,256
00048A,20010915,256
00048A,20010922,263
00048A,20010922,263
00048A,20010922,263
00048A,20010922,263
00048A,20010922,263
00048A,20010922,263
00048A,20011003,274
00048A,20011003,274
00048A,20011003,274
00048A,20011017,288
00048A,20011017,288
00048B,20010804,214
00048B,20010804,214
00048B,20010804,214
00048B,20010804,214
00048B,20010804,214
00048B,20010804,214
00048B,20010915,256
00048B,20010915,256
00048B,20010915,256
00048B,20010915,256
00048B,20010915,256
00048B,20010915,256
00048B,20010915,256
00048B,20010915,256
00048B,20010922,263
00048B,20010922,263
00048B,20010922,263
00048B,20010922,263
00048B,20010922,263
00048B,20010922,263
00048B,20011003,274
00048B,20011003,274
00048B,20011003,274
00048B,20011017,288
00048B,20011017,288
00048C,20010804,214
00048C,20010804,214
00048C,20010804,214
00048C,20010804,214
00048C,20010804,214
00048C,20010804,214
00048C,20010915,256
00048C,20010915,256
00048C,20010915,256
00048C,20010915,256
00048C,20010915,256
00048C,20010915,256
00048C,20010915,256
00048C,20010915,256
00048C,20010922,263
00048C,20010922,263
00048C,20010922,263
00048C,20010922,263
00048C,20010922,263
00048C,20010922,263
00048C,20011003,274
00048C,20011003,274
00048C,20011003,274
00048C,20011017,288
00048C,20011017,288
00048D,20010804,214
00048D,20010804,214
00048D,20010804,214
00048D,20010804,214
00048D,20010804,214
00048D,20010804,214
00048D,20010915,256
00048D,20010915,256
00048D,20010915,256
00048D,20010915,256
00048D,20010915,256
00048D,20010915,256
00048D,20010915,256
00048D,20010915,256
00048D,20010922,263
00048D,20010922,263
00048D,20010922,263
00048D,20010922,263
00048D,20010922,263
00048D,20010922,263
00048D,20011003,274
00048D,20011003,274
00048D,20011003,274
00048D,20011017,288
00048D,20011017,288
00049A,20010220,49
00049A,20010220,49
00049A,20010220,49
00049B,20010220,49
00049B,20010220,49
00049B,20010220,49
00049C,20010220,49
00049C,20010220,49
00049C,20010220,49
00049D,20010220,49
00049D,20010220,49
00049D,20010220,49
00050A,20010923,264
00050A,20010923,264
00050A,20010923,264
00050A,20010923,264
00050A,20010923,264
00050A,20011012,283
00050A,20011012,283
00050A,20011012,283
00050A,20011012,283
00050B,20010923,264
00050B,20010923,264
00050B,20010923,264
00050B,20010923,264
00050B,20010923,264
00050B,20011012,283
00050B,20011012,283
00050B,20011012,283
00050B,20011012,283
00050C,20010923,264
00050C,20010923,264
00050C,20010923,264
00050C,20010923,264
00050C,20010923,264
00050C,20011012,283
00050C,20011012,283
00050C,20011012,283
00050C,20011012,283
00050D,20010923,264
00050D,20010923,264
00050D,20010923,264
00050D,20010923,264
00050D,20010923,264
00050D,20011012,283
00050D,20011012,283
00050D,20011012,283
00050D,20011012,283
00052A,20010227,56
00052A,20010227,56
00052A,20010227,56
00052A,20010227,56
00052A,20010227,56
00052A,20010227,56
00052A,20010227,56
00052A,20010227,56
00052A,20010227,56
00052A,20010227,56
00052A,20010511,129
00052A,20010515,133
00052A,20010515,133
00052A,20010515,133
00052A,20010515,133
00052A,20010515,133
00052A,20010515,133
00052A,20010515,133
00052A,20010515,133
00052A,20010515,133
00052A,20010515,133
00052A,20010515,133
00052A,20010515,133
00052A,20010515,133
00052A,20010619,168
00052A,20010619,168
00052A,20010619,168
00052A,20010619,168
00052A,20010619,168
00052A,20010619,168
00052A,20010627,176
00052A,20010730,209
00052A,20010730,209
00052A,20010730,209
00052A,20010730,209
00052A,20010730,209
00052A,20010730,209
00052A,20010730,209
00052A,20010808,218
00052A,20010808,218
00052A,20010808,218
00052A,20010808,218
00052A,20010808,218
00052A,20010808,218
00052A,20010808,218
00052A,20010808,218
00052A,20010910,251
00052A,20010910,251
00052A,20010910,251
00052A,20010910,251
00052A,20010910,251
00052A,20010910,251
00052A,20011016,287
00052A,20011016,287
00052A,20011016,287
00052A,20011016,287
00052A,20011016,287
00052A,20011016,287
00052A,20011016,287
00052A,20011016,287
00052B,20010227,56
00052B,20010227,56
00052B,20010227,56
00052B,20010227,56
00052B,20010227,56
00052B,20010227,56
00052B,20010227,56
00052B,20010227,56
00052B,20010227,56
00052B,20010227,56
00052B,20010511,129
00052B,20010515,133
00052B,20010515,133
00052B,20010515,133
00052B,20010515,133
00052B,20010515,133
00052B,20010515,133
00052B,20010515,133
00052B,20010515,133
00052B,20010515,133
00052B,20010515,133
00052B,20010515,133
00052B,20010515,133
00052B,20010515,133
00052B,20010619,168
00052B,20010619,168
00052B,20010619,168
00052B,20010619,168
00052B,20010619,168
00052B,20010619,168
00052B,20010627,176
00052B,20010730,209
00052B,20010730,209
00052B,20010730,209
00052B,20010730,209
00052B,20010730,209
00052B,20010730,209
00052B,20010730,209
00052B,20010808,218
00052B,20010808,218
00052B,20010808,218
00052B,20010808,218
00052B,20010808,218
00052B,20010808,218
00052B,20010808,218
00052B,20010808,218
00052B,20010910,251
00052B,20010910,251
00052B,20010910,251
00052B,20010910,251
00052B,20010910,251
00052B,20010910,251
00052B,20011016,287
00052B,20011016,287
00052B,20011016,287
00052B,20011016,287
00052B,20011016,287
00052B,20011016,287
00052B,20011016,287
00052B,20011016,287
00052C,20010227,56
00052C,20010227,56
00052C,20010227,56
00052C,20010227,56
00052C,20010227,56
00052C,20010227,56
00052C,20010227,56
00052C,20010227,56
00052C,20010227,56
00052C,20010227,56
00052C,20010511,129
00052C,20010515,133
00052C,20010515,133
00052C,20010515,133
00052C,20010515,133
00052C,20010515,133
00052C,20010515,133
00052C,20010515,133
00052C,20010515,133
00052C,20010515,133
00052C,20010515,133
00052C,20010515,133
00052C,20010515,133
00052C,20010515,133
00052C,20010619,168
00052C,20010619,168
00052C,20010619,168
00052C,20010619,168
00052C,20010619,168
00052C,20010619,168
00052C,20010627,176
00052C,20010730,209
00052C,20010730,209
00052C,20010730,209
00052C,20010730,209
00052C,20010730,209
00052C,20010730,209
00052C,20010730,209
00052C,20010808,218
00052C,20010808,218
00052C,20010808,218
00052C,20010808,218
00052C,20010808,218
00052C,20010808,218
00052C,20010808,218
00052C,20010808,218
00052C,20010910,251
00052C,20010910,251
00052C,20010910,251
00052C,20010910,251
00052C,20010910,251
00052C,20010910,251
00052C,20011016,287
00052C,20011016,287
00052C,20011016,287
00052C,20011016,287
00052C,20011016,287
00052C,20011016,287
00052C,20011016,287
00052C,20011016,287
00052D,20010227,56
00052D,20010227,56
00052D,20010227,56
00052D,20010227,56
00052D,20010227,56
00052D,20010227,56
00052D,20010227,56
00052D,20010227,56
00052D,20010227,56
00052D,20010227,56
00052D,20010511,129
00052D,20010515,133
00052D,20010515,133
00052D,20010515,133
00052D,20010515,133
00052D,20010515,133
00052D,20010515,133
00052D,20010515,133
00052D,20010515,133
00052D,20010515,133
00052D,20010515,133
00052D,20010515,133
00052D,20010515,133
00052D,20010515,133
00052D,20010619,168
00052D,20010619,168
00052D,20010619,168
00052D,20010619,168
00052D,20010619,168
00052D,20010619,168
00052D,20010627,176
00052D,20010730,209
00052D,20010730,209
00052D,20010730,209
00052D,20010730,209
00052D,20010730,209
00052D,20010730,209
00052D,20010730,209
00052D,20010808,218
00052D,20010808,218
00052D,20010808,218
00052D,20010808,218
00052D,20010808,218
00052D,20010808,218
00052D,20010808,218
00052D,20010808,218
00052D,20010910,251
00052D,20010910,251
00052D,20010910,251
00052D,20010910,251
00052D,20010910,251
00052D,20010910,251
00052D,20011016,287
00052D,20011016,287
00052D,20011016,287
00052D,20011016,287
00052D,20011016,287
00052D,20011016,287
00052D,20011016,287
00052D,20011016,287
00053A,20010701,180
00053A,20010701,180
00053A,20010701,180
00053A,20010701,180
00053A,20010701,180
00053A,20010701,180
00053A,20010701,180
00053A,20010701,180
00053A,20010713,192
00053A,20010713,192
00053A,20010713,192
00053A,20010713,192
00053A,20010713,192
00053A,20010713,192
00053A,20010714,193
00053A,20010714,193
00053A,20010714,193
00053A,20010714,193
00053A,20010714,193
00053A,20010714,193
00053A,20010714,193
00053A,20010714,193
00053A,20010714,193
00053A,20010714,193
00053A,20010714,193
00053A,20010826,236
00053A,20010826,236
00053A,20010826,236
00053A,20010826,236
00053A,20010826,236
00053A,20010826,236
00053A,20010826,236
00053A,20010826,236
00053B,20010701,180
00053B,20010701,180
00053B,20010701,180
00053B,20010701,180
00053B,20010701,180
00053B,20010701,180
00053B,20010701,180
00053B,20010701,180
00053B,20010713,192
00053B,20010713,192
00053B,20010713,192
00053B,20010713,192
00053B,20010713,192
00053B,20010713,192
00053B,20010714,193
00053B,20010714,193
00053B,20010714,193
00053B,20010714,193
00053B,20010714,193
00053B,20010714,193
00053B,20010714,193
00053B,20010714,193
00053B,20010714,193
00053B,20010714,193
00053B,20010714,193
00053B,20010826,236
00053B,20010826,236
00053B,20010826,236
00053B,20010826,236
00053B,20010826,236
00053B,20010826,236
00053B,20010826,236
00053B,20010826,236
00053C,20010701,180
00053C,20010701,180
00053C,20010701,180
00053C,20010701,180
00053C,20010701,180
00053C,20010701,180
00053C,20010701,180
00053C,20010701,180
00053C,20010713,192
00053C,20010713,192
00053C,20010713,192
00053C,20010713,192
00053C,20010713,192
00053C,20010713,192
00053C,20010714,193
00053C,20010714,193
00053C,20010714,193
00053C,20010714,193
00053C,20010714,193
00053C,20010714,193
00053C,20010714,193
00053C,20010714,193
00053C,20010714,193
00053C,20010714,193
00053C,20010714,193
00053C,20010826,236
00053C,20010826,236
00053C,20010826,236
00053C,20010826,236
00053C,20010826,236
00053C,20010826,236
00053C,20010826,236
00053C,20010826,236
00053D,20010701,180
00053D,20010701,180
00053D,20010701,180
00053D,20010701,180
00053D,20010701,180
00053D,20010701,180
00053D,20010701,180
00053D,20010701,180
00053D,20010713,192
00053D,20010713,192
00053D,20010713,192
00053D,20010713,192
00053D,20010713,192
00053D,20010713,192
00053D,20010714,193
00053D,20010714,193
00053D,20010714,193
00053D,20010714,193
00053D,20010714,193
00053D,20010714,193
00053D,20010714,193
00053D,20010714,193
00053D,20010714,193
00053D,20010714,193
00053D,20010714,193
00053D,20010826,236
00053D,20010826,236
00053D,20010826,236
00053D,20010826,236
00053D,20010826,236
00053D,20010826,236
00053D,20010826,236
00053D,20010826,236
00054A,20010618,167
00054A,20010618,167
00054A,20010618,167
00054A,20010705,184
00054A,20010705,184
00054A,20010705,184
00054A,20010705,184
00054A,20010707,186
00054A,20010707,186
00054A,20010707,186
00054A,20010707,186
00054A,20010707,186
00054A,20010707,186
00054A,20010707,186
00054A,20010816,226
00054A,20010820,230
00054A,20010820,230
00054A,20010820,230
00054A,20010820,230
00054A,20010820,230
00054A,20010826,236
00054A,20010826,236
00054A,20010826,236
00054A,20010826,236
00054A,20010826,236
00054A,20010826,236
00054A,20010828,238
00054A,20010828,238
00054A,20010828,238
00054A,20010828,238
00054A,20010828,238
00054A,20010828,238
00054A,20010913,254
00054A,20010913,254
00054A,20010913,254
00054A,20010913,254
00054A,20010913,254
00054A,20010913,254
00054A,20011007,278
00054A,20011007,278
00054A,20011007,278
00054A,20011007,278
00054A,20011007,278
00054A,20011007,278
00054A,20011007,278
00054A,20011007,278
00054A,20011015,286
00054A,20011021,292
00054A,20011021,292
00054A,20011021,292
00054A,20011021,292
00054B,20010618,167
00054B,20010618,167
00054B,20010618,167
00054B,20010705,184
00054B,20010705,184
00054B,20010705,184
00054B,20010705,184
00054B,20010707,186
00054B,20010707,186
00054B,20010707,186
00054B,20010707,186
00054B,20010707,186
00054B,20010707,186
00054B,20010707,186
00054B,20010816,226
00054B,20010820,230
00054B,20010820,230
00054B,20010820,230
00054B,20010820,230
00054B,20010820,230
00054B,20010826,236
00054B,20010826,236
00054B,20010826,236
00054B,20010826,236
00054B,20010826,236
00054B,20010826,236
00054B,20010828,238
00054B,20010828,238
00054B,20010828,238
00054B,20010828,238
00054B,20010828,238
00054B,20010828,238
00054B,20010913,254
00054B,20010913,254
00054B,20010913,254
00054B,20010913,254
00054B,20010913,254
00054B,20010913,254
00054B,20011007,278
00054B,20011007,278
00054B,20011007,278
00054B,20011007,278
00054B,20011007,278
00054B,20011007,278
00054B,20011007,278
00054B,20011007,278
00054B,20011015,286
00054B,20011021,292
00054B,20011021,292
00054B,20011021,292
00054B,20011021,292
00054C,20010618,167
00054C,20010618,167
00054C,20010618,167
00054C,20010705,184
00054C,20010705,184
00054C,20010705,184
00054C,20010705,184
00054C,20010707,186
00054C,20010707,186
00054C,20010707,186
00054C,20010707,186
00054C,20010707,186
00054C,20010707,186
00054C,20010707,186
00054C,20010816,226
00054C,20010820,230
00054C,20010820,230
00054C,20010820,230
00054C,20010820,230
00054C,20010820,230
00054C,20010826,236
00054C,20010826,236
00054C,20010826,236
00054C,20010826,236
00054C,20010826,236
00054C,20010826,236
00054C,20010828,238
00054C,20010828,238
00054C,20010828,238
00054C,20010828,238
00054C,20010828,238
00054C,20010828,238
00054C,20010913,254
00054C,20010913,254
00054C,20010913,254
00054C,20010913,254
00054C,20010913,254
00054C,20010913,254
00054C,20011007,278
00054C,20011007,278
00054C,20011007,278
00054C,20011007,278
00054C,20011007,278
00054C,20011007,278
00054C,20011007,278
00054C,20011007,278
00054C,20011015,286
00054C,20011021,292
00054C,20011021,292
00054C,20011021,292
00054C,20011021,292
00054D,20010618,167
00054D,20010618,167
00054D,20010618,167
00054D,20010705,184
00054D,20010705,184
00054D,20010705,184
00054D,20010705,184
00054D,20010707,186
00054D,20010707,186
00054D,20010707,186
00054D,20010707,186
00054D,20010707,186
00054D,20010707,186
00054D,20010707,186
00054D,20010816,226
00054D,20010820,230
00054D,20010820,230
00054D,20010820,230
00054D,20010820,230
00054D,20010820,230
00054D,20010826,236
00054D,20010826,236
00054D,20010826,236
00054D,20010826,236
00054D,20010826,236
00054D,20010826,236
00054D,20010828,238
00054D,20010828,238
00054D,20010828,238
00054D,20010828,238
00054D,20010828,238
00054D,20010828,238
00054D,20010913,254
00054D,20010913,254
00054D,20010913,254
00054D,20010913,254
00054D,20010913,254
00054D,20010913,254
00054D,20011007,278
00054D,20011007,278
00054D,20011007,278
00054D,20011007,278
00054D,20011007,278
00054D,20011007,278
00054D,20011007,278
00054D,20011007,278
00054D,20011015,286
00054D,20011021,292
00054D,20011021,292
00054D,20011021,292
00054D,20011021,292
00055A,20010413,101
00055A,20010413,101
00055A,20010413,101
00055B,20010413,101
00055B,20010413,101
00055B,20010413,101
00055C,20010413,101
00055C,20010413,101
00055C,20010413,101
00055D,20010413,101
00055D,20010413,101
00055D,20010413,101
00056A,20010301,58
00056A,20010301,58
00056A,20010301,58
00056A,20010301,58
00056A,20010301,58
00056A,20010301,58
00056A,20010301,58
00056A,20010303,60
00056A,20010303,60
00056A,20010303,60
00056A,20010303,60
00056A,20010303,60
00056A,20010303,60
00056A,20010306,63
00056A,20010306,63
00056A,20010306,63
00056A,20010306,63
00056A,20010306,63
00056A,20010306,63
00056A,20010327,84
00056A,20010327,84
00056A,20010327,84
00056A,20010327,84
00056A,20010327,84
00056A,20010327,84
00056A,20010327,84
00056A,20010327,84
00056A,20010327,84
00056A,20010327,84
00056A,20010424,112
00056A,20010424,112
00056A,20010424,112
00056A,20010424,112
00056A,20010424,112
00056A,20010424,112
00056A,20010424,112
00056A,20010424,112
00056A,20010424,112
00056A,20010706,185
00056A,20010706,185
00056A,20010706,185
00056A,20010706,185
00056A,20010706,185
00056A,20010706,185
00056A,20010706,185
00056A,20010706,185
00056B,20010301,58
00056B,20010301,58
00056B,20010301,58
00056B,20010301,58
00056B,20010301,58
00056B,20010301,58
00056B,20010301,58
00056B,20010303,60
00056B,20010303,60
00056B,20010303,60
00056B,20010303,60
00056B,20010303,60
00056B,20010303,60
00056B,20010306,63
00056B,20010306,63
00056B,20010306,63
00056B,20010306,63
00056B,20010306,63
00056B,20010306,63
00056B,20010327,84
00056B,20010327,84
00056B,20010327,84
00056B,20010327,84
00056B,20010327,84
00056B,20010327,84
00056B,20010327,84
00056B,20010327,84
00056B,20010327,84
00056B,20010327,84
00056B,20010424,112
00056B,20010424,112
00056B,20010424,112
00056B,20010424,112
00056B,20010424,112
00056B,20010424,112
00056B,20010424,112
00056B,20010424,112
00056B,20010424,112
00056B,20010706,185
00056B,20010706,185
00056B,20010706,185
00056B,20010706,185
00056B,20010706,185
00056B,20010706,185
00056B,20010706,185
00056B,20010706,185
00056C,20010301,58
00056C,20010301,58
00056C,20010301,58
00056C,20010301,58
00056C,20010301,58
00056C,20010301,58
00056C,20010301,58
00056C,20010303,60
00056C,20010303,60
00056C,20010303,60
00056C,20010303,60
00056C,20010303,60
00056C,20010303,60
00056C,20010306,63
00056C,20010306,63
00056C,20010306,63
00056C,20010306,63
00056C,20010306,63
00056C,20010306,63
00056C,20010327,84
00056C,20010327,84
00056C,20010327,84
00056C,20010327,84
00056C,20010327,84
00056C,20010327,84
00056C,20010327,84
00056C,20010327,84
00056C,20010327,84
00056C,20010327,84
00056C,20010424,112
00056C,20010424,112
00056C,20010424,112
00056C,20010424,112
00056C,20010424,112
00056C,20010424,112
00056C,20010424,112
00056C,20010424,112
00056C,20010424,112
00056C,20010706,185
00056C,20010706,185
00056C,20010706,185
00056C,20010706,185
00056C,20010706,185
00056C,20010706,185
00056C,20010706,185
00056C,20010706,185
00056D,20010301,58
00056D,20010301,58
00056D,20010301,58
00056D,20010301,58
00056D,20010301,58
00056D,20010301,58
00056D,20010301,58
00056D,20010303,60
00056D,20010303,60
00056D,20010303,60
00056D,20010303,60
00056D,20010303,60
00056D,20010303,60
00056D,20010306,63
00056D,20010306,63
00056D,20010306,63
00056D,20010306,63
00056D,20010306,63
00056D,20010306,63
00056D,20010327,84
00056D,20010327,84
00056D,20010327,84
00056D,20010327,84
00056D,20010327,84
00056D,20010327,84
00056D,20010327,84
00056D,20010327,84
00056D,20010327,84
00056D,20010327,84
00056D,20010424,112
00056D,20010424,112
00056D,20010424,112
00056D,20010424,112
00056D,20010424,112
00056D,20010424,112
00056D,20010424,112
00056D,20010424,112
00056D,20010424,112
00056D,20010706,185
00056D,20010706,185
00056D,20010706,185
00056D,20010706,185
00056D,20010706,185
00056D,20010706,185
00056D,20010706,185
00056D,20010706,185
00057A,20010906,247
00057A,20010906,247
00057A,20010906,247
00057A,20010906,247
00057A,20010906,247
00057A,20010906,247
00057A,20010906,247
00057A,20010906,247
00057A,20010906,247
00057A,20010906,247
00057A,20010907,248
00057A,20010907,248
00057A,20010907,248
00057A,20010907,248
00057A,20010907,248
00057A,20010907,248
00057A,20010907,248
00057A,20010907,248
00057A,20010907,248
00057A,20010907,248
00057A,20010907,248
00057A,20010916,257
00057A,20010916,257
00057A,20010916,257
00057A,20010916,257
00057A,20010916,257
00057A,20010916,257
00057A,20010916,257
00057A,20010916,257
00057A,20010916,257
00057A,20010916,257
00057B,20010906,247
00057B,20010906,247
00057B,20010906,247
00057B,20010906,247
00057B,20010906,247
00057B,20010906,247
00057B,20010906,247
00057B,20010906,247
00057B,20010906,247
00057B,20010906,247
00057B,20010907,248
00057B,20010907,248
00057B,20010907,248
00057B,20010907,248
00057B,20010907,248
00057B,20010907,248
00057B,20010907,248
00057B,20010907,248
00057B,20010907,248
00057B,20010907,248
00057B,20010907,248
00057B,20010916,257
00057B,20010916,257
00057B,20010916,257
00057B,20010916,257
00057B,20010916,257
00057B,20010916,257
00057B,20010916,257
00057B,20010916,257
00057B,20010916,257
00057B,20010916,257
00057C,20010906,247
00057C,20010906,247
00057C,20010906,247
00057C,20010906,247
00057C,20010906,247
00057C,20010906,247
00057C,20010906,247
00057C,20010906,247
00057C,20010906,247
00057C,20010906,247
00057C,20010907,248
00057C,20010907,248
00057C,20010907,248
00057C,20010907,248
00057C,20010907,248
00057C,20010907,248
00057C,20010907,248
00057C,20010907,248
00057C,20010907,248
00057C,20010907,248
00057C,20010907,248
00057C,20010916,257
00057C,20010916,257
00057C,20010916,257
00057C,20010916,257
00057C,20010916,257
00057C,20010916,257
00057C,20010916,257
00057C,20010916,257
00057C,20010916,257
00057C,20010916,257
00057D,20010906,247
00057D,20010906,247
00057D,20010906,247
00057D,20010906,247
00057D,20010906,247
00057D,20010906,247
00057D,20010906,247
00057D,20010906,247
00057D,20010906,247
00057D,20010906,247
00057D,20010907,248
00057D,20010907,248
00057D,20010907,248
00057D,20010907,248
00057D,20010907,248
00057D,20010907,248
00057D,20010907,248
00057D,20010907,248
00057D,20010907,248
00057D,20010907,248
00057D,20010907,248
00057D,20010916,257
00057D,20010916,257
00057D,20010916,257
00057D,20010916,257
00057D,20010916,257
00057D,20010916,257
00057D,20010916,257
00057D,20010916,257
00057D,20010916,257
00057D,20010916,257
00058A,20010722,201
00058A,20010722,201
00058A,20010722,201
00058A,20011113,315
00058A,20011113,315
00058A,20011113,315
00058A,20011204,336
00058A,20011204,336
00058A,20011230,362
00058A,20011230,362
00058A,20011230,362
00058B,20010722,201
00058B,20010722,201
00058B,20010722,201
00058B,20011113,315
00058B,20011113,315
00058B,20011113,315
00058B,20011204,336
00058B,20011204,336
00058B,20011230,362
00058B,20011230,362
00058B,20011230,362
00058C,20010722,201
00058C,20010722,201
00058C,20010722,201
00058C,20011113,315
00058C,20011113,315
00058C,20011113,315
00058C,20011204,336
00058C,20011204,336
00058C,20011230,362
00058C,20011230,362
00058C,20011230,362
00058D,20010722,201
00058D,20010722,201
00058D,20010722,201
00058D,20011113,315
00058D,20011113,315
00058D,20011113,315
00058D,20011204,336
00058D,20011204,336
00058D,20011230,362
00058D,20011230,362
00058D,20011230,362
00059A,20010529,147
00059A,20010529,147
00059A,20010529,147
00059A,20010529,147
00059A,20010529,147
00059B,20010529,147
00059B,20010529,147
00059B,20010529,147
00059B,20010529,147
00059B,20010529,147
00059C,20010529,147
00059C,20010529,147
00059C,20010529,147
00059C,20010529,147
00059C,20010529,147
00059D,20010529,147
00059D,20010529,147
00059D,20010529,147
00059D,20010529,147
00059D,20010529,147
00060A,20010417,105
00060A,20010417,105
00060A,20010417,105
00060A,20010417,105
00060A,20010417,105
00060A,20010417,105
00060B,20010417,105
00060B,20010417,105
00060B,20010417,105
00060B,20010417,105
00060B,20010417,105
00060B,20010417,105
00060C,20010417,105
00060C,20010417,105
00060C,20010417,105
00060C,20010417,105
00060C,20010417,105
00060C,20010417,105
00060D,20010417,105
00060D,20010417,105
00060D,20010417,105
00060D,20010417,105
00060D,20010417,105
00060D,20010417,105
00061A,20011001,272
00061A,20011001,272
00061A,20011001,272
00061A,20011001,272
00061A,20011001,272
00061A,20011117,319
00061A,20011117,319
00061A,20011117,319
00061A,20011117,319
00061A,20011117,319
00061A,20011117,319
00061A,20011117,319
00061A,20011117,319
00061A,20011117,319
00061B,20011001,272
00061B,20011001,272
00061B,20011001,272
00061B,20011001,272
00061B,20011001,272
00061B,20011117,319
00061B,20011117,319
00061B,20011117,319
00061B,20011117,319
00061B,20011117,319
00061B,20011117,319
00061B,20011117,319
00061B,20011117,319
00061B,20011117,319
00061C,20011001,272
00061C,20011001,272
00061C,20011001,272
00061C,20011001,272
00061C,20011001,272
00061C,20011117,319
00061C,20011117,319
00061C,20011117,319
00061C,20011117,319
00061C,20011117,319
00061C,20011117,319
00061C,20011117,319
00061C,20011117,319
00061C,20011117,319
00061D,20011001,272
00061D,20011001,272
00061D,20011001,272
00061D,20011001,272
00061D,20011001,272
00061D,20011117,319
00061D,20011117,319
00061D,20011117,319
00061D,20011117,319
00061D,20011117,319
00061D,20011117,319
00061D,20011117,319
00061D,20011117,319
00061D,20011117,319
00062A,20010724,203
00062A,20010724,203
00062A,20010724,203
00062A,20010724,203
00062A,20010724,203
00062A,20010724,203
00062A,20010810,220
00062A,20010810,220
00062A,20010820,230
00062A,20010820,230
00062A,20010820,230
00062A,20010820,230
00062A,20010920,261
00062A,20010920,261
00062A,20010920,261
00062A,20010920,261
00062A,20010920,261
00062A,20011104,306
00062A,20011104,306
00062A,20011104,306
00062A,20011211,343
00062A,20011211,343
00062B,20010724,203
00062B,20010724,203
00062B,20010724,203
00062B,20010724,203
00062B,20010724,203
00062B,20010724,203
00062B,20010810,220
00062B,20010810,220
00062B,20010820,230
00062B,20010820,230
00062B,20010820,230
00062B,20010820,230
00062B,20010920,261
00062B,20010920,261
00062B,20010920,261
