中分類,メーカー,数量,金額,数量シェア,金額シェア
14,1143,133,71094,0.01196150733,0.01413029069
14,1148,114,47235,0.01025272057,0.009388194229
14,1151,65,15316,0.005845849447,0.003044132165
14,1176,24,14040,0.002158467488,0.002790520736
14,1196,55,25900,0.004946487994,0.005147755489
14,1213,6,2730,0.000539616872,0.0005426012543
14,1215,221,130284,0.01987588812,0.0258946014
14,1290,22,7941,0.001978595197,0.001578313758
14,1291,152,65443,0.01367029409,0.01300712596
14,1318,10,3310,0.0008993614534,0.0006578791764
14,1327,16,5936,0.001438978325,0.001179809907
14,1336,55,17698,0.004946487994,0.003517566666
14,1354,4,1640,0.0003597445813,0.0003259582626
14,1376,155,62290,0.01394010253,0.01238045133
14,1383,131,76248,0.01178163504,0.01515467415
14,1393,6,2148,0.000539616872,0.000426925822
14,1414,29,7598,0.002608148215,0.00151014078
14,1421,144,94907,0.01295080493,0.01886324441
14,1435,52,15733,0.004676679558,0.003127013016
14,1454,12,6792,0.001079233744,0.001349944219
14,1472,16,5808,0.001438978325,0.001154369262
14,1475,23,10419,0.002068531343,0.002070828743
14,1489,175,110642,0.01573882543,0.02199065494
14,1492,12,6858,0.001079233744,0.001363062052
14,1501,104,29704,0.009353359115,0.005903819654
14,1505,53,24433,0.004766615703,0.004856181848
14,1515,50,23400,0.004496807267,0.004650867894
14,1518,9,2340,0.000809425308,0.0004650867894
14,1525,82,22242,0.007374763918,0.004420709559
14,1551,47,25536,0.004226998831,0.005075408655
14,1570,148,53442,0.01331054951,0.01062186675
14,1595,57,36519,0.005126360284,0.00725833524
14,1610,155,56479,0.01394010253,0.0112254858
14,1613,78,43884,0.007015019336,0.008722166096
14,1632,58,17116,0.00521629643,0.003401891234
14,1633,100,77094,0.008993614534,0.01532282091
14,1634,34,14246,0.003057828941,0.002831464274
14,1639,103,66444,0.00926342297,0.01320607976
14,1674,201,84344,0.01807716521,0.01676379494
14,1689,7,1169,0.0006295530174,0.0002323446396
14,1714,176,96935,0.01582876158,0.01926631963
14,1717,92,57368,0.008274125371,0.01140217903
14,1730,104,27182,0.009353359115,0.005402559448
14,1734,23,5934,0.002068531343,0.001179412397
14,1747,36,11117,0.003237701232,0.00220955976
14,1788,93,47886,0.008364061516,0.009517583759
14,1789,108,44664,0.009713103696,0.008877195026
14,1799,116,62908,0.01043259286,0.01250328194
14,1804,133,41284,0.01196150733,0.008205402997
14,1817,65,7897,0.005845849447,0.001569568537
14,1818,25,7976,0.002248403633,0.001585270185
14,1875,82,40530,0.007374763918,0.008055541698
14,1894,75,29737,0.0067452109,0.005910378571
14,1903,121,17257,0.01088227359,0.003429915694
14,1916,20,2800,0.001798722907,0.0005565141069
14,1925,129,28557,0.01160176275,0.005675847626
14,1941,40,10151,0.003597445813,0.002017562393
14,1944,11,4422,0.0009892975987,0.0008788947789
14,1953,81,38727,0.007284827772,0.007697186364
14,1962,1,333,8.993614534e-05,6.618542772e-05
14,1974,68,24582,0.006115657883,0.004885796349
14,1987,163,50426,0.01465959169,0.01002242156
