日付,数量,金額
20010921,1,281
20010921,1,622
20010921,1,380
20010921,1,731
20010921,3,1749
20010921,1,346
20010921,1,775
20010921,5,1355
20010921,2,644
20010921,1,546
20010921,1,416
20010921,6,3576
20010921,1,244
20010921,7,1631
20010921,1,272
20010921,6,4596
20010921,1,277
20010921,1,459
20010922,6,1986
20010922,4,1872
20010922,1,635
20010922,1,499
20010922,6,4554
20010922,1,819
20010922,1,289
20010922,1,427
20010922,2,956
20010922,1,666
20010922,1,460
20010922,1,413
20010922,1,247
20010922,1,799
20010922,1,499
20010922,1,457
20010922,5,1985
20010922,1,384
20010922,6,4146
20010922,1,527
20010922,1,631
20010922,1,614
20010922,1,408
20010922,1,546
20010922,1,227
20010922,1,199
20010922,1,465
20010922,4,4212
20010922,1,384
20010922,1,413
20010923,1,363
20010923,1,962
20010923,1,241
20010923,3,699
20010923,1,433
20010923,1,208
20010923,1,159
20010923,1,664
20010923,1,345
20010923,6,2310
20010923,7,3514
20010923,1,569
20010923,1,380
20010923,1,175
20010923,1,636
20010923,1,437
20010923,5,3005
20010923,1,486
20010923,1,296
20010923,1,673
20010923,1,389
20010923,1,457
20010923,1,504
20010923,1,541
20010923,1,208
20010923,1,544
20010923,1,259
20010923,1,221
20010923,1,731
20010923,6,3492
20010923,4,908
20010923,5,3110
20010923,1,502
20010923,1,776
20010923,1,516
20010923,1,380
20010923,5,1205
20010923,1,549
20010924,1,291
20010924,1,530
20010924,1,437
20010924,5,1835
20010924,1,668
20010924,6,3288
20010924,6,5202
20010924,1,420
20010924,1,647
20010924,1,635
20010924,5,2005
20010924,1,411
20010924,4,2008
20010924,4,1860
20010924,1,342
20010924,1,408
20010924,1,273
20010925,2,1364
20010925,6,8118
20010925,1,506
20010925,1,583
20010925,1,595
20010925,1,516
20010925,6,2478
20010925,1,367
20010925,1,310
20010925,6,2754
20010925,1,411
20010925,1,274
20010925,1,490
20010925,1,494
20010925,1,631
20010925,1,582
20010925,5,835
20010925,5,2305
20010925,1,465
20010925,1,629
20010925,1,502
20010925,5,1515
20010925,6,2652
20010925,1,713
20010925,1,247
20010926,1,444
20010926,1,420
20010926,1,445
20010926,3,2139
20010926,1,310
20010926,1,294
20010926,1,778
20010926,6,2334
20010926,6,3276
20010926,1,228
20010926,1,586
20010926,4,1552
20010926,1,490
20010926,1,458
20010926,1,365
20010926,1,1372
20010926,1,370
20010926,4,1832
20010926,1,431
20010926,5,3625
20010926,4,2176
20010927,1,522
20010927,1,532
20010927,1,442
20010927,1,501
20010927,5,2180
20010927,1,346
20010927,1,465
20010927,6,2190
20010927,1,362
20010927,1,416
20010927,1,776
20010927,5,1165
20010927,1,327
20010927,5,3645
20010927,1,476
20010927,1,1371
20010927,2,1214
20010927,1,273
20010927,1,548
20010927,1,389
20010927,6,2532
20010928,6,3918
20010928,5,3285
20010928,4,984
20010928,1,666
20010928,1,168
20010928,5,2555
20010928,5,2065
20010930,1,502
20010930,1,715
20010930,1,559
20010930,1,494
20010930,1,276
20010930,1,689
20010930,1,583
20010930,1,653
20010930,1,450
20010930,1,457
20010930,1,524
20010930,1,458
20010930,1,427
20010930,1,333
20010930,5,2925
20010930,1,665
20010930,1,391
20010930,4,7184
20010930,1,336
20010930,5,4090
20010930,1,519
20010930,1,523
20011001,1,585
20011001,4,1428
20011001,1,596
20011001,1,431
20011001,3,2346
20011001,1,426
20011001,1,482
20011001,1,799
20011001,1,682
20011001,1,241
20011001,1,384
20011001,1,582
20011001,6,1182
20011001,1,258
20011001,6,2142
20011001,2,578
20011001,1,271
20011001,5,1260
20011001,1,365
20011001,1,636
20011001,1,471
20011001,1,511
20011001,1,346
20011001,1,302
20011001,1,532
20011001,1,480
20011002,5,2055
20011002,1,731
20011002,1,512
20011002,1,246
20011002,5,6860
20011002,1,398
20011002,1,336
20011002,1,373
20011002,1,503
20011002,1,867
20011002,1,568
20011002,1,715
20011003,1,279
20011003,1,502
20011003,1,581
20011003,1,361
20011003,1,328
20011003,1,962
20011003,1,586
20011003,6,3516
20011003,5,795
20011003,1,337
20011003,1,461
20011003,1,235
20011003,1,274
20011003,1,432
20011003,1,799
20011003,1,474
20011003,1,216
20011003,1,368
20011003,4,832
20011003,6,2076
20011003,1,705
20011003,1,693
20011003,3,1980
20011003,1,395
20011003,1,1590
20011003,1,637
20011003,1,652
20011003,1,556
20011003,1,413
20011003,1,420
20011003,1,596
20011003,1,877
20011003,1,637
20011003,1,235
20011003,1,423
20011003,1,677
20011003,5,2490
20011004,1,652
20011004,5,2005
20011004,5,910
20011004,1,448
20011004,6,3132
20011004,1,548
20011004,1,597
20011004,1,468
20011004,1,583
20011004,4,1324
20011004,6,2508
20011004,1,653
20011004,5,2250
20011004,1,497
20011005,1,432
20011005,5,2345
20011005,1,962
20011005,1,238
20011005,1,312
20011005,7,1939
20011005,1,329
20011005,7,2723
20011005,7,4669
20011005,7,4081
20011005,1,391
20011005,1,279
20011005,1,770
20011005,1,1077
20011005,1,687
20011005,5,805
20011005,1,582
20011005,1,233
20011005,1,298
20011005,1,666
20011005,1,179
20011005,6,2088
20011005,1,530
20011005,1,667
20011005,1,631
20011005,1,709
20011005,1,867
20011007,1,487
20011007,5,4080
20011007,5,3110
20011007,1,819
20011007,1,631
20011007,1,441
20011007,1,357
20011007,1,581
20011008,2,1170
20011008,1,554
20011008,1,422
20011008,1,635
20011008,1,797
20011008,1,403
20011008,5,4185
20011008,7,1295
20011008,1,294
20011008,1,403
20011008,1,273
20011008,1,271
20011008,1,877
20011008,1,512
20011008,1,729
20011008,1,270
20011008,1,559
20011008,1,504
20011008,6,3216
20011008,1,715
20011009,1,437
20011009,5,1955
20011009,1,346
20011009,1,511
20011009,1,525
20011009,1,375
20011009,1,571
20011009,5,1710
20011009,5,2210
20011009,6,5772
20011009,5,6040
20011009,6,2100
20011009,1,677
20011009,6,2670
20011009,1,362
20011010,1,382
20011010,1,258
20011010,1,680
20011010,1,597
20011010,5,2530
20011010,1,590
20011010,6,1968
20011010,4,2964
20011010,5,4555
20011010,1,250
20011010,5,3715
20011010,5,2610
20011010,1,897
20011010,1,465
20011010,1,1796
20011010,1,709
20011010,1,1077
20011010,1,571
20011010,7,3801
20011010,1,197
20011010,5,1825
20011010,1,369
20011010,1,457
20011010,5,1165
20011010,5,2310
20011010,5,895
20011010,4,2860
20011010,1,703
20011010,1,382
20011010,1,532
20011010,1,775
20011010,1,345
20011010,1,705
20011010,5,2745
20011010,1,715
20011010,1,401
20011010,6,1836
20011010,1,192
20011010,7,2289
20011010,3,897
20011010,1,346
20011010,1,311
20011011,5,1095
20011011,1,568
20011011,1,532
20011011,1,434
20011011,3,1938
20011011,1,556
20011011,1,499
20011011,1,221
20011011,1,246
20011011,3,1500
20011011,5,2535
20011011,4,1672
20011011,1,771
20011011,1,530
20011011,5,2340
20011011,1,864
20011011,1,318
20011012,1,805
20011012,1,147
20011012,1,482
20011012,1,622
20011012,1,725
20011012,1,345
20011012,1,770
20011012,1,625
20011012,1,532
20011012,4,2820
20011012,1,159
20011013,1,345
20011013,1,328
20011013,5,3110
20011013,4,1380
20011013,1,147
20011013,1,541
20011013,5,3325
20011013,1,546
20011013,1,365
20011013,1,595
20011013,1,502
20011013,1,329
20011014,1,500
20011014,1,631
20011014,6,2076
20011014,1,403
20011014,3,2448
20011014,5,3145
20011015,1,571
20011015,1,731
20011015,1,433
20011015,7,2408
20011015,1,938
20011015,1,293
20011015,1,723
20011015,3,1311
20011015,1,568
20011015,1,571
20011015,4,1836
20011015,1,614
20011015,1,731
20011015,1,367
20011015,1,293
20011015,5,2915
20011015,1,445
20011015,1,881
20011015,1,401
20011015,1,466
20011015,1,631
20011015,1,357
20011015,1,455
20011015,1,376
20011015,1,636
20011015,1,450
20011015,1,1371
20011015,5,2660
20011015,1,682
20011015,1,514
20011015,1,1334
20011015,1,403
20011015,5,3070
20011015,1,566
20011015,1,435
20011015,1,182
20011015,1,863
20011015,1,666
20011015,1,437
20011015,1,837
20011015,1,799
20011015,3,1791
20011016,7,1393
20011016,4,684
20011016,6,6318
20011016,5,2110
20011016,1,962
20011016,1,259
20011016,5,2065
20011016,1,519
20011016,1,713
20011016,5,2410
20011016,1,400
20011016,1,223
20011016,1,962
20011016,5,3185
20011016,1,403
20011016,1,465
20011016,1,431
20011016,4,1548
20011016,1,490
20011016,2,930
20011016,5,2580
20011016,4,2380
20011016,5,7950
20011016,1,559
20011016,1,400
20011016,1,628
20011016,1,819
20011016,1,116
20011017,1,445
20011017,1,469
20011017,5,2305
20011017,1,512
20011017,1,506
20011017,1,514
20011017,1,556
20011017,1,290
20011017,1,362
20011017,1,583
20011018,1,1492
20011018,5,1395
20011018,1,238
20011018,1,530
20011018,5,2470
20011018,1,445
20011018,1,388
20011018,5,7950
20011018,1,403
20011018,1,637
20011018,3,2055
20011018,1,494
20011018,1,365
20011018,1,666
20011019,6,2076
20011019,1,739
20011019,1,403
20011019,1,797
20011019,4,2324
20011019,1,963
20011019,5,3040
20011019,6,5184
20011019,6,3330
20011019,5,1620
20011019,1,554
20011019,1,465
20011019,3,2226
20011019,1,528
20011019,6,2334
20011019,1,450
20011019,3,1494
20011019,1,571
20011019,6,2418
20011019,1,252
20011019,1,797
20011019,1,713
20011019,3,1749
20011019,1,653
20011019,1,431
20011019,1,435
20011020,1,541
20011020,1,273
20011020,1,506
20011020,1,441
20011020,1,634
20011020,1,411
20011020,1,561
20011020,4,1940
20011020,3,1515
20011020,1,515
20011020,1,467
20011020,1,515
20011020,1,1077
20011020,1,357
20011020,1,507
20011020,2,1610
20011020,1,652
20011020,1,372
20011020,1,357
20011020,1,320
20011020,1,357
20011020,5,2425
20011020,1,1053
20011020,1,652
20011020,1,677
20011020,1,314
20011020,1,559
20011020,1,328
20011020,1,594
20011020,1,277
20011020,1,388
20011021,1,812
20011021,1,1089
20011021,4,1488
20011021,2,844
20011021,1,537
20011021,5,1275
20011021,1,322
20011021,5,4025
20011021,5,2920
20011021,1,513
20011021,1,492
20011021,1,614
20011021,1,319
20011021,5,2520
20011021,1,453
20011021,1,508
20011021,1,476
20011021,3,1161
20011021,1,306
20011021,1,636
20011021,5,2770
20011021,1,216
20011021,6,3336
20011021,1,682
20011021,3,1374
20011021,1,316
20011021,1,962
20011021,6,8952
20011021,1,1334
20011021,1,667
20011021,5,995
20011021,1,618
20011021,5,4295
20011021,1,379
20011021,1,453
20011021,5,4185
20011021,1,867
20011021,6,2460
20011021,1,397
20011021,1,482
20011021,1,271
20011021,1,361
20011021,4,2008
20011021,1,540
20011021,1,523
20011021,1,329
20011022,1,636
20011022,5,2330
20011022,2,1336
20011022,1,291
20011022,1,167
20011022,3,864
20011022,1,502
20011022,1,455
20011022,1,189
20011022,1,628
20011022,5,2090
20011022,6,2172
20011022,1,549
20011022,1,485
20011022,1,1796
20011022,3,1167
20011022,1,730
20011022,1,465
20011023,1,442
20011023,1,805
20011023,5,910
20011023,1,963
20011023,5,3810
20011023,1,168
20011023,1,541
20011023,3,1167
20011023,1,221
20011023,1,557
20011023,5,1250
20011023,1,646
20011023,1,465
20011023,1,723
20011024,1,367
20011024,1,571
20011024,1,816
20011024,1,450
20011024,1,537
20011024,1,367
20011024,7,3234
20011024,1,380
20011024,1,680
20011024,1,387
20011024,1,268
20011024,1,461
20011024,1,566
20011024,5,2500
20011024,6,1512
20011024,1,350
20011024,6,1764
20011024,1,514
20011024,7,4711
20011024,6,3078
20011024,7,1169
20011024,1,375
20011024,1,435
20011024,5,3235
20011024,1,327
20011024,6,2238
20011024,1,494
20011024,1,350
20011024,3,1653
20011024,1,664
20011024,1,294
20011025,1,354
20011025,1,962
20011025,4,1096
20011025,1,294
20011025,1,296
20011025,1,837
20011025,7,3430
20011025,7,3780
20011025,1,502
20011025,5,5265
20011025,1,608
20011025,1,432
20011025,1,877
20011025,1,585
20011025,1,962
20011025,1,731
20011025,3,1038
20011025,1,382
20011025,1,324
20011025,6,3684
20011025,1,355
20011025,5,2130
20011025,1,195
20011025,1,246
20011026,1,442
20011026,5,1135
20011026,1,827
20011026,1,770
20011026,1,799
20011026,5,2595
20011026,1,432
20011026,1,441
20011026,5,2160
20011026,1,640
20011026,6,4926
20011026,1,435
20011026,1,597
20011026,1,310
20011026,1,775
20011026,1,476
20011027,1,555
20011027,6,5412
20011027,1,435
20011027,1,596
20011027,3,1032
20011027,1,431
20011027,1,705
20011027,1,493
20011027,1,391
20011027,1,432
20011027,1,388
20011027,4,1092
20011027,1,541
20011027,1,199
20011027,1,403
20011027,1,670
20011027,1,1028
20011027,6,2406
20011027,1,480
20011027,1,535
20011027,2,914
20011027,1,406
20011027,1,389
20011027,1,329
20011027,1,427
20011027,3,1083
20011027,1,406
20011027,1,185
20011029,5,1370
20011029,1,743
20011029,1,343
20011029,5,1425
20011029,7,8379
20011029,7,5859
20011029,1,199
20011029,1,682
20011029,1,731
20011029,1,496
20011029,5,2915
20011029,1,566
20011030,7,4669
20011030,1,293
20011030,1,571
20011030,1,444
20011030,1,252
20011030,1,700
20011030,1,397
20011030,1,596
20011030,1,523
20011030,5,2620
20011030,6,1860
20011030,1,323
20011030,1,670
20011030,3,1665
20011031,4,2924
20011031,1,492
20011031,1,631
20011031,1,350
20011031,3,1533
20011031,1,329
20011031,1,641
20011031,1,274
20011031,1,307
20011031,5,2295
20011031,1,137
20011031,7,4823
20011031,1,262
20011101,1,776
20011101,1,274
20011101,1,555
20011101,1,345
20011101,6,2850
20011101,1,159
20011101,3,1770
20011101,2,1594
20011102,1,896
20011102,1,730
20011103,6,2574
20011103,1,775
20011103,5,2975
20011103,1,334
20011103,1,539
20011103,1,657
20011103,1,523
20011103,1,739
20011103,1,358
20011103,1,259
20011103,1,398
20011103,1,1028
20011103,1,491
20011103,5,4105
20011103,1,458
20011103,1,709
20011103,1,614
20011103,1,862
20011103,1,689
20011103,5,3320
20011103,1,403
20011103,1,1053
20011103,1,294
20011103,1,461
20011103,1,247
20011103,5,2110
20011104,1,387
20011104,6,1428
20011104,1,476
20011104,7,4522
20011104,1,512
20011104,1,320
20011104,1,896
20011104,1,459
20011104,5,2705
20011104,7,2555
20011104,1,246
20011104,5,2795
20011104,1,499
20011104,1,290
20011104,1,702
20011104,5,2135
20011104,1,743
20011104,5,1235
20011104,1,682
20011104,1,259
20011104,3,2889
20011104,1,422
20011104,2,1594
20011105,5,2015
20011105,1,516
20011105,5,685
20011105,1,655
20011105,6,2940
20011105,1,784
20011105,1,1371
20011105,6,3474
20011105,1,298
20011105,1,655
20011105,1,608
20011105,5,2305
20011105,1,357
20011105,1,524
20011105,1,782
20011105,5,2055
20011105,1,434
20011105,1,391
20011105,5,2630
20011105,3,1470
20011105,6,2442
20011105,1,550
20011105,3,2688
20011105,6,2142
20011105,1,963
20011105,1,977
20011106,1,408
20011106,1,687
20011106,7,3220
20011106,1,667
20011106,1,481
20011106,5,1795
20011106,1,993
20011106,1,416
20011107,1,420
20011107,1,175
20011107,1,816
20011107,1,549
20011107,1,259
20011108,1,329
20011108,5,2170
20011108,5,700
20011108,4,1900
20011108,1,863
20011108,1,324
20011108,1,962
20011108,1,235
20011109,1,223
20011109,1,350
20011109,6,3972
20011109,1,911
20011109,1,881
20011109,5,3465
20011109,1,963
20011109,4,864
20011109,1,320
20011109,1,380
20011109,1,422
20011109,1,445
20011109,1,296
20011109,1,147
20011109,1,408
20011109,1,199
20011110,1,435
20011110,5,2490
20011110,3,3084
20011110,6,5772
20011110,1,382
20011110,1,498
20011110,1,420
20011110,1,810
20011110,1,465
20011110,1,246
20011110,5,1975
20011110,5,1865
20011110,1,877
20011111,1,367
20011111,1,345
20011111,5,4060
20011111,1,145
20011111,1,948
20011111,1,422
20011111,6,2382
20011111,1,482
20011111,1,459
20011111,3,1428
20011111,1,236
20011111,1,864
20011111,1,299
20011111,1,775
20011111,1,511
20011111,1,487
20011111,1,418
20011111,5,2290
20011111,3,1116
20011111,1,1372
20011111,1,388
20011111,1,791
20011111,5,4080
20011111,5,1360
20011111,3,789
20011111,1,685
20011112,5,1550
20011112,1,759
20011112,1,402
20011112,1,559
20011112,1,392
20011112,1,657
20011112,1,1796
20011112,1,637
20011112,1,558
20011112,1,290
20011112,1,310
20011112,6,2328
20011112,1,162
20011112,5,1490
20011112,1,707
20011112,5,1665
20011112,1,350
20011112,5,2300
20011112,1,413
20011112,1,159
20011112,1,389
20011113,1,902
20011113,1,595
20011113,1,528
20011113,3,1002
20011113,2,714
20011113,4,1628
20011113,1,307
20011113,3,3591
20011113,1,526
20011113,1,541
20011113,1,1372
20011113,1,482
20011113,1,367
20011113,5,955
20011113,1,152
20011113,1,250
20011113,1,323
20011113,5,2855
20011115,1,791
20011115,5,3365
20011115,1,246
20011115,5,1530
20011115,1,962
20011115,1,845
20011115,1,323
20011115,1,666
20011115,1,268
20011115,1,859
20011115,4,2668
20011115,3,3231
20011115,5,4080
20011115,5,3425
20011115,1,709
20011115,5,5985
20011115,1,327
20011115,1,816
20011115,5,2625
20011115,1,1208
20011115,1,350
20011115,1,508
20011115,6,3138
20011115,3,648
20011115,1,496
20011115,1,847
20011115,7,6167
20011115,1,819
20011116,3,1380
20011116,1,662
20011116,1,433
20011116,1,387
20011116,5,3615
20011116,4,1168
20011116,1,466
20011116,1,427
20011116,1,523
20011116,1,515
20011116,1,518
20011116,4,3136
20011117,1,541
20011117,1,881
20011117,5,3615
20011117,5,1465
20011117,1,445
20011117,1,122
20011117,4,644
20011117,4,2156
20011117,1,423
20011117,1,1492
20011117,1,863
20011117,1,292
20011117,1,195
20011117,1,337
20011117,1,358
20011117,1,310
20011117,1,515
20011117,1,504
20011117,6,2346
20011117,1,346
20011117,6,2754
20011117,1,550
20011117,5,2390
20011117,1,1372
20011117,1,126
20011117,4,2668
20011117,1,466
20011117,1,501
20011117,1,329
20011117,5,1625
20011117,2,836
20011117,4,1280
20011117,1,466
20011117,1,643
20011117,1,435
20011117,1,508
20011117,4,5488
20011117,1,813
20011117,1,397
20011117,1,805
20011117,1,876
20011118,1,358
20011118,1,337
20011118,1,1372
20011118,1,693
20011118,1,511
20011118,3,1941
20011118,1,544
20011118,3,1086
20011118,1,346
20011118,5,3650
20011118,5,4095
20011118,1,601
20011119,1,465
20011119,1,273
20011119,1,358
20011119,1,238
20011119,1,411
20011119,3,7704
20011119,3,1302
20011119,1,458
20011119,1,713
20011119,1,331
20011119,1,911
20011119,1,635
20011120,1,480
20011120,1,304
20011120,1,466
20011120,1,962
20011120,6,2100
20011120,1,329
20011120,3,2004
20011120,4,900
20011120,4,944
20011120,8,2384
20011120,1,259
20011120,1,137
20011120,1,337
20011120,5,2620
20011120,1,337
20011120,1,320
20011120,1,541
20011121,1,523
20011121,1,938
20011121,1,494
20011121,5,1080
20011121,5,2290
20011121,1,255
20011121,4,2708
20011121,1,666
20011121,1,557
20011121,1,480
20011122,1,641
20011122,1,367
20011122,3,1254
20011122,6,1206
20011122,1,307
20011122,1,323
20011122,1,664
20011122,1,457
20011122,6,3006
20011123,1,877
20011123,1,395
20011123,1,876
20011123,1,268
20011123,1,724
20011124,1,536
20011124,4,1716
20011124,1,499
20011124,1,544
20011124,6,4554
20011124,5,1635
20011124,5,3340
20011124,1,590
20011124,6,2790
20011124,1,700
20011124,1,245
20011124,1,549
20011124,1,672
20011124,6,2868
20011124,5,3410
20011124,1,293
20011124,1,762
20011125,1,403
20011125,1,382
20011125,1,641
20011125,1,977
20011125,1,570
20011125,1,687
20011125,1,668
20011125,1,491
20011126,1,334
20011126,1,730
20011126,1,682
20011126,6,2070
20011126,4,1780
20011126,1,429
20011126,6,2592
20011126,1,389
20011126,5,6670
20011126,1,437
20011126,1,424
20011126,1,499
20011126,1,506
20011126,1,272
20011126,1,791
20011126,5,835
20011126,5,2305
20011126,1,255
20011126,1,859
20011126,1,258
20011126,1,480
20011126,1,457
20011126,1,682
20011126,6,3540
20011126,6,5262
20011126,1,445
20011126,1,1492
20011127,1,594
20011127,1,1028
20011127,2,864
20011127,5,1725
20011127,2,552
20011127,5,3715
20011127,1,372
20011127,1,324
20011127,5,3285
20011127,7,2569
20011127,1,731
20011127,1,350
20011128,1,582
20011128,1,533
20011128,1,365
20011128,1,406
20011128,1,622
20011128,1,345
20011128,5,6860
20011128,5,2185
20011128,6,2964
20011128,1,633
20011128,2,654
20011128,5,2250
20011128,1,171
20011128,1,605
20011128,1,478
20011128,1,636
20011128,5,1555
20011128,1,233
20011128,5,2375
20011128,5,3875
20011128,1,307
20011128,1,766
20011128,1,502
20011128,1,262
20011129,5,4480
20011129,1,516
20011129,1,319
20011129,5,2580
20011129,1,536
20011129,1,387
20011129,1,1334
20011129,1,396
20011129,1,416
20011129,1,465
20011129,1,505
20011129,1,320
20011129,1,310
20011129,1,525
20011129,1,214
20011129,1,465
20011129,6,870
20011129,1,388
20011129,1,335
20011129,1,668
20011129,1,349
20011129,1,350
20011129,1,458
20011129,7,2709
20011130,1,435
20011130,1,667
20011130,1,318
20011130,1,311
20011130,5,3335
20011130,5,1165
20011130,5,3110
20011130,1,395
20011130,1,469
20011130,5,3655
20011130,1,506
20011130,1,776
20011130,1,168
20011130,5,1685
20011130,1,674
20011130,6,2520
20011130,1,662
20011130,1,506
20011130,1,731
20011130,1,539
20011130,1,641
20011130,1,668
20011130,1,334
20011130,1,432
20011130,5,3850
20011130,5,1940
20011130,1,682
20011130,1,380
20011130,1,476
20011130,1,962
20011130,1,427
20011201,1,2568
20011201,1,585
20011201,1,583
20011201,1,594
20011201,1,380
20011201,1,567
20011201,1,407
20011201,5,1975
20011201,1,723
20011201,1,570
20011201,1,687
20011201,1,862
20011201,1,625
20011201,1,351
20011201,1,1197
20011201,1,585
20011201,1,876
20011201,1,614
20011201,5,3205
20011201,1,709
20011201,1,147
20011202,1,382
20011202,7,3444
20011202,1,506
20011202,6,882
20011202,6,2418
20011202,6,3150
20011202,1,897
20011202,1,2568
20011202,1,1163
20011202,1,762
20011202,1,273
20011202,6,3222
20011202,1,244
20011202,1,532
20011202,1,554
20011202,1,306
20011202,1,555
20011202,5,2530
20011202,1,346
20011202,1,427
20011202,1,762
20011202,1,641
20011202,1,498
20011202,1,434
20011202,1,179
20011202,1,444
20011202,1,535
20011202,4,2936
20011202,1,350
20011202,5,2260
20011202,5,1080
20011202,1,245
20011202,1,544
20011202,5,1730
20011202,1,238
20011202,1,172
20011202,6,1914
20011203,5,3400
20011203,5,1520
20011203,1,559
20011203,7,2800
20011203,1,435
20011203,1,544
20011203,1,245
20011203,1,250
20011203,7,2660
20011203,1,1163
20011203,1,1014
20011203,1,759
20011204,6,3516
20011204,1,591
20011204,5,1845
20011205,1,328
20011205,6,1476
20011205,1,474
20011205,1,346
20011205,1,776
20011205,1,357
20011205,5,1530
20011205,1,668
20011205,1,294
20011205,1,530
20011205,6,3822
20011205,1,457
20011205,5,1555
20011205,6,1182
20011205,5,2705
20011205,1,289
20011205,1,307
20011205,1,502
20011205,1,700
20011205,1,460
20011205,1,504
20011205,1,182
20011205,1,810
20011206,1,345
20011206,7,4053
20011206,1,506
20011206,1,258
20011206,6,3786
20011206,1,543
20011206,5,2290
20011207,1,465
20011207,3,1383
20011207,1,348
20011207,1,104
20011207,1,532
20011207,5,1635
20011207,1,247
20011207,1,699
20011207,1,570
20011207,3,1377
20011207,1,437
20011207,5,2290
20011207,4,2924
20011207,1,766
20011207,6,822
20011207,7,3213
20011207,5,3335
20011207,1,289
20011207,1,307
20011207,1,685
20011207,1,329
20011207,6,3288
20011207,1,442
20011207,2,644
20011207,1,358
20011207,1,525
20011207,1,281
20011207,1,731
20011207,1,292
20011207,1,458
20011207,1,372
20011207,1,730
20011207,1,631
20011207,1,185
20011207,1,350
20011208,1,467
20011208,1,478
20011208,1,277
20011208,5,2050
20011208,1,353
20011208,1,412
20011208,1,637
20011208,1,389
20011208,1,762
20011208,1,622
20011208,6,2250
20011208,1,474
20011208,4,740
20011208,1,121
20011208,1,441
20011208,1,121
20011208,1,454
20011208,1,302
20011208,1,786
20011208,1,672
20011208,1,535
20011208,1,582
20011208,1,730
20011208,1,896
20011208,1,235
20011208,1,365
20011208,1,310
20011208,1,541
20011208,1,799
20011208,1,522
20011208,1,352
20011208,1,416
20011208,1,863
20011208,1,457
20011208,4,2092
20011208,1,271
20011208,1,423
20011208,1,582
20011208,1,445
20011208,1,292
20011208,1,302
20011208,1,672
20011208,1,500
20011208,1,389
20011208,7,3661
20011208,5,3880
20011208,5,1385
20011208,1,682
20011208,1,1590
20011208,1,381
20011208,1,247
20011208,1,481
20011208,1,407
20011208,1,292
20011208,6,3582
20011208,1,457
20011208,1,512
20011209,1,584
20011209,6,3138
20011209,1,352
20011209,1,528
20011209,1,430
20011209,1,544
20011210,1,962
20011210,6,2670
20011210,1,863
20011210,1,812
20011210,1,543
20011210,1,503
20011210,1,897
20011211,1,345
20011211,1,275
20011211,1,329
20011211,1,504
20011211,1,293
20011211,7,4760
20011211,1,406
20011211,5,2415
20011211,5,4315
20011211,6,3684
20011211,1,746
20011211,1,344
20011211,1,411
20011211,1,535
20011211,1,522
20011211,1,297
20011211,4,2592
20011211,1,445
20011211,5,4060
20011211,1,458
20011211,1,902
20011211,1,376
20011211,1,770
20011211,1,963
20011211,1,487
20011211,1,655
20011211,1,233
20011212,5,1640
20011212,6,1938
20011212,5,1350
20011212,3,1185
20011212,5,2330
20011213,1,667
20011213,1,746
20011213,1,389
20011213,1,685
20011213,1,423
20011213,1,465
20011213,1,512
20011213,1,351
20011213,5,735
20011213,1,391
20011213,1,1014
20011213,1,121
20011213,1,323
20011213,1,962
20011213,1,539
20011213,1,585
20011213,1,290
20011213,3,987
20011213,1,457
20011214,1,126
20011214,1,432
20011214,4,1536
20011214,1,546
20011214,1,614
20011214,1,655
20011214,1,126
20011214,1,720
20011214,1,327
20011214,1,273
20011215,1,896
20011215,1,416
20011215,1,539
20011215,2,684
20011215,1,334
20011215,1,522
20011215,1,152
20011215,1,407
20011215,1,307
20011215,1,544
20011215,5,1835
20011215,3,1923
20011215,1,539
20011215,1,458
20011215,1,600
20011215,3,1239
20011215,1,819
20011216,1,497
20011216,1,340
20011216,1,397
20011216,1,420
20011216,1,445
20011216,2,524
20011216,1,432
20011216,1,877
20011216,1,362
20011216,1,147
20011216,1,481
20011216,6,3798
20011216,1,709
20011216,6,2760
20011216,5,2110
20011216,1,367
20011216,1,389
20011216,1,331
20011216,6,3024
20011216,1,646
20011216,1,259
20011217,6,1986
20011217,1,693
20011217,1,223
20011218,1,622
20011218,1,121
20011218,6,3606
20011218,3,1266
20011218,6,3258
20011218,1,408
20011218,1,297
20011218,1,637
20011218,5,2640
20011218,1,431
20011218,1,274
20011218,1,121
20011218,1,630
20011218,1,559
20011218,5,2315
20011218,5,1230
20011218,1,355
20011218,1,462
20011218,1,595
20011218,5,2430
20011218,1,323
20011218,6,2886
20011218,4,3348
20011218,4,2672
20011218,6,2910
20011218,6,1758
20011218,4,3608
20011218,1,185
20011218,1,179
20011218,1,395
20011218,5,3155
20011218,5,3225
20011218,1,216
20011219,1,467
20011219,1,437
20011219,1,631
20011219,1,145
20011219,1,481
20011219,1,813
20011219,1,435
20011219,4,7104
20011219,1,422
20011219,1,272
20011219,7,6314
20011219,1,273
20011219,1,450
20011219,1,1053
20011219,6,1650
20011219,1,274
20011219,1,544
20011219,1,286
20011219,6,2544
20011219,1,536
20011220,6,3330
20011220,4,1172
20011220,1,570
20011220,5,2295
20011220,1,563
20011220,1,225
20011220,1,277
20011220,1,349
20011220,1,409
20011220,1,358
20011220,1,420
20011220,1,685
20011220,7,4564
20011220,1,286
20011220,1,316
20011220,1,302
20011220,1,325
20011220,3,1035
20011221,1,476
20011221,1,368
20011221,1,1372
20011221,3,1665
20011221,1,322
20011221,6,2382
20011221,3,1482
