date,quantity,amount
20011224,6,4866
20011224,7,3066
20011224,7,3038
20011228,6,5070
20011228,6,3138
20011228,7,2569
20011229,6,1854
20011229,7,4403
20011230,6,4404
20010111,6,4122
20010116,6,2748
20010119,6,2598
20010119,6,3216
20010119,7,3444
20010119,7,3318
20010119,7,3535
20010119,6,2154
20010123,6,1626
20010128,6,1758
20010130,6,1764
20010130,6,2418
20010130,6,1734
20010204,6,2808
20010206,6,1842
20010209,6,3138
20010209,6,1974
20010211,6,3060
20010212,6,3000
20010212,7,3598
20010220,6,1542
20010223,6,3066
20010224,6,2856
20010224,6,2670
20010224,6,1734
20010226,6,1572
20010227,6,2676
20010227,6,2442
20010306,6,3684
20010306,6,2286
20010306,7,3360
20010306,7,3682
20010308,7,2072
20010308,6,3120
20010309,6,1632
20010309,7,3647
20010310,7,3227
20010314,6,3654
20010315,7,3500
20010315,6,2466
20010315,6,3492
20010316,6,2598
20010317,7,2996
20010318,6,2154
20010320,7,4935
20010320,6,1416
20010321,6,3126
20010321,6,3948
20010321,6,3666
20010321,6,2250
20010323,6,2808
20010323,6,3324
20010325,6,1776
20010326,7,2254
20010327,6,2076
20010328,6,2286
20010329,6,1626
20010329,7,2240
20010329,7,2723
20010331,6,2166
20010401,6,2202
20010402,6,1974
20010404,6,2142
20010404,6,2556
20010405,7,2478
20010405,6,2820
20010405,7,2709
20010405,7,2961
20010407,6,2952
20010407,7,2471
20010408,7,1890
20010409,6,3786
20010410,6,2172
20010410,7,1470
20010410,6,1974
20010413,6,1968
20010414,6,2544
20010415,6,2886
20010415,8,2408
20010415,6,3648
20010415,6,3162
20010416,7,2107
20010417,7,3521
20010417,6,2700
20010419,6,3636
20010421,6,2598
20010423,6,2394
20010423,6,3084
20010423,6,1932
20010423,6,2442
20010423,6,1608
20010424,6,1494
20010425,6,4764
20010425,7,2324
20010425,6,1560
20010426,7,1813
20010427,6,2226
20010427,6,2088
20010430,6,2124
20010430,6,1110
20010430,6,5214
20010501,6,1362
20010502,7,3101
20010502,6,2628
20010502,6,1110
20010502,6,1776
20010502,6,1032
20010504,6,1986
20010505,6,2202
20010506,6,2802
20010506,6,1998
20010507,6,5214
20010507,6,2766
20010507,6,2664
20010507,6,3642
20010508,7,3108
20010509,6,2172
20010509,6,2070
20010511,6,2328
20010512,6,1584
20010514,6,2178
20010514,6,3126
20010514,6,1842
20010515,6,2352
20010516,7,1897
20010516,6,1206
20010516,6,3690
20010517,6,2934
20010518,6,2616
20010518,6,2772
20010519,6,2676
20010520,7,3787
20010520,6,1788
20010520,7,3577
20010521,6,1158
20010521,6,2142
20010521,7,2303
20010521,6,3324
20010521,6,3120
20010522,6,2958
20010523,7,2107
20010523,6,3066
20010525,6,2022
20010525,6,2076
20010528,7,3031
20010530,7,2296
20010530,6,4122
20010530,6,3012
20010531,6,1350
20010531,6,1416
20010531,6,1542
20010531,6,2610
20010531,6,3336
20010531,6,2262
20010601,6,2676
20010601,6,2688
20010601,6,1134
20010602,6,2466
20010603,6,1998
20010603,6,2988
20010604,6,2958
20010606,6,1950
20010608,6,2664
20010609,6,1896
20010609,6,3804
20010609,7,2576
20010609,6,2070
20010609,6,2562
20010609,6,1470
20010612,7,3052
20010612,6,3492
20010613,6,2790
20010614,6,2232
20010614,6,2040
20010615,6,3162
20010615,6,2262
20010616,7,2639
20010618,7,3717
20010618,7,3451
20010618,6,2172
20010618,6,1932
20010618,6,1638
20010618,6,3198
20010618,6,2226
20010618,6,2172
20010618,6,1362
20010618,6,2346
20010619,6,2862
20010619,7,2926
20010619,7,1099
20010620,6,8256
20010620,6,3198
20010620,6,4368
20010620,6,3936
20010621,6,3066
20010622,6,2346
20010622,6,2346
20010623,7,3521
20010625,6,3858
20010626,6,2232
20010627,6,2184
20010627,6,1968
20010627,6,8256
20010628,6,3858
20010628,6,2352
20010628,7,1715
20010629,7,4956
20010629,6,2010
20010629,6,2202
20010629,7,3598
20010629,6,3684
20010630,6,3540
20010701,6,3258
20010702,6,1578
20010704,6,2598
20010704,6,2856
20010706,7,3059
20010706,6,3294
20010707,6,2070
20010707,6,2496
20010710,6,3066
20010711,6,1662
20010711,6,2142
20010712,6,2616
20010714,6,2820
20010714,6,1842
20010714,6,2034
20010714,6,1782
20010715,6,1242
20010716,8,1240
20010717,7,3927
20010717,6,2202
20010717,6,2820
20010718,6,3930
20010718,6,3222
20010720,7,5726
20010720,6,2688
20010720,6,2796
20010720,6,4398
20010721,6,2280
20010722,6,3558
20010722,7,2548
20010722,6,1776
20010723,6,3912
20010723,7,2961
20010723,6,1152
20010724,6,3948
20010724,6,3198
20010724,7,2051
20010724,6,1878
20010725,6,3342
20010725,6,2646
20010727,7,3255
20010727,6,2070
20010727,6,2778
20010727,6,3768
20010728,6,1908
20010728,6,2676
20010729,7,2072
20010729,6,2790
20010729,6,2172
20010730,7,3633
20010730,6,2958
20010730,6,3066
20010730,7,3801
20010731,6,5220
20010731,6,4236
20010801,7,3073
20010801,6,1986
20010801,6,2058
20010801,6,1782
20010802,6,3198
20010802,6,2442
20010803,9,1899
20010804,6,2040
20010804,6,1032
20010805,6,1812
20010806,6,2070
20010808,6,2448
20010809,6,3666
20010809,6,4674
20010809,6,2346
20010809,6,2166
20010810,6,5412
20010811,6,2250
20010811,6,5214
20010812,7,3283
20010812,6,3222
20010812,7,2415
20010812,6,3948
20010812,6,1146
20010813,6,4068
20010814,6,3102
20010814,6,2664
20010815,6,2676
20010817,6,1326
20010817,6,2118
20010818,6,3372
20010818,6,2304
20010818,6,2622
20010818,6,3666
20010818,6,1146
20010818,6,1872
20010819,8,1784
20010819,6,2790
20010820,7,2142
20010820,6,3666
20010820,7,3318
20010821,6,2310
20010821,6,1812
20010822,6,2490
20010822,8,4184
20010822,6,1644
20010822,6,2232
20010822,6,1758
20010823,6,2418
20010825,6,1746
20010826,6,1734
20010826,6,3222
20010827,6,1320
20010827,6,5448
20010828,6,1092
20010828,6,1770
20010828,6,2610
20010828,6,3294
20010828,6,2250
20010828,6,3000
20010829,6,3066
20010830,6,2622
20010830,6,2640
20010830,6,2244
20010830,7,2639
20010831,6,4134
20010902,6,3276
20010902,6,2748
20010903,7,3598
20010904,6,3912
20010905,6,3630
20010905,6,2322
20010905,6,2508
20010905,6,3642
20010906,6,3510
20010907,7,3108
20010908,6,2844
20010909,6,1782
20010910,7,2912
20010910,6,2844
20010911,7,4193
20010911,6,5478
20010914,6,3276
20010915,6,4248
20010915,6,1662
20010916,6,3504
20010916,6,1998
20010917,6,1494
20010917,6,2124
20010918,6,3918
20010918,6,2352
20010919,6,2394
20010919,6,3948
20010919,7,2324
20010920,6,2448
20010920,6,1032
20010921,6,1956
20010922,6,4302
20010923,6,1146
20010923,7,4452
20010923,6,1776
20010923,6,2130
20010924,6,3444
20010924,7,2730
20010926,6,2736
20010926,6,2100
20010927,6,4458
20010927,6,2340
20011001,6,3306
20011001,6,1548
20011002,6,2466
20011002,6,3030
20011002,6,3066
20011003,6,2844
20011003,6,3450
20011004,6,3582
20011004,7,3836
20011004,6,5064
20011005,6,2598
20011009,7,4501
20011009,6,3762
20011009,6,2118
20011009,7,2989
20011012,6,5214
20011015,6,2064
20011015,7,2051
20011015,6,3816
20011015,6,4056
20011016,6,2700
20011016,6,2700
20011017,6,3438
20011019,6,4218
20011019,6,3504
20011020,6,1518
20011020,6,2310
20011020,6,2514
20011021,6,2646
20011021,6,2220
20011022,6,2172
20011022,6,2814
20011023,6,3666
20011024,6,2142
20011024,6,2274
20011024,6,1926
20011025,6,2274
20011025,6,2046
20011027,6,2592
20011027,6,2166
20011029,6,6522
20011029,6,3996
20011029,6,4068
20011030,6,4686
20011030,7,2338
20011031,6,2004
20011031,6,3366
20011103,6,5154
20011103,6,3828
20011103,7,2835
20011103,6,4662
20011104,6,4026
20011106,6,4368
20011108,7,3731
20011109,6,3120
20011109,6,2736
20011109,7,1561
20011110,6,2610
20011111,6,3642
20011112,7,4956
20011112,6,2352
20011112,6,3486
20011112,7,3150
20011113,6,1770
20011115,6,3198
20011115,6,3066
20011115,7,3171
20011120,6,1440
20011120,6,2400
20011120,7,2716
20011121,6,1986
20011123,6,2616
20011124,6,3810
20011124,6,2868
20011126,6,1896
20011126,6,2334
20011126,6,3066
20011126,6,2562
20011126,6,3564
20011126,6,2766
20011126,6,3522
20011126,6,3138
20011128,7,5313
20011201,6,3768
20011202,6,3282
20011202,6,1002
20011202,7,4032
20011205,7,1561
20011205,8,5336
20011206,6,4260
20011207,6,2760
20011207,6,5412
20011207,7,2856
20011207,6,3786
20011208,6,1662
20011208,6,3630
20011208,6,6048
20011208,6,1710
20011210,6,3198
20011211,6,1950
20011212,6,2178
20011213,6,2430
20011215,6,3468
20011215,7,2338
20011215,6,1782
20011215,6,4302
20011216,6,2172
20011218,6,3354
20011219,7,1449
20011219,6,3570
20011219,6,2154
20011220,6,3504
20011221,6,2142
20011222,6,5232
20011224,6,1956
20011224,6,2646
20011225,6,2058
20011226,7,2415
20011227,7,3794
20011228,6,2202
20011229,6,2652
20011229,6,2460
20011229,7,2919
20011229,6,2652
20011229,6,2196
20011229,6,5844
20011230,6,4782
20011230,7,2604
20011230,6,3126
