customer,receipt
00061A,1000777
00061A,1000777
00078A,1000778
00078A,1000778
00078A,1000778
00240A,1000780
00240A,1000780
00240A,1000780
00240A,1000780
00240A,1000780
00138A,1000782
00138A,1000782
00138A,1000782
00138A,1000782
00138A,1000782
00138A,1000782
00068A,1000781
00068A,1000781
00068A,1000781
00068A,1000781
00068A,1000781
00068A,1000781
00048A,1000783
00048A,1000783
00048A,1000783
00138A,1000786
00138A,1000786
00138A,1000786
00138A,1000786
00138A,1000786
00138A,1000786
00138A,1000786
00138A,1000786
00138A,1000786
00138A,1000786
00137A,1000785
00137A,1000785
00137A,1000785
00137A,1000785
00188A,1000788
00188A,1000788
00188A,1000788
00188A,1000788
00150A,1000787
00150A,1000787
00150A,1000787
00150A,1000787
00150A,1000787
00150A,1000787
00068A,1000784
00068A,1000784
00068A,1000784
00068A,1000784
00068A,1000784
00068A,1000784
00068A,1000784
00068A,1000784
00068A,1000784
00068A,1000784
00158A,1000789
00158A,1000789
00158A,1000789
00158A,1000789
00158A,1000789
00158A,1000789
00158A,1000789
00158A,1000789
00238A,1000790
00238A,1000790
00238A,1000790
00238A,1000790
00238A,1000790
00238A,1000790
00172A,1000792
00172A,1000792
00172A,1000792
00172A,1000792
00254A,1000793
00254A,1000793
00254A,1000793
00254A,1000793
00254A,1000793
00122A,1000791
00122A,1000791
00122A,1000791
00122A,1000791
00122A,1000791
00122A,1000791
00122A,1000791
00122A,1000791
00122A,1000791
00122A,1000791
00122A,1000791
00122A,1000791
00122A,1000791
00266A,1000794
00266A,1000794
00266A,1000794
00266A,1000794
00266A,1000794
00054A,1000795
00054A,1000795
00054A,1000795
00054A,1000795
00054A,1000795
00054A,1000795
00054A,1000795
00054A,1000795
00023A,1000796
00023A,1000796
00023A,1000796
00023A,1000796
00023A,1000796
00023A,1000796
00023A,1000796
00023A,1000796
00238A,1000799
00198A,1000798
00198A,1000798
00025A,1000797
00025A,1000797
00025A,1000797
00025A,1000797
00025A,1000797
00025A,1000797
00025A,1000797
00025A,1000797
00025A,1000797
00247A,1000802
00247A,1000802
00247A,1000802
00247A,1000802
00203A,1000801
00203A,1000801
00144A,1000800
00144A,1000800
00144A,1000800
00144A,1000800
00144A,1000800
00144A,1000800
00144A,1000800
00144A,1000800
00144A,1000800
00242A,1000808
00169A,1000806
00169A,1000806
00169A,1000806
00068A,1000803
00068A,1000803
00068A,1000803
00068A,1000803
00198A,1000807
00198A,1000807
00198A,1000807
00198A,1000807
00198A,1000807
00198A,1000807
00070A,1000804
00070A,1000804
00070A,1000804
00070A,1000804
00070A,1000804
00070A,1000804
00070A,1000804
00070A,1000804
00138A,1000805
00138A,1000805
00138A,1000805
00138A,1000805
00138A,1000805
00138A,1000805
00138A,1000805
00138A,1000805
00138A,1000805
00247A,1000809
00247A,1000809
00247A,1000809
00247A,1000809
00247A,1000809
00247A,1000809
00247A,1000809
00247A,1000809
00247A,1000809
00247A,1000809
00247A,1000809
00137A,1000811
00137A,1000811
00223A,1000813
00223A,1000813
00223A,1000813
00223A,1000813
00223A,1000813
00172A,1000812
00172A,1000812
00172A,1000812
00172A,1000812
00172A,1000812
00064A,1000810
00064A,1000810
00064A,1000810
00064A,1000810
00064A,1000810
00126A,1000815
00126A,1000815
00169A,1000817
00169A,1000817
00169A,1000817
00169A,1000817
00128A,1000816
00050A,1000814
00050A,1000814
00050A,1000814
00050A,1000814
00242A,1000821
00137A,1000819
00137A,1000819
00150A,1000820
00029A,1000818
00029A,1000818
00029A,1000818
00029A,1000818
00029A,1000818
00029A,1000818
00029A,1000818
00029A,1000818
00184A,1000823
00184A,1000823
00184A,1000823
00184A,1000823
00128A,1000822
00128A,1000822
00278A,1000832
00278A,1000832
00278A,1000832
00054A,1000824
00223A,1000831
00223A,1000831
00223A,1000831
00150A,1000826
00188A,1000828
00188A,1000828
00127A,1000825
00127A,1000825
00127A,1000825
00127A,1000825
00127A,1000825
00127A,1000825
00127A,1000825
00171A,1000827
00171A,1000827
00171A,1000827
00171A,1000827
00171A,1000827
00171A,1000827
00171A,1000827
00199A,1000829
00199A,1000829
00199A,1000829
00199A,1000829
00199A,1000829
00199A,1000829
00199A,1000829
00199A,1000829
00199A,1000829
00199A,1000829
00199A,1000829
00212A,1000830
00212A,1000830
00212A,1000830
00212A,1000830
00212A,1000830
00212A,1000830
00212A,1000830
00128A,1000837
00128A,1000837
00128A,1000837
00128A,1000837
00052A,1000835
00052A,1000835
00052A,1000835
00052A,1000835
00052A,1000835
00052A,1000835
00052A,1000835
00052A,1000835
00033A,1000833
00033A,1000833
00041A,1000834
00041A,1000834
00041A,1000834
00041A,1000834
00041A,1000834
00041A,1000834
00041A,1000834
00041A,1000834
00041A,1000834
00126A,1000836
00126A,1000836
00126A,1000836
00126A,1000836
00126A,1000836
00171A,1000840
00171A,1000840
00171A,1000840
00171A,1000840
00171A,1000840
00171A,1000840
00171A,1000840
00107A,1000839
00048A,1000838
00048A,1000838
00047A,1000841
00047A,1000841
00047A,1000841
00047A,1000841
00090A,1000842
00090A,1000842
00238A,1000843
00238A,1000843
00238A,1000843
00238A,1000843
00238A,1000843
00238A,1000843
00238A,1000843
00238A,1000843
00150A,1000847
00150A,1000847
00169A,1000848
00169A,1000848
00169A,1000848
00169A,1000848
00169A,1000848
00169A,1000848
00114A,1000844
00114A,1000844
00135A,1000846
00135A,1000846
00135A,1000846
00135A,1000846
00135A,1000846
00122A,1000845
00122A,1000845
00122A,1000845
00122A,1000845
00122A,1000845
00122A,1000845
00122A,1000845
00122A,1000845
00122A,1000845
00122A,1000845
00122A,1000845
00263A,1000851
00263A,1000851
00263A,1000851
00263A,1000851
00263A,1000851
00263A,1000851
00263A,1000851
00263A,1000851
00263A,1000851
00039A,1000849
00039A,1000849
00039A,1000849
00039A,1000849
00039A,1000849
00039A,1000849
00039A,1000849
00039A,1000849
00039A,1000849
00080A,1000850
00080A,1000850
00080A,1000850
00080A,1000850
00080A,1000850
00080A,1000850
00080A,1000850
00080A,1000850
00080A,1000850
00080A,1000850
00080A,1000850
00080A,1000850
00080A,1000850
00114A,1000856
00006A,1000852
00006A,1000852
00006A,1000852
00006A,1000852
00006A,1000852
00054A,1000854
00054A,1000854
00054A,1000854
00054A,1000854
00265A,1000859
00265A,1000859
00265A,1000859
00265A,1000859
00218A,1000858
00218A,1000858
00218A,1000858
00218A,1000858
00068A,1000855
00068A,1000855
00068A,1000855
00068A,1000855
00068A,1000855
00068A,1000855
00068A,1000855
00068A,1000855
00039A,1000853
00039A,1000853
00039A,1000853
00039A,1000853
00039A,1000853
00039A,1000853
00039A,1000853
00039A,1000853
00039A,1000853
00039A,1000853
00039A,1000853
00039A,1000853
00126A,1000857
00126A,1000857
00126A,1000857
00126A,1000857
00126A,1000857
00126A,1000857
00126A,1000857
00126A,1000857
00240A,1000863
00240A,1000863
00240A,1000863
00240A,1000863
00169A,1000861
00171A,1000862
00171A,1000862
00171A,1000862
00171A,1000862
00171A,1000862
00247A,1000864
00247A,1000864
00247A,1000864
00025A,1000860
00025A,1000860
00025A,1000860
00025A,1000860
00025A,1000860
00064A,1000866
00064A,1000866
00064A,1000866
00041A,1000865
00084A,1000867
00084A,1000867
00084A,1000867
00084A,1000867
00084A,1000867
00084A,1000867
00084A,1000867
00084A,1000867
00084A,1000867
00084A,1000867
00072A,1000870
00072A,1000870
00072A,1000870
00114A,1000871
00114A,1000871
00114A,1000871
00114A,1000871
00252A,1000874
00199A,1000872
00199A,1000872
00199A,1000872
00199A,1000872
00199A,1000872
00199A,1000872
00247A,1000873
00247A,1000873
00247A,1000873
00247A,1000873
00247A,1000873
00064A,1000868
00064A,1000868
00064A,1000868
00064A,1000868
00064A,1000868
00064A,1000868
00069A,1000869
00069A,1000869
00069A,1000869
00069A,1000869
00069A,1000869
00069A,1000869
00223A,1000877
00223A,1000877
00223A,1000877
00136A,1000876
00136A,1000876
00136A,1000876
00136A,1000876
00136A,1000876
00136A,1000876
00136A,1000876
00265A,1000878
00265A,1000878
00274A,1000879
00274A,1000879
00274A,1000879
00072A,1000875
00072A,1000875
00072A,1000875
00072A,1000875
00072A,1000875
00072A,1000875
00072A,1000875
00072A,1000875
00072A,1000875
00078A,1000880
00078A,1000880
00078A,1000880
00257A,1000882
00257A,1000882
00257A,1000882
00257A,1000882
00257A,1000882
00154A,1000881
00154A,1000881
00154A,1000881
00154A,1000881
00154A,1000881
00154A,1000881
00154A,1000881
00154A,1000881
00265A,1000887
00265A,1000887
00265A,1000887
00265A,1000887
00070A,1000883
00070A,1000883
00180A,1000884
00180A,1000884
00180A,1000884
00180A,1000884
00180A,1000884
00180A,1000884
00180A,1000884
00180A,1000884
00180A,1000884
00180A,1000884
00184A,1000885
00184A,1000885
00184A,1000885
00184A,1000885
00246A,1000886
00246A,1000886
00246A,1000886
00246A,1000886
00246A,1000886
00246A,1000886
00246A,1000886
00246A,1000886
00025A,1000888
00025A,1000888
00203A,1000890
00203A,1000890
00203A,1000890
00115A,1000889
00115A,1000889
00115A,1000889
00115A,1000889
00115A,1000889
00115A,1000889
00115A,1000889
00039A,1000891
00039A,1000891
00039A,1000891
00039A,1000891
00039A,1000891
00039A,1000891
00263A,1000892
00263A,1000892
00263A,1000892
00263A,1000892
00263A,1000892
00263A,1000892
00263A,1000892
00263A,1000892
00265A,1000894
00265A,1000894
00265A,1000894
00078A,1000893
00078A,1000893
00078A,1000893
00078A,1000893
00078A,1000893
00078A,1000893
00078A,1000893
00078A,1000893
00078A,1000893
00078A,1000893
00180A,1000895
00180A,1000895
00180A,1000895
00180A,1000895
00180A,1000895
00180A,1000895
00180A,1000895
00180A,1000895
00218A,1000896
00218A,1000896
00006A,1000897
00006A,1000897
00006A,1000897
00006A,1000897
00278A,1000901
00278A,1000901
00069A,1000899
00069A,1000899
00069A,1000899
00069A,1000899
00069A,1000899
00069A,1000899
00069A,1000899
00069A,1000899
00069A,1000899
00015A,1000898
00015A,1000898
00015A,1000898
00015A,1000898
00015A,1000898
00015A,1000898
00015A,1000898
00107A,1000900
00107A,1000900
00107A,1000900
00107A,1000900
00188A,1000907
00117A,1000904
00064A,1000903
00144A,1000905
00144A,1000905
00144A,1000905
00144A,1000905
00144A,1000905
00223A,1000908
00223A,1000908
00062A,1000902
00062A,1000902
00062A,1000902
00153A,1000906
00153A,1000906
00153A,1000906
00153A,1000906
00153A,1000906
00153A,1000906
00153A,1000906
00153A,1000906
00153A,1000906
00153A,1000906
00070A,1000910
00070A,1000910
00070A,1000910
00145A,1000911
00145A,1000911
00145A,1000911
00145A,1000911
00145A,1000911
00145A,1000911
00145A,1000911
00145A,1000911
00188A,1000912
00188A,1000912
00188A,1000912
00188A,1000912
00188A,1000912
00188A,1000912
00188A,1000912
00006A,1000909
00006A,1000909
00006A,1000909
00006A,1000909
00006A,1000909
00006A,1000909
00006A,1000909
00006A,1000909
00193A,1000914
00193A,1000914
00193A,1000914
00193A,1000914
00193A,1000914
00193A,1000914
00193A,1000914
00006A,1000913
00153A,1000915
00153A,1000915
00153A,1000915
00153A,1000915
00153A,1000915
00184A,1000917
00071A,1000916
00071A,1000916
00071A,1000916
00071A,1000916
00071A,1000916
00071A,1000916
00071A,1000916
00182A,1000920
00182A,1000920
00182A,1000920
00182A,1000920
00182A,1000920
00182A,1000920
00150A,1000919
00150A,1000919
00150A,1000919
00150A,1000919
00125A,1000918
00125A,1000918
00125A,1000918
00125A,1000918
00125A,1000918
00125A,1000918
00241A,1000922
00241A,1000922
00241A,1000922
00241A,1000922
00241A,1000922
00241A,1000922
00241A,1000922
00241A,1000922
00114A,1000921
00114A,1000921
00114A,1000921
00114A,1000921
00114A,1000921
00039A,1000923
00039A,1000923
00039A,1000923
00039A,1000923
00039A,1000923
00039A,1000923
00172A,1000926
00172A,1000926
00172A,1000926
00172A,1000926
00172A,1000926
00154A,1000925
00154A,1000925
00107A,1000924
00107A,1000924
00107A,1000924
00107A,1000924
00107A,1000924
00188A,1000927
00188A,1000927
00188A,1000927
00188A,1000927
00188A,1000927
00188A,1000927
00188A,1000927
00188A,1000927
00105A,1000929
00105A,1000929
00105A,1000929
00105A,1000929
00169A,1000931
00169A,1000931
00169A,1000931
00169A,1000931
00169A,1000931
00169A,1000931
00169A,1000931
00093A,1000928
00093A,1000928
00093A,1000928
00093A,1000928
00093A,1000928
00093A,1000928
00093A,1000928
00131A,1000930
00131A,1000930
00184A,1000932
00137A,1000936
00188A,1000937
00058A,1000933
00058A,1000933
00058A,1000933
00125A,1000935
00125A,1000935
00125A,1000935
00125A,1000935
00125A,1000935
00078A,1000934
00078A,1000934
00078A,1000934
00078A,1000934
00078A,1000934
00078A,1000934
00078A,1000934
00078A,1000934
00039A,1000938
00039A,1000938
00039A,1000938
00039A,1000938
00039A,1000938
00039A,1000938
00039A,1000938
00039A,1000938
00039A,1000938
00039A,1000938
00137A,1000940
00137A,1000940
00137A,1000940
00137A,1000940
00137A,1000940
00137A,1000940
00137A,1000940
00137A,1000940
00066A,1000939
00066A,1000939
00066A,1000939
00066A,1000939
00066A,1000939
00066A,1000939
00066A,1000939
00066A,1000939
00066A,1000939
00066A,1000939
00182A,1000941
00182A,1000941
00182A,1000941
00182A,1000941
00182A,1000941
00182A,1000941
00182A,1000941
00182A,1000941
00182A,1000941
00182A,1000941
00182A,1000941
00182A,1000941
00114A,1000944
00114A,1000944
00114A,1000944
00114A,1000944
00238A,1000946
00238A,1000946
00238A,1000946
00238A,1000946
00238A,1000946
00238A,1000946
00238A,1000946
00238A,1000946
00061A,1000942
00061A,1000942
00061A,1000942
00061A,1000942
00061A,1000942
00061A,1000942
00061A,1000942
00061A,1000942
00061A,1000942
00266A,1000947
00266A,1000947
00266A,1000947
00266A,1000947
00266A,1000947
00266A,1000947
00266A,1000947
00065A,1000943
00065A,1000943
00065A,1000943
00065A,1000943
00065A,1000943
00065A,1000943
00065A,1000943
00126A,1000945
00126A,1000945
00126A,1000945
00126A,1000945
00126A,1000945
00126A,1000945
00188A,1000949
00188A,1000949
00188A,1000949
00208A,1000950
00208A,1000950
00208A,1000950
00068A,1000948
00068A,1000948
00068A,1000948
00068A,1000948
00068A,1000948
00068A,1000948
00242A,1000951
00242A,1000951
00242A,1000951
00242A,1000951
00242A,1000951
00242A,1000951
00265A,1000952
00265A,1000952
00265A,1000952
00265A,1000952
00265A,1000952
00265A,1000952
00064A,1000953
00064A,1000953
00214A,1000956
00214A,1000956
00249A,1000957
00249A,1000957
00249A,1000957
00249A,1000957
00249A,1000957
00111A,1000955
00111A,1000955
00070A,1000954
00070A,1000954
00070A,1000954
00070A,1000954
00070A,1000954
00070A,1000954
00238A,1000959
00238A,1000959
00238A,1000959
00238A,1000959
00069A,1000958
00069A,1000958
00069A,1000958
00069A,1000958
00069A,1000958
00069A,1000958
00266A,1000961
00266A,1000961
00266A,1000961
00266A,1000961
00238A,1000960
00238A,1000960
00238A,1000960
00238A,1000960
00238A,1000960
00150A,1000963
00150A,1000963
00150A,1000963
00150A,1000963
00070A,1000962
00001A,1000964
00001A,1000964
00001A,1000964
00001A,1000964
00001A,1000964
00001A,1000964
00084A,1000966
00084A,1000966
00084A,1000966
00084A,1000966
00084A,1000966
00039A,1000965
00039A,1000965
00039A,1000965
00039A,1000965
00039A,1000965
00039A,1000965
00154A,1000968
00154A,1000968
00154A,1000968
00154A,1000968
00154A,1000968
00154A,1000968
00070A,1000967
00070A,1000967
00242A,1000972
00242A,1000972
00242A,1000972
00242A,1000972
00242A,1000972
00214A,1000971
00214A,1000971
00214A,1000971
00214A,1000971
00214A,1000971
00214A,1000971
00214A,1000971
00214A,1000971
00214A,1000971
00214A,1000971
00065A,1000969
00065A,1000969
00065A,1000969
00065A,1000969
00065A,1000969
00114A,1000970
00114A,1000970
00114A,1000970
00114A,1000970
00114A,1000970
00114A,1000970
00114A,1000970
00278A,1000974
00278A,1000974
00278A,1000974
00258A,1000973
00258A,1000973
00258A,1000973
00258A,1000973
00258A,1000973
00258A,1000973
00258A,1000973
00258A,1000973
00258A,1000973
00247A,1000978
00247A,1000978
00247A,1000978
00215A,1000977
00215A,1000977
00215A,1000977
00215A,1000977
00215A,1000977
00180A,1000976
00180A,1000976
00180A,1000976
00180A,1000976
00180A,1000976
00180A,1000976
00180A,1000976
00180A,1000976
00180A,1000976
00180A,1000976
00066A,1000975
00066A,1000975
00066A,1000975
00066A,1000975
00066A,1000975
00066A,1000975
00258A,1000983
00172A,1000981
00172A,1000981
00172A,1000981
00172A,1000981
00278A,1000984
00278A,1000984
00278A,1000984
00278A,1000984
00003A,1000979
00003A,1000979
00003A,1000979
00003A,1000979
00003A,1000979
00003A,1000979
00078A,1000980
00249A,1000982
00249A,1000982
00249A,1000982
00249A,1000982
00249A,1000982
00249A,1000982
00249A,1000982
00249A,1000982
00125A,1000985
00125A,1000985
00252A,1000988
00252A,1000988
00252A,1000988
00172A,1000987
00172A,1000987
00172A,1000987
00172A,1000987
00172A,1000987
00172A,1000987
00275A,1000989
00275A,1000989
00275A,1000989
00275A,1000989
00275A,1000989
00275A,1000989
00275A,1000989
00275A,1000989
00275A,1000989
00275A,1000989
00137A,1000986
00137A,1000986
00137A,1000986
00276A,1000990
00276A,1000990
00276A,1000990
00276A,1000990
00276A,1000990
00276A,1000990
00276A,1000990
00263A,1000993
00263A,1000993
00263A,1000993
00263A,1000993
00263A,1000993
00263A,1000993
00105A,1000991
00105A,1000991
00105A,1000991
00105A,1000991
00105A,1000991
00105A,1000991
00105A,1000991
00105A,1000991
00197A,1000992
00197A,1000992
00197A,1000992
00197A,1000992
00197A,1000992
00197A,1000992
00197A,1000992
00184A,1000997
00078A,1000995
00078A,1000995
00078A,1000995
00266A,1000999
00266A,1000999
00266A,1000999
00266A,1000999
00266A,1000999
00266A,1000999
00266A,1000999
00182A,1000996
00182A,1000996
00182A,1000996
00182A,1000996
00182A,1000996
00182A,1000996
00182A,1000996
00182A,1000996
00238A,1000998
00238A,1000998
00238A,1000998
00238A,1000998
00238A,1000998
00238A,1000998
00238A,1000998
00047A,1000994
00047A,1000994
00047A,1000994
00047A,1000994
00047A,1000994
00047A,1000994
00047A,1000994
00047A,1000994
00047A,1000994
00047A,1000994
00047A,1000994
00278A,1001002
00278A,1001002
00278A,1001002
00249A,1001001
00249A,1001001
00029A,1001000
00029A,1001000
00029A,1001000
00029A,1001000
00029A,1001000
00029A,1001000
00029A,1001000
00209A,1001004
00058A,1001003
00058A,1001003
00148A,1001006
00148A,1001006
00148A,1001006
00148A,1001006
00148A,1001006
00148A,1001006
00148A,1001006
00148A,1001006
00148A,1001006
00148A,1001006
00148A,1001006
00069A,1001005
00069A,1001005
00069A,1001005
00069A,1001005
00247A,1001008
00247A,1001008
00247A,1001008
00247A,1001008
00218A,1001007
00218A,1001007
00218A,1001007
00218A,1001007
00218A,1001010
00078A,1001009
00078A,1001009
00078A,1001009
00078A,1001009
00078A,1001009
00078A,1001009
00068A,1001013
00068A,1001013
00068A,1001013
00068A,1001013
00255A,1001015
00255A,1001015
00023A,1001011
00023A,1001011
00023A,1001011
00023A,1001011
00023A,1001011
00023A,1001011
00023A,1001011
00023A,1001011
00023A,1001011
00023A,1001011
00090A,1001014
00090A,1001014
00090A,1001014
00090A,1001014
00090A,1001014
00090A,1001014
00090A,1001014
00064A,1001012
00064A,1001012
00064A,1001012
00064A,1001012
00064A,1001012
00064A,1001012
00064A,1001012
00064A,1001012
00064A,1001012
00064A,1001012
00064A,1001012
00064A,1001012
00015A,1001016
00015A,1001016
00015A,1001016
00015A,1001016
00015A,1001016
00015A,1001016
00015A,1001016
00015A,1001016
00015A,1001016
00015A,1001016
00068A,1001017
00068A,1001017
00068A,1001017
00068A,1001017
00068A,1001017
00068A,1001017
00068A,1001017
00082A,1001019
00082A,1001019
00082A,1001019
00082A,1001019
00082A,1001019
00082A,1001019
00082A,1001019
00082A,1001019
00082A,1001019
00082A,1001019
00082A,1001019
00082A,1001019
00082A,1001019
00082A,1001019
00202A,1001021
00202A,1001021
00202A,1001021
00202A,1001021
00202A,1001021
00202A,1001021
00088A,1001020
00088A,1001020
00088A,1001020
00088A,1001020
00088A,1001020
00088A,1001020
00088A,1001020
00088A,1001020
00088A,1001020
00088A,1001020
00080A,1001018
00080A,1001018
00080A,1001018
00080A,1001018
00080A,1001018
00080A,1001018
00080A,1001018
00080A,1001018
00080A,1001018
00080A,1001018
00000A,1001022
00000A,1001022
00000A,1001022
00000A,1001022
00218A,1001023
00218A,1001023
00065A,1001024
00065A,1001024
00065A,1001024
00065A,1001024
00065A,1001024
00065A,1001024
00065A,1001024
00062A,1001027
00062A,1001027
00131A,1001029
00131A,1001029
00131A,1001029
00093A,1001028
00093A,1001028
00093A,1001028
00093A,1001028
00093A,1001028
00093A,1001028
00034A,1001026
00034A,1001026
00034A,1001026
00034A,1001026
00034A,1001026
00034A,1001026
00034A,1001026
00034A,1001026
00034A,1001026
00034A,1001026
00001A,1001025
00001A,1001025
00001A,1001025
00001A,1001025
00001A,1001025
00001A,1001025
00071A,1001030
00071A,1001030
00071A,1001030
00071A,1001030
00071A,1001030
00249A,1001034
00023A,1001031
00023A,1001031
00023A,1001031
00023A,1001031
00023A,1001031
00023A,1001031
00023A,1001031
00212A,1001033
00212A,1001033
00200A,1001032
00200A,1001032
00200A,1001032
00200A,1001032
00200A,1001032
00200A,1001032
00200A,1001032
00200A,1001032
00200A,1001032
00126A,1001036
00126A,1001036
00108A,1001035
00108A,1001035
00108A,1001035
00108A,1001035
00108A,1001035
00108A,1001035
00184A,1001037
00184A,1001037
00214A,1001041
00214A,1001041
00214A,1001041
00214A,1001041
00214A,1001041
00214A,1001041
00214A,1001041
00214A,1001041
00214A,1001041
00001A,1001038
00208A,1001040
00208A,1001040
00134A,1001039
00134A,1001039
00134A,1001039
00134A,1001039
00134A,1001039
00125A,1001042
00125A,1001042
00125A,1001042
00125A,1001042
00125A,1001042
00125A,1001042
00137A,1001043
00137A,1001043
00137A,1001043
00137A,1001043
00137A,1001043
00137A,1001043
00149A,1001044
00149A,1001044
00149A,1001044
00149A,1001044
00149A,1001044
00149A,1001044
00149A,1001044
00149A,1001044
00149A,1001044
00000A,1001045
00000A,1001045
00000A,1001045
00003A,1001046
00003A,1001046
00003A,1001046
00003A,1001046
00003A,1001046
00003A,1001046
00003A,1001046
00003A,1001046
00003A,1001046
00003A,1001046
00003A,1001046
00202A,1001048
00202A,1001048
00202A,1001048
00202A,1001048
00202A,1001048
00202A,1001048
00109A,1001047
00109A,1001047
00109A,1001047
00109A,1001047
00109A,1001047
00109A,1001047
00109A,1001047
00109A,1001047
00109A,1001047
00109A,1001047
00109A,1001047
00109A,1001047
00109A,1001047
00109A,1001047
00109A,1001047
00109A,1001047
00156A,1001049
00156A,1001049
00156A,1001049
00156A,1001049
00156A,1001049
00278A,1001051
00278A,1001051
00278A,1001051
00278A,1001051
00169A,1001050
00169A,1001050
00169A,1001050
00169A,1001050
00169A,1001050
00169A,1001050
00169A,1001050
00169A,1001050
00169A,1001050
00169A,1001050
00169A,1001050
00006A,1001052
00006A,1001052
00006A,1001052
00006A,1001052
00025A,1001053
00109A,1001054
00109A,1001054
00109A,1001054
00109A,1001054
00109A,1001054
00109A,1001054
00109A,1001054
00109A,1001054
00109A,1001054
00109A,1001054
00109A,1001054
00109A,1001054
00109A,1001054
00072A,1001057
00072A,1001057
00072A,1001057
00072A,1001057
00072A,1001057
00072A,1001057
00066A,1001056
00066A,1001056
00131A,1001058
00131A,1001058
00131A,1001058
00131A,1001058
00131A,1001058
00131A,1001058
00131A,1001058
00065A,1001055
00065A,1001055
00065A,1001055
00065A,1001055
00065A,1001055
00065A,1001055
00065A,1001055
00072A,1001059
00072A,1001059
00072A,1001059
00072A,1001059
00114A,1001060
00114A,1001060
00114A,1001060
00114A,1001060
00212A,1001061
00212A,1001061
00212A,1001061
00212A,1001061
00212A,1001061
00067A,1001064
00067A,1001064
00067A,1001064
00067A,1001064
00067A,1001064
00067A,1001064
00067A,1001064
00067A,1001064
00067A,1001064
00025A,1001063
00025A,1001063
00025A,1001063
00009A,1001062
00009A,1001062
00009A,1001062
00009A,1001062
00009A,1001062
00009A,1001062
00009A,1001062
00009A,1001062
00009A,1001062
00009A,1001062
00082A,1001065
00082A,1001065
00082A,1001065
00082A,1001065
00082A,1001065
00082A,1001065
00082A,1001065
00082A,1001065
00082A,1001065
00082A,1001065
00212A,1001068
00212A,1001068
00212A,1001068
00026A,1001066
00026A,1001066
00026A,1001066
00026A,1001066
00067A,1001067
00067A,1001067
00067A,1001067
00067A,1001067
00067A,1001067
00067A,1001067
00067A,1001067
00067A,1001067
00067A,1001067
00067A,1001067
00067A,1001067
00067A,1001067
00067A,1001067
00067A,1001067
00169A,1001070
00169A,1001070
00169A,1001070
00169A,1001070
00134A,1001069
00134A,1001069
00134A,1001069
00134A,1001069
00134A,1001069
00134A,1001073
00134A,1001073
00134A,1001073
00078A,1001071
00078A,1001071
00078A,1001071
00131A,1001072
00131A,1001072
00131A,1001072
00131A,1001072
00131A,1001072
00131A,1001072
00131A,1001072
00088A,1001074
00088A,1001074
00088A,1001074
00088A,1001074
00088A,1001074
00088A,1001074
00088A,1001074
00182A,1001078
00182A,1001078
00182A,1001078
00182A,1001078
00134A,1001075
00134A,1001075
00134A,1001075
00134A,1001075
00134A,1001075
00134A,1001075
00134A,1001075
00134A,1001075
00238A,1001079
00144A,1001076
00144A,1001076
00144A,1001076
00144A,1001076
00144A,1001076
00144A,1001076
00144A,1001076
00144A,1001076
00151A,1001077
00151A,1001077
00151A,1001077
00151A,1001077
00151A,1001077
00151A,1001077
00108A,1001081
00108A,1001081
00108A,1001081
00108A,1001081
00108A,1001081
00067A,1001080
00067A,1001080
00212A,1001085
00212A,1001085
00212A,1001085
00212A,1001085
00212A,1001085
00212A,1001085
00202A,1001083
00202A,1001083
00202A,1001083
00202A,1001083
00202A,1001083
00202A,1001083
00202A,1001083
00202A,1001083
00210A,1001084
00210A,1001084
00210A,1001084
00210A,1001084
00210A,1001084
00210A,1001084
00210A,1001084
00210A,1001084
00210A,1001084
00210A,1001084
00210A,1001084
00154A,1001082
00154A,1001082
00154A,1001082
00154A,1001082
00154A,1001082
00154A,1001082
00169A,1001088
00058A,1001087
00058A,1001087
00058A,1001087
00025A,1001086
00025A,1001086
00025A,1001086
00025A,1001086
00025A,1001086
00025A,1001086
00245B,1000000
00245B,1000000
00245B,1000000
00228B,1000001
00228B,1000001
00228B,1000001
00228B,1000001
00228B,1000001
00228B,1000001
00228B,1000001
00091B,1000002
00091B,1000002
00091B,1000002
00091B,1000002
00220B,1000003
00220B,1000003
00220B,1000003
00220B,1000003
00220B,1000003
00220B,1000003
00220B,1000003
00220B,1000003
00041B,1000004
00041B,1000004
00041B,1000004
00041B,1000004
00041B,1000004
00041B,1000004
00041B,1000004
00228B,1000007
00228B,1000007
00228B,1000007
00228B,1000007
00228B,1000007
00228B,1000007
00118B,1000006
00118B,1000006
00118B,1000006
00118B,1000006
00118B,1000006
00099B,1000005
00099B,1000005
00099B,1000005
00099B,1000005
00099B,1000005
00099B,1000005
00099B,1000005
00099B,1000005
00099B,1000005
00099B,1000005
00168B,1000008
00168B,1000008
00168B,1000008
00168B,1000008
00168B,1000008
00168B,1000008
00181B,1000009
00181B,1000009
00181B,1000009
00181B,1000009
00181B,1000009
00044B,1000010
00044B,1000010
00044B,1000010
00044B,1000010
00044B,1000010
00041B,1000013
00041B,1000013
00041B,1000013
00041B,1000013
00041B,1000013
00021B,1000012
00021B,1000012
00021B,1000012
00021B,1000012
00021B,1000012
00021B,1000012
00021B,1000012
00021B,1000012
00018B,1000011
00018B,1000011
00018B,1000011
00018B,1000011
00018B,1000011
00018B,1000011
00018B,1000011
00018B,1000011
00018B,1000011
00018B,1000011
