manufacturer,brand,profit
0394,039401,558
1327,132702,86
1341,134100,56
0556,055600,368
0597,059700,96
0921,092101,168
0701,070100,2760
1633,163302,290
1730,173000,74
1487,148704,991
0025,002501,228
1668,166803,59
1143,114302,108
0023,002300,90
1327,132705,355
0407,040704,100
0136,013601,76
1353,135300,85
0494,049400,380
1296,129603,80
1919,191900,242
1839,183902,501
1788,178802,104
0542,054202,1128
1669,166901,108
0025,002501,228
1878,187801,1135
1053,105301,1242
1839,183902,501
0744,074400,110
1291,129100,189
0590,059003,349
0401,040106,84
1405,140503,274
0649,064905,131
0701,070100,3220
0018,001800,152
0508,050800,52
0939,093906,137
0523,052300,257
1327,132705,71
0369,036900,1105
1886,188601,37
1804,180403,60
1571,157103,240
0115,011502,66
1221,122103,520
0844,084400,188
0121,012101,84
0129,012907,50
0025,002501,228
0717,071700,378
1115,111500,69
0736,073600,368
1943,194300,254
0189,018900,505
0623,062301,198
0939,093900,229
1017,101703,334
0442,044204,272
1207,120700,434
0002,000202,125
1405,140503,274
0616,061601,214
0463,046307,966
0690,069004,821
1950,195003,1122
1341,134100,280
1789,178900,218
1610,161001,72
1145,114501,76
1772,177201,110
1383,138301,86
1896,189601,58
1624,162401,3130
0367,036703,40
0191,019100,484
0508,050800,52
1925,192500,126
0887,088701,108
0773,077301,101
1133,113302,1515
1007,100700,119
0649,064905,131
1310,131000,217
0465,046500,124
1287,128703,70
1287,128703,70
1021,102101,120
0407,040704,600
1799,179903,790
0586,058602,1205
1057,105702,1530
1955,195503,573
0663,066302,63
1765,176502,280
1417,141703,233
0856,085602,1660
0407,040704,100
0013,001301,415
1755,175504,399
1878,187801,227
0949,094901,162
1148,114803,90
1226,122600,153
1001,100104,894
1215,121503,1545
0799,079901,290
0255,025502,97
1216,121600,80
1574,157403,98
1686,168602,596
1735,173500,300
1285,128501,129
1414,141403,24
1566,156600,88
1468,146801,231
0780,078001,462
1151,115102,1180
0191,019104,344
0300,030002,205
1110,111001,85
1463,146303,633
1001,100101,117
0208,020801,465
1261,126101,630
0026,002605,75
1565,156500,118
0013,001300,553
0405,040502,78
0929,092901,354
1705,170502,299
1223,122300,100
1994,199404,284
1527,152705,184
0590,059003,2094
1875,187504,100
0871,087101,99
1471,147100,450
1107,110702,906
1896,189601,118
0151,015100,1284
0025,002501,316
1771,177104,83
1067,106705,73
0536,053604,87
1772,177202,126
1942,194203,83
0068,006801,389
0869,086900,191
0856,085602,830
0870,087000,127
1919,191900,968
0983,098300,1344
1789,178902,146
1334,133400,37
0565,056500,67
1772,177201,110
0678,067800,143
0125,012500,38
1229,122901,288
0151,015100,214
1725,172503,96
0614,061400,92
1735,173500,60
1364,136402,234
0910,091000,600
0663,066302,63
0319,031904,503
1862,186200,156
0158,015803,58
1889,188901,962
0597,059700,96
0061,006101,79
1950,195003,561
1137,113701,127
0939,093902,169
0109,010905,126
1400,140000,314
1886,188600,213
1006,100601,144
1570,157000,948
1781,178102,400
0376,037601,77
0011,001101,51
0590,059003,489
1017,101703,334
1987,198701,174
0569,056902,1540
1454,145402,534
0918,091803,456
0054,005401,606
0471,047104,594
0191,019104,2064
0909,090901,105
1175,117501,84
1950,195003,935
1658,165802,109
1293,129301,57
1215,121503,515
0804,080404,189
0473,047303,309
0344,034403,236
0887,088701,108
1175,117501,504
0745,074501,414
0956,095603,42
1715,171502,82
1804,180403,60
0971,097100,65
1477,147704,236
1376,137605,157
0545,054503,49
1444,144403,239
1143,114302,540
0678,067800,143
1290,129003,99
0590,059003,2445
1548,154802,69
0621,062100,175
0068,006801,389
1955,195503,955
1942,194203,137
0712,071201,114
1862,186200,156
1137,113701,127
1378,137804,87
0203,020300,131
0189,018903,580
1674,167405,440
1175,117501,84
0136,013601,152
1175,117501,84
1032,103200,336
0171,017104,169
0338,033801,55
1263,126302,276
0299,029902,149
1987,198701,174
1489,148900,1530
0338,033802,137
1578,157805,257
1215,121507,347
0751,075103,93
1405,140503,274
0585,058501,101
0590,059003,2934
1327,132702,86
1427,142700,102
0386,038605,215
1705,170501,258
0227,022704,325
1463,146303,633
0188,018800,5050
1092,109202,880
0384,038403,123
1431,143106,98
1527,152705,184
0567,056702,1972
1124,112402,111
0909,090901,105
1496,149602,3216
1730,173000,140
1574,157403,98
0420,042000,107
1820,182004,109
0151,015100,214
1053,105301,207
1799,179903,158
1369,136902,296
1908,190802,80
1716,171603,972
1889,188903,102
1287,128703,182
0068,006801,389
0423,042305,792
0983,098300,576
0614,061400,92
0302,030202,1590
0346,034600,1395
1799,179903,158
1113,111304,285
1145,114501,76
1378,137803,265
0586,058602,241
1570,157004,795
1943,194300,254
1198,119800,327
0125,012500,38
1644,164402,283
0175,017501,146
0960,096002,75
0918,091803,456
0147,014700,100
1788,178802,624
1263,126302,69
0679,067905,159
1578,157805,380
1763,176305,203
0107,010703,775
1207,120700,434
0799,079901,290
0508,050800,52
0013,001300,553
1574,157403,98
1610,161001,72
1468,146801,231
0302,030201,172
1862,186200,936
0586,058602,241
1341,134100,56
1613,161302,504
0303,030302,101
1226,122600,153
1551,155101,391
0536,053604,87
1427,142700,51
0153,015302,172
0129,012907,150
0140,014000,816
1484,148401,68
0844,084400,940
1113,111304,57
1886,188600,213
1454,145403,131
1765,176502,56
1315,131504,84
0191,019104,344
1804,180403,60
1291,129100,1134
1226,122600,612
0617,061701,93
0300,030002,345
1444,144403,478
1347,134702,456
0191,019104,344
0501,050100,197
0777,077700,540
0121,012101,84
0779,077905,105
0423,042305,528
0175,017501,146
1558,155803,28
1483,148302,80
0596,059604,444
1496,149602,2412
1880,188002,81
1760,176002,640
1007,100700,119
0068,006801,389
0508,050800,312
0303,030302,101
1613,161302,126
1889,188901,962
1100,110001,63
1925,192500,756
0300,030002,345
0104,010402,275
0108,010800,263
1853,185300,182
0542,054202,282
0174,017405,330
0120,012000,193
1725,172506,486
0108,010800,1578
0312,031203,291
0227,022700,125
1646,164603,540
1431,143106,98
0969,096902,208
1523,152302,97
1523,152302,97
0302,030201,172
0266,026600,1835
0151,015100,642
0151,015100,856
1273,127302,422
0573,057301,135
0171,017104,1014
0744,074400,110
1216,121600,240
1353,135300,85
1942,194203,137
0371,037101,250
0013,001302,122
0596,059604,74
0894,089401,690
0725,072501,276
1021,102100,54
1315,131504,504
1895,189503,119
1263,126302,69
1886,188601,222
0649,064905,655
1720,172003,430
1634,163400,97
0713,071300,186
0104,010402,55
1913,191300,84
0918,091803,456
0344,034403,708
1812,181200,57
1489,148900,473
1482,148204,114
0463,046305,55
0115,011504,122
0556,055600,368
1974,197403,1056
1056,105604,40
1361,136102,151
0315,031501,1165
1117,111700,89
1886,188600,213
0725,072501,414
1298,129803,242
0844,084401,126
1918,191802,93
1942,194203,137
0064,006400,50
0788,078801,82
0760,076001,54
0407,040704,100
0728,072803,981
0376,037601,127
0542,054202,1692
1556,155601,165
1477,147704,1416
1341,134100,56
1053,105301,207
1987,198701,174
0338,033802,137
1006,100601,72
1221,122103,667
1263,126302,167
0013,001302,122
0138,013801,160
1875,187504,100
0835,083500,85
1749,174903,582
0550,055003,299
1229,122901,1440
1850,185002,205
1705,170501,258
0405,040501,237
0554,055401,330
1327,132700,75
0104,010400,480
1133,113302,303
1634,163400,97
1705,170502,299
0302,030201,172
1238,123804,21
0939,093902,169
1477,147704,1180
1771,177104,83
1816,181600,504
0678,067800,316
1974,197400,475
0193,019301,498
1113,111304,342
0828,082802,123
1492,149206,181
0143,014301,62
0891,089104,88
0054,005401,780
1677,167705,325
0268,026800,127
0108,010800,263
0707,070700,873
0736,073600,368
1987,198701,174
0508,050800,208
0744,074400,550
1730,173005,47
0523,052300,257
0194,019404,77
0189,018903,116
1878,187801,227
0533,053304,195
1646,164603,90
0420,042000,107
0125,012500,228
1720,172003,430
0869,086900,191
1287,128703,910
1196,119601,104
1801,180100,245
0482,048203,815
1327,132700,75
1925,192500,126
1844,184400,114
1261,126101,126
0371,037101,1804
0438,043802,2044
1148,114803,450
1424,142402,92
1053,105300,112
1238,123804,52
0013,001302,122
1677,167705,325
1483,148302,80
0227,022700,125
1646,164603,90
0107,010703,155
0522,052201,94
0371,037101,451
1012,101201,73
0208,020801,558
1261,126101,126
1417,141703,233
1318,131805,610
0048,004801,64
0605,060502,119
0110,011006,86
0485,048500,59
1565,156500,118
0856,085602,415
0104,010400,80
1444,144403,1195
1067,106705,845
1310,131000,217
0745,074501,345
0508,050800,156
1510,151003,97
1032,103200,336
1466,146600,81
0465,046500,124
0799,079901,290
0376,037601,127
1336,133601,241
1463,146303,633
1633,163302,1450
1013,101300,355
1322,132200,1938
1705,170501,466
0856,085602,415
1705,170501,932
1913,191300,84
1510,151003,97
1463,146303,633
0192,019200,128
1705,170502,299
1057,105702,1275
0471,047104,594
0438,043802,511
0104,010400,80
1193,119302,142
1083,108301,62
1196,119601,104
1477,147704,236
0712,071201,114
1537,153702,570
0536,053604,87
1274,127401,110
0164,016402,126
0158,015803,348
1340,134000,125
1902,190200,540
0707,070700,291
1124,112400,64
0572,057202,106
1143,114302,108
0678,067801,165
0717,071700,63
0929,092901,354
0062,006201,702
0054,005401,195
1902,190200,108
1263,126302,167
1117,111700,623
0290,029000,97
0465,046500,124
0353,035306,134
1298,129803,242
0506,050602,397
0140,014000,1093
0463,046307,265
1056,105604,40
1226,122600,283
1725,172504,135
0674,067402,240
1919,191900,242
0949,094901,162
0164,016402,126
0126,012600,681
0394,039401,93
0616,061601,1070
1378,137803,265
1853,185300,182
1844,184401,139
1633,163302,609
1755,175504,1995
0649,064905,131
1151,115101,155
0346,034600,279
1689,168900,46
1193,119302,142
1431,143106,588
1889,188901,962
1226,122600,283
1987,198701,174
1674,167405,440
1516,151601,63
0344,034403,236
1322,132200,323
0907,090702,74
0616,061601,452
0052,005200,204
0506,050602,586
1908,190802,80
1260,126001,142
0188,018800,1010
1409,140900,252
1273,127302,422
0138,013801,160
1353,135300,85
0679,067901,219
1007,100700,119
0386,038605,860
1382,138203,755
1170,117003,200
0501,050100,273
0147,014701,170
1716,171603,243
0617,061701,93
0208,020801,279
0769,076900,101
1862,186203,360
0099,009902,171
1789,178900,218
0386,038605,1290
1198,119800,327
0929,092901,2124
0604,060401,206
0606,060602,64
1482,148204,798
1717,171700,132
1285,128501,774
0416,041600,101
0690,069004,821
0341,034102,80
1955,195503,327
1725,172506,486
0465,046500,124
1903,190301,90
1124,112400,64
0175,017501,146
1862,186203,360
1400,140000,314
1574,157403,98
1468,146801,231
0910,091000,120
1043,104301,434
1788,178802,312
0164,016402,756
1067,106705,169
1364,136402,234
0604,060401,206
0227,022700,125
0227,022704,650
1770,177000,110
1421,142101,117
1950,195003,187
0649,064905,131
0085,008500,1141
1516,151601,63
1574,157403,392
0407,040704,500
0569,056902,924
0621,062100,875
0194,019404,462
0346,034600,279
0175,017501,146
1556,155601,165
0735,073502,89
1646,164603,630
0266,026601,135
1919,191900,968
0471,047101,257
1001,100104,596
1799,179903,158
0508,050800,79
1285,128501,129
1950,195003,187
1686,168602,298
0226,022600,504
0420,042000,107
0143,014301,62
0750,075000,80
1886,188601,37
1772,177202,1120
0068,006801,389
1145,114501,76
1854,185406,169
1889,188901,962
0171,017104,169
1659,165902,1065
0370,037000,57
0844,084400,188
0802,080200,378
0025,002501,1896
1468,146801,231
0255,025502,97
0623,062301,198
0597,059700,96
1056,105604,40
1405,140503,274
0536,053604,87
0138,013801,160
1340,134000,625
0193,019301,83
0147,014700,100
0000,000000,72
0442,044204,272
0463,046307,265
0556,055600,368
1668,166803,59
0614,061400,92
1427,142700,51
0931,093101,594
1226,122600,283
0189,018903,116
1033,103300,169
1226,122603,375
0293,029302,229
1578,157805,380
1844,184400,114
0151,015100,214
1613,161302,630
0178,017803,160
0887,088701,108
0147,014700,100
0960,096001,118
0025,002501,316
1763,176305,203
1013,101300,355
0302,030202,795
0104,010400,80
0569,056902,308
1100,110001,315
1226,122603,150
1613,161302,126
1195,119503,96
0108,010800,1578
1525,152504,57
1021,102100,378
0109,010905,63
0068,006801,2334
0606,060602,64
0171,017104,237
1548,154802,624
1515,151500,432
0523,052300,257
0099,009902,171
0707,070700,1746
0578,057800,442
0565,056500,67
0931,093101,99
0369,036900,442
1720,172003,430
0094,009404,172
1287,128703,182
1015,101501,57
1644,164402,441
0099,009902,171
0463,046307,265
1263,126302,835
1117,111700,89
0207,020700,960
1145,114502,122
1421,142101,243
1994,199404,284
1570,157000,237
0164,016402,126
1319,131902,53
1689,168900,46
1143,114302,108
0013,001300,2212
1117,111700,89
1942,194203,137
1035,103504,84
0918,091803,456
1765,176502,56
1021,102100,162
1223,122300,100
0807,080700,87
1886,188601,37
0736,073600,368
1216,121600,80
1730,173000,840
0293,029302,1603
1747,174702,132
1566,156600,88
1850,185002,41
0038,003805,147
0773,077301,101
1595,159501,695
0175,017501,233
0013,001302,122
1755,175504,399
0023,002300,90
0463,046307,265
1789,178900,218
0227,022700,125
0807,080700,87
1893,189300,201
1013,101301,60
1427,142700,51
1013,101300,355
1649,164901,810
1689,168900,296
0025,002501,1580
0293,029302,229
1705,170501,466
0386,038605,294
0048,004803,88
1765,176502,280
1137,113701,127
1835,183504,106
0054,005401,195
0416,041600,101
0939,093902,845
1124,112402,298
0870,087000,762
1193,119302,2376
0353,035306,134
0590,059000,285
0523,052300,257
0394,039401,465
1974,197400,95
0293,029302,916
1902,190200,432
0061,006101,79
1570,157000,237
0663,066302,63
0203,020300,496
0188,018800,6060
1705,170502,299
1568,156800,135
1405,140503,274
0386,038605,294
1942,194203,822
0550,055004,85
1880,188002,150
0171,017104,1422
0617,061702,162
0751,075103,93
1862,186200,156
1080,108004,240
1421,142101,243
1649,164901,135
0463,046305,430
1953,195300,535
1143,114302,108
0799,079901,290
1033,103300,169
1290,129004,350
0126,012600,1362
0549,054906,329
1812,181200,57
1586,158605,103
0353,035306,134
1659,165902,213
0371,037101,1353
1006,100601,72
1484,148401,68
0556,055600,492
0023,002300,540
0164,016402,756
0846,084604,53
0344,034403,314
0596,059601,360
1862,186200,156
1291,129100,189
1987,198701,174
1889,188901,962
0110,011006,86
0522,052201,580
1258,125804,100
0856,085602,2075
1893,189300,804
0596,059602,121
0621,062100,175
0126,012600,227
1492,149206,181
0951,095102,505
1908,190802,80
0887,088701,108
1987,198701,1044
1913,191300,84
1107,110702,151
1705,170501,466
1021,102100,270
0465,046500,124
1725,172506,2430
1274,127401,110
0140,014000,1093
0266,026600,734
0663,066302,63
0594,059402,127
1480,148000,90
1148,114804,588
0550,055003,1794
1369,136902,1480
0370,037000,228
1720,172003,430
0485,048500,59
1380,138005,590
1287,128703,910
0293,029302,229
1403,140303,165
1285,128501,129
1080,108004,240
0773,077300,64
0694,069401,453
1172,117200,135
1382,138203,151
1378,137803,265
0649,064902,106
0407,040704,193
1291,129100,189
0931,093101,99
1894,189400,77
0120,012000,965
1943,194300,254
0423,042305,132
0188,018800,5812
0405,040502,78
0567,056702,2465
1383,138301,234
0191,019100,121
0120,012000,193
0605,060502,476
0108,010800,263
1875,187504,100
0542,054202,846
1924,192404,99
0713,071300,186
1644,164402,441
0561,056105,158
1765,176502,56
1117,111700,89
1649,164901,135
0597,059700,576
0034,003401,60
0605,060502,714
1632,163202,134
1516,151601,63
0508,050800,395
1987,198701,174
0038,003805,147
0786,078602,109
1565,156500,118
1908,190802,80
1818,181803,70
1468,146801,231
1527,152705,184
1974,197400,475
1083,108300,323
1258,125804,181
0370,037000,57
1889,188901,4810
1424,142402,92
0405,040502,78
1610,161001,136
0939,093900,229
1193,119302,396
0208,020801,260
1955,195503,327
0971,097100,65
0293,029302,229
1017,101703,334
0121,012101,84
0473,047302,76
0918,091803,456
0344,034403,314
1677,167705,1950
1886,188601,185
1736,173603,129
1953,195300,107
0617,061701,93
0751,075103,93
0405,040502,174
0518,051802,419
0744,074400,110
0064,006400,50
1110,111001,85
0807,080700,348
1908,190802,480
0482,048203,163
0338,033802,237
1151,115102,708
0522,052203,139
0728,072803,981
1198,119800,327
0315,031501,233
0191,019104,344
1287,128703,182
0290,029000,97
0108,010800,263
1489,148900,473
1198,119800,327
0617,061701,93
1662,166204,98
0969,096902,208
1799,179903,790
0315,031501,233
0394,039401,465
0956,095603,210
1196,119601,104
0320,032001,726
0594,059402,127
1639,163900,138
0096,009601,108
1568,156800,135
1548,154802,416
1523,152302,582
1382,138203,151
1378,137803,1325
1570,157004,159
1170,117003,100
0949,094901,810
0556,055600,676
0621,062101,55
1862,186203,72
0606,060602,448
0104,010401,76
0023,002300,630
0442,044204,1904
1568,156800,945
0423,042305,132
0971,097100,65
0876,087602,437
1633,163302,609
0679,067905,159
0143,014301,310
1649,164901,135
1021,102100,54
1941,194101,116
1801,180100,245
0725,072501,69
1632,163202,756
0054,005401,195
0844,084400,382
1421,142101,243
1492,149206,389
1193,119302,396
0691,069101,113
0266,026600,2880
0405,040501,1660
0578,057800,442
1421,142101,243
1230,123000,102
0605,060502,119
1017,101703,334
0120,012000,386
1492,149204,128
1148,114804,98
1508,150802,147
1674,167405,566
0136,013601,152
1215,121503,2575
1903,190301,630
1484,148401,68
0136,013601,152
0663,066302,63
1100,110001,63
1489,148900,473
1258,125804,181
1725,172506,486
0717,071700,63
1285,128501,129
1789,178900,218
0393,039303,744
1955,195503,327
0585,058501,101
0423,042305,660
1908,190802,80
1565,156500,118
1714,171400,198
0536,053604,87
0361,036103,195
0061,006101,395
0126,012600,1135
0556,055600,4056
1463,146303,3165
1261,126101,756
0969,096902,208
1659,165902,1278
1175,117501,84
0376,037601,127
0034,003401,60
1716,171603,430
1639,163900,138
1364,136402,1170
1053,105301,207
0473,047302,456
0701,070100,1840
0438,043802,2555
0158,015803,58
0302,030201,860
0586,058602,1205
0590,059003,489
0887,088701,108
0188,018800,1453
1492,149206,389
1633,163302,609
0361,036103,195
0151,015100,1498
0597,059700,96
1987,198701,870
0679,067901,219
0463,046307,265
1021,102100,270
0420,042000,535
0725,072501,345
1403,140303,660
0208,020801,395
0376,037601,127
0621,062100,175
1226,122600,401
1216,121600,80
0482,048203,163
1137,113701,635
1955,195503,327
0394,039401,93
1007,100700,714
1739,173902,45
0465,046500,868
0449,044901,207
0104,010400,80
1844,184400,114
0544,054400,255
1950,195003,187
1468,146801,231
1417,141703,233
1919,191900,726
0191,019104,344
0099,009902,171
1126,112600,51
0370,037000,57
0189,018903,348
1715,171502,1170
1523,152302,388
1215,121507,347
0054,005401,195
0096,009601,540
1725,172506,621
0295,029502,74
0701,070100,524
1341,134100,56
0713,071300,186
0405,040501,332
0856,085602,415
1216,121600,80
1340,134000,354
1310,131000,217
1468,146801,231
0482,048203,652
1886,188601,37
1216,121600,80
1145,114501,76
0910,091000,1125
0750,075000,320
1341,134100,56
0107,010703,251
1943,194300,1270
1613,161302,126
1987,198701,174
1405,140503,274
1033,103300,169
0104,010401,76
0189,018903,116
1421,142101,243
1908,190802,480
0136,013601,152
0266,026600,1728
0799,079901,1450
0361,036103,195
1083,108300,323
1223,122300,100
1781,178102,560
0471,047104,594
1193,119305,68
1659,165901,167
0585,058501,303
1950,195003,187
0361,036103,195
0171,017104,948
0471,047101,257
1083,108300,323
0550,055004,85
1193,119305,68
0302,030202,1325
1659,165902,213
1955,195503,493
0394,039401,93
1669,166901,108
1421,142101,243
0085,008500,163
1854,185406,169
0412,041201,87
0480,048004,147
1788,178802,104
0140,014000,1093
0621,062100,875
0227,022704,325
1895,189503,119
1487,148704,991
1853,185300,182
0471,047101,1285
0649,064905,131
0303,030302,101
0956,095603,42
0346,034600,504
1720,172003,430
0585,058501,101
1215,121503,515
1644,164402,441
0320,032001,588
0112,011201,322
0674,067402,160
0013,001300,3318
1574,157403,490
0556,055600,676
0729,072900,60
1942,194203,685
1383,138301,234
0549,054906,329
0713,071300,930
1154,115400,93
1158,115804,52
0556,055600,676
1198,119800,1635
1853,185300,182
0887,088701,108
0178,017803,160
0358,035804,360
1862,186200,156
1902,190200,216
0386,038605,1470
1405,140503,1096
0728,072803,4905
1285,128501,129
1154,115400,93
0836,083607,145
0578,057800,442
0266,026601,27
1659,165902,213
0949,094901,162
1953,195300,535
1258,125804,181
1364,136402,234
1895,189503,119
0191,019104,344
0134,013404,67
1175,117501,84
0302,030202,265
0690,069004,1082
0971,097100,325
0104,010402,55
0054,005401,195
1080,108004,1200
1568,156801,103
1148,114803,90
0728,072803,4905
1853,185300,182
1198,119800,327
0929,092901,1062
1080,108004,240
1987,198701,174
1720,172003,430
0104,010400,480
1207,120700,434
1853,185300,182
1674,167405,566
1017,101703,1336
1226,122600,589
1886,188600,1065
0616,061601,2712
1298,129803,1452
1327,132700,375
0192,019200,128
1902,190200,108
1551,155101,1173
0983,098300,192
1480,148000,540
1788,178802,104
1799,179903,474
0361,036103,195
1853,185300,1092
0508,050800,79
1001,100100,336
0371,037101,451
1568,156800,405
1382,138203,151
0178,017803,160
0802,080203,101
0107,010703,251
0663,066302,63
1705,170502,299
1230,123000,102
0501,050100,273
1376,137605,157
0418,041802,130
0340,034000,448
0388,038800,351
1287,128703,284
0472,047200,108
1287,128703,284
1633,163302,609
0085,008500,163
1715,171502,234
0701,070100,1048
0315,031501,233
1735,173500,172
0605,060502,119
0854,085400,74
1771,177104,83
1053,105300,560
0013,001300,553
0315,031501,233
0969,096902,208
0547,054700,73
1285,128501,129
1145,114501,76
1579,157902,272
1492,149202,64
0596,059601,90
1677,167705,551
1725,172506,846
1735,173500,688
1574,157403,196
1656,165602,124
1668,166803,295
0026,002605,75
0701,070100,2620
1725,172504,675
0484,048401,256
1537,153702,114
1994,199404,284
1151,115101,155
1789,178900,1090
1475,147500,105
0062,006201,234
1631,163101,110
0358,035804,270
1327,132705,71
0038,003805,147
0192,019200,640
0129,012907,50
0191,019104,2064
0203,020300,248
1291,129100,567
1482,148204,114
0556,055600,676
0690,069004,6492
1487,148704,991
0442,044204,272
0112,011201,230
1068,106801,212
1340,134000,2215
0828,082803,88
1475,147500,105
1215,121503,2575
1193,119302,396
0938,093801,570
0454,045400,138
0713,071300,186
1516,151601,63
0121,012101,84
0552,055202,464
1440,144003,125
1336,133601,241
0018,001800,76
0480,048004,147
1669,166901,540
1124,112402,596
1835,183504,106
0463,046305,86
1113,111304,297
1033,103300,169
1854,185406,169
0742,074201,44
0870,087000,207
1510,151003,485
1175,117501,504
1137,113701,127
1053,105300,112
0188,018800,1453
0023,002300,270
1017,101703,483
1902,190200,108
0415,041501,102
0701,070100,524
0956,095603,210
0856,085602,653
0793,079301,880
0485,048500,59
0107,010703,251
1480,148000,270
1427,142700,51
1057,105702,255
0158,015803,290
1919,191900,242
0887,088701,108
1943,194300,312
1353,135300,85
0361,036103,195
0266,026600,576
1378,137803,265
1656,165602,124
0939,093902,169
0147,014701,1190
0048,004803,88
1716,171603,430
1646,164603,90
1083,108301,62
0335,033502,107
0649,064905,131
0189,018903,580
0508,050800,474
1261,126101,126
1484,148401,408
1895,189503,119
1755,175504,2793
0802,080203,1074
0463,046305,602
0536,053604,87
0358,035804,138
0590,059000,1425
0465,046500,124
1610,161001,816
1080,108004,240
1261,126101,126
1883,188302,720
0736,073600,368
1484,148401,68
1203,120300,82
0918,091803,456
0751,075103,372
1484,148401,68
0745,074501,69
1215,121503,515
1862,186200,1092
1440,144003,875
0293,029302,229
0013,001300,2765
1886,188600,213
0405,040502,174
1489,148900,473
0573,057301,135
0556,055600,676
1013,101300,355
1908,190802,240
0376,037601,127
1515,151503,75
1639,163900,930
0788,078801,82
1924,192404,495
0928,092801,45
0370,037000,57
0126,012600,227
1689,168900,370
1400,140000,448
0876,087602,437
0518,051802,419
1383,138301,1170
0147,014700,100
0904,090400,102
0405,040502,870
0327,032700,148
0506,050602,3516
0605,060502,197
0320,032001,196
1006,100601,72
0569,056902,308
1631,163101,110
1298,129803,242
0207,020700,2226
0358,035804,138
0108,010800,263
1781,178102,240
1875,187504,100
0482,048203,163
0712,071201,114
0423,042305,132
0147,014700,100
0596,059601,90
0663,066302,252
0107,010703,251
0112,011201,46
1853,185300,182
0191,019104,458
1624,162401,626
0394,039401,558
1527,152705,184
0869,086900,347
0152,015200,212
0781,078100,181
1480,148000,90
0018,001800,76
1478,147800,99
0226,022600,252
0781,078100,181
1903,190301,90
1925,192500,630
0302,030201,172
1435,143502,148
0115,011502,330
1496,149602,5628
1215,121503,3605
0112,011201,46
0561,056105,158
1083,108300,323
0894,089401,115
0302,030202,1325
0649,064905,131
0442,044204,1904
1193,119305,68
0361,036103,195
0473,047303,103
0508,050800,79
1229,122901,288
1263,126302,167
0108,010800,263
1336,133601,241
0407,040704,965
1006,100601,432
1991,199103,75
0191,019104,458
0623,062301,594
1013,101300,1420
0670,067001,114
1789,178902,146
1261,126101,126
1565,156500,354
0018,001800,76
1032,103200,336
0751,075103,93
0508,050800,134
0171,017104,1185
1817,181705,51
0694,069401,3171
0769,076900,101
1705,170501,466
0751,075103,93
1298,129803,242
1216,121600,80
1770,177000,660
1334,133400,37
1053,105301,621
1001,100100,672
0319,031904,503
1017,101703,483
0263,026304,1116
0569,056902,308
1565,156500,1010
1100,110001,126
0138,013801,292
1369,136902,296
0898,089803,121
1207,120700,434
0193,019301,83
1804,180403,60
1424,142402,92
1624,162401,626
1444,144403,239
0506,050602,2930
1556,155601,165
1492,149206,389
0471,047101,257
1994,199404,532
0694,069401,453
0736,073600,1840
1853,185300,182
0013,001300,553
1484,148401,68
1953,195300,107
1812,181200,57
1148,114804,490
1646,164603,90
0621,062101,330
1435,143502,281
1919,191900,1694
1258,125804,181
0013,001302,146
0319,031904,503
0171,017104,237
0107,010703,1255
1987,198701,1218
0370,037000,57
1285,128501,645
1510,151003,178
1336,133600,67
1686,168602,298
0931,093101,495
0302,030201,172
1812,181200,285
0227,022704,325
0729,072900,60
0856,085602,1959
1148,114804,98
1674,167405,1132
1853,185300,910
0386,038605,294
1817,181705,255
1133,113302,303
1862,186200,936
0501,050100,423
0140,014000,1093
1301,130103,804
0807,080700,177
1133,113302,303
1886,188600,213
1953,195300,535
0085,008500,163
0407,040704,193
0542,054202,282
1296,129603,730
1417,141703,233
0423,042305,132
0115,011504,610
1862,186200,468
1763,176305,1380
0268,026800,127
0319,031904,1509
1771,177104,498
1226,122600,589
0371,037101,715
1570,157000,237
0679,067905,159
0094,009404,1204
0442,044204,272
0570,057004,111
0090,009002,415
0921,092101,433
1107,110702,151
0353,035306,134
1850,185002,41
0266,026600,576
1137,113701,127
0729,072900,60
0494,049400,76
1417,141703,1165
1916,191600,165
1770,177000,440
0346,034600,504
1327,132700,75
0556,055600,676
0617,061701,93
1158,115804,52
1261,126101,126
1383,138301,2262
0438,043802,511
1955,195503,493
0338,033802,1185
0856,085602,653
1896,189601,472
0321,032101,74
0048,004803,88
1574,157403,98
1659,165902,213
0745,074501,69
1341,134100,56
1570,157000,237
0112,011201,46
0285,028503,101
1799,179903,790
1624,162401,1878
0556,055600,4056
0376,037601,127
1799,179903,158
0353,035306,134
0694,069401,574
1143,114302,108
0370,037000,57
0052,005200,1020
1610,161001,680
1489,148900,473
0929,092903,85
0341,034102,80
1677,167705,2755
0079,007901,34
1674,167405,717
1574,157403,98
1263,126302,1002
0713,071300,186
0572,057202,106
1274,127401,330
0901,090101,55
0616,061601,452
0449,044901,69
0569,056902,308
1570,157000,340
0585,058501,151
1415,141500,167
1556,155601,825
0952,095201,258
1889,188901,962
0596,059601,90
0678,067800,316
0266,026600,2880
0109,010905,315
1860,186001,183
0929,092901,354
1880,188002,750
0707,070700,291
1944,194405,93
1285,128501,129
1139,113902,91
1369,136902,296
0188,018800,1453
1198,119800,327
0804,080404,189
0134,013404,67
1006,100601,72
0596,059601,540
0125,012500,38
1941,194101,580
1578,157805,380
1894,189400,385
1248,124805,119
0094,009404,860
1942,194203,137
1334,133400,37
1480,148000,90
0207,020700,371
