customer,date,dayDiff
00048B,20011003,4412
00048B,20011003,4412
00048B,20011003,4412
00048B,20011017,4398
00048B,20011017,4398
00048C,20010804,4472
00048C,20010804,4472
00048C,20010804,4472
00048C,20010804,4472
00048C,20010804,4472
00048C,20010804,4472
00048C,20010915,4430
00048C,20010915,4430
00048C,20010915,4430
00048C,20010915,4430
00048C,20010915,4430
00048C,20010915,4430
00048C,20010915,4430
00048C,20010915,4430
00048C,20010922,4423
00048C,20010922,4423
00048C,20010922,4423
00048C,20010922,4423
00048C,20010922,4423
00048C,20010922,4423
00048C,20011003,4412
00048C,20011003,4412
00048C,20011003,4412
00048C,20011017,4398
00048C,20011017,4398
00048D,20010804,4472
00048D,20010804,4472
00048D,20010804,4472
00048D,20010804,4472
00048D,20010804,4472
00048D,20010804,4472
00048D,20010915,4430
00048D,20010915,4430
00048D,20010915,4430
00048D,20010915,4430
00048D,20010915,4430
00048D,20010915,4430
00048D,20010915,4430
00048D,20010915,4430
00048D,20010922,4423
00048D,20010922,4423
00048D,20010922,4423
00048D,20010922,4423
00048D,20010922,4423
00048D,20010922,4423
00048D,20011003,4412
00048D,20011003,4412
00048D,20011003,4412
00048D,20011017,4398
00048D,20011017,4398
00049A,20010220,4637
00049A,20010220,4637
00049A,20010220,4637
00049B,20010220,4637
00049B,20010220,4637
00049B,20010220,4637
00049C,20010220,4637
00049C,20010220,4637
00049C,20010220,4637
00049D,20010220,4637
00049D,20010220,4637
00049D,20010220,4637
00050A,20010923,4422
00050A,20010923,4422
00050A,20010923,4422
00050A,20010923,4422
00050A,20010923,4422
00050A,20011012,4403
00050A,20011012,4403
00050A,20011012,4403
00050A,20011012,4403
00050B,20010923,4422
00050B,20010923,4422
00050B,20010923,4422
00050B,20010923,4422
00050B,20010923,4422
00050B,20011012,4403
00050B,20011012,4403
00050B,20011012,4403
00050B,20011012,4403
00050C,20010923,4422
00050C,20010923,4422
00050C,20010923,4422
00050C,20010923,4422
00050C,20010923,4422
00050C,20011012,4403
00050C,20011012,4403
00050C,20011012,4403
00050C,20011012,4403
00050D,20010923,4422
00050D,20010923,4422
00050D,20010923,4422
00050D,20010923,4422
00050D,20010923,4422
00050D,20011012,4403
00050D,20011012,4403
00050D,20011012,4403
00050D,20011012,4403
00052A,20010227,4630
00052A,20010227,4630
00052A,20010227,4630
00052A,20010227,4630
00052A,20010227,4630
00052A,20010227,4630
00052A,20010227,4630
00052A,20010227,4630
00052A,20010227,4630
00052A,20010227,4630
00052A,20010511,4557
00052A,20010515,4553
00052A,20010515,4553
00052A,20010515,4553
00052A,20010515,4553
00052A,20010515,4553
00052A,20010515,4553
00052A,20010515,4553
00052A,20010515,4553
00052A,20010515,4553
00052A,20010515,4553
00052A,20010515,4553
00052A,20010515,4553
00052A,20010515,4553
00052A,20010619,4518
00052A,20010619,4518
00052A,20010619,4518
00052A,20010619,4518
00052A,20010619,4518
00052A,20010619,4518
00052A,20010627,4510
00052A,20010730,4477
00052A,20010730,4477
00052A,20010730,4477
00052A,20010730,4477
00052A,20010730,4477
00052A,20010730,4477
00052A,20010730,4477
00052A,20010808,4468
00052A,20010808,4468
00052A,20010808,4468
00052A,20010808,4468
00052A,20010808,4468
00052A,20010808,4468
00052A,20010808,4468
00052A,20010808,4468
00052A,20010910,4435
00052A,20010910,4435
00052A,20010910,4435
00052A,20010910,4435
00052A,20010910,4435
00052A,20010910,4435
00052A,20011016,4399
00052A,20011016,4399
00052A,20011016,4399
00052A,20011016,4399
00052A,20011016,4399
00052A,20011016,4399
00052A,20011016,4399
00052A,20011016,4399
00052B,20010227,4630
00052B,20010227,4630
00052B,20010227,4630
00052B,20010227,4630
00052B,20010227,4630
00052B,20010227,4630
00052B,20010227,4630
00052B,20010227,4630
00052B,20010227,4630
00052B,20010227,4630
00052B,20010511,4557
00052B,20010515,4553
00052B,20010515,4553
00052B,20010515,4553
00052B,20010515,4553
00052B,20010515,4553
00052B,20010515,4553
00052B,20010515,4553
00052B,20010515,4553
00052B,20010515,4553
00052B,20010515,4553
00052B,20010515,4553
00052B,20010515,4553
00052B,20010515,4553
00052B,20010619,4518
00052B,20010619,4518
00052B,20010619,4518
00052B,20010619,4518
00052B,20010619,4518
00052B,20010619,4518
00052B,20010627,4510
00052B,20010730,4477
00052B,20010730,4477
00052B,20010730,4477
00052B,20010730,4477
00052B,20010730,4477
00052B,20010730,4477
00052B,20010730,4477
00052B,20010808,4468
00052B,20010808,4468
00052B,20010808,4468
00052B,20010808,4468
00052B,20010808,4468
00052B,20010808,4468
00052B,20010808,4468
00052B,20010808,4468
00052B,20010910,4435
00052B,20010910,4435
00052B,20010910,4435
00052B,20010910,4435
00052B,20010910,4435
00052B,20010910,4435
00052B,20011016,4399
00052B,20011016,4399
00052B,20011016,4399
00052B,20011016,4399
00052B,20011016,4399
00052B,20011016,4399
00052B,20011016,4399
00052B,20011016,4399
00052C,20010227,4630
00052C,20010227,4630
00052C,20010227,4630
00052C,20010227,4630
00052C,20010227,4630
00052C,20010227,4630
00052C,20010227,4630
00052C,20010227,4630
00052C,20010227,4630
00052C,20010227,4630
00052C,20010511,4557
00052C,20010515,4553
00052C,20010515,4553
00052C,20010515,4553
00052C,20010515,4553
00052C,20010515,4553
00052C,20010515,4553
00052C,20010515,4553
00052C,20010515,4553
00052C,20010515,4553
00052C,20010515,4553
00052C,20010515,4553
00052C,20010515,4553
00052C,20010515,4553
00052C,20010619,4518
00052C,20010619,4518
00052C,20010619,4518
00052C,20010619,4518
00052C,20010619,4518
00052C,20010619,4518
00052C,20010627,4510
00052C,20010730,4477
00052C,20010730,4477
00052C,20010730,4477
00052C,20010730,4477
00052C,20010730,4477
00052C,20010730,4477
00052C,20010730,4477
00052C,20010808,4468
00052C,20010808,4468
00052C,20010808,4468
00052C,20010808,4468
00052C,20010808,4468
00052C,20010808,4468
00052C,20010808,4468
00052C,20010808,4468
00052C,20010910,4435
00052C,20010910,4435
00052C,20010910,4435
00052C,20010910,4435
00052C,20010910,4435
00052C,20010910,4435
00052C,20011016,4399
00052C,20011016,4399
00052C,20011016,4399
00052C,20011016,4399
00052C,20011016,4399
00052C,20011016,4399
00052C,20011016,4399
00052C,20011016,4399
00052D,20010227,4630
00052D,20010227,4630
00052D,20010227,4630
00052D,20010227,4630
00052D,20010227,4630
00052D,20010227,4630
00052D,20010227,4630
00052D,20010227,4630
00052D,20010227,4630
00052D,20010227,4630
00052D,20010511,4557
00052D,20010515,4553
00052D,20010515,4553
00052D,20010515,4553
00052D,20010515,4553
00052D,20010515,4553
00052D,20010515,4553
00052D,20010515,4553
00052D,20010515,4553
00052D,20010515,4553
00052D,20010515,4553
00052D,20010515,4553
00052D,20010515,4553
00052D,20010515,4553
00052D,20010619,4518
00052D,20010619,4518
00052D,20010619,4518
00052D,20010619,4518
00052D,20010619,4518
00052D,20010619,4518
00052D,20010627,4510
00052D,20010730,4477
00052D,20010730,4477
00052D,20010730,4477
00052D,20010730,4477
00052D,20010730,4477
00052D,20010730,4477
00052D,20010730,4477
00052D,20010808,4468
00052D,20010808,4468
00052D,20010808,4468
00052D,20010808,4468
00052D,20010808,4468
00052D,20010808,4468
00052D,20010808,4468
00052D,20010808,4468
00052D,20010910,4435
00052D,20010910,4435
00052D,20010910,4435
00052D,20010910,4435
00052D,20010910,4435
00052D,20010910,4435
00052D,20011016,4399
00052D,20011016,4399
00052D,20011016,4399
00052D,20011016,4399
00052D,20011016,4399
00052D,20011016,4399
00052D,20011016,4399
00052D,20011016,4399
00053A,20010701,4506
00053A,20010701,4506
00053A,20010701,4506
00053A,20010701,4506
00053A,20010701,4506
00053A,20010701,4506
00053A,20010701,4506
00053A,20010701,4506
00053A,20010713,4494
00053A,20010713,4494
00053A,20010713,4494
00053A,20010713,4494
00053A,20010713,4494
00053A,20010713,4494
00053A,20010714,4493
00053A,20010714,4493
00053A,20010714,4493
00053A,20010714,4493
00053A,20010714,4493
00053A,20010714,4493
00053A,20010714,4493
00053A,20010714,4493
00053A,20010714,4493
00053A,20010714,4493
00053A,20010714,4493
00053A,20010826,4450
00053A,20010826,4450
00053A,20010826,4450
00053A,20010826,4450
00053A,20010826,4450
00053A,20010826,4450
00053A,20010826,4450
00053A,20010826,4450
00053B,20010701,4506
00053B,20010701,4506
00053B,20010701,4506
00053B,20010701,4506
00053B,20010701,4506
00053B,20010701,4506
00053B,20010701,4506
00053B,20010701,4506
00053B,20010713,4494
00053B,20010713,4494
00053B,20010713,4494
00053B,20010713,4494
00053B,20010713,4494
00053B,20010713,4494
00053B,20010714,4493
00053B,20010714,4493
00053B,20010714,4493
00053B,20010714,4493
00053B,20010714,4493
00053B,20010714,4493
00053B,20010714,4493
00053B,20010714,4493
00053B,20010714,4493
00053B,20010714,4493
00053B,20010714,4493
00053B,20010826,4450
00053B,20010826,4450
00053B,20010826,4450
00053B,20010826,4450
00053B,20010826,4450
00053B,20010826,4450
00053B,20010826,4450
00053B,20010826,4450
00053C,20010701,4506
00053C,20010701,4506
00053C,20010701,4506
00053C,20010701,4506
00053C,20010701,4506
00053C,20010701,4506
00053C,20010701,4506
00053C,20010701,4506
00053C,20010713,4494
00053C,20010713,4494
00053C,20010713,4494
00053C,20010713,4494
00053C,20010713,4494
00053C,20010713,4494
00053C,20010714,4493
00053C,20010714,4493
00053C,20010714,4493
00053C,20010714,4493
00053C,20010714,4493
00053C,20010714,4493
00053C,20010714,4493
00053C,20010714,4493
00053C,20010714,4493
00053C,20010714,4493
00053C,20010714,4493
00053C,20010826,4450
00053C,20010826,4450
00053C,20010826,4450
00053C,20010826,4450
00053C,20010826,4450
00053C,20010826,4450
00053C,20010826,4450
00053C,20010826,4450
00053D,20010701,4506
00053D,20010701,4506
00053D,20010701,4506
00053D,20010701,4506
00053D,20010701,4506
00053D,20010701,4506
00053D,20010701,4506
00053D,20010701,4506
00053D,20010713,4494
00053D,20010713,4494
00053D,20010713,4494
00053D,20010713,4494
00053D,20010713,4494
00053D,20010713,4494
00053D,20010714,4493
00053D,20010714,4493
00053D,20010714,4493
00053D,20010714,4493
00053D,20010714,4493
00053D,20010714,4493
00053D,20010714,4493
00053D,20010714,4493
00053D,20010714,4493
00053D,20010714,4493
00053D,20010714,4493
00053D,20010826,4450
00053D,20010826,4450
00053D,20010826,4450
00053D,20010826,4450
00053D,20010826,4450
00053D,20010826,4450
00053D,20010826,4450
00053D,20010826,4450
00054A,20010618,4519
00054A,20010618,4519
00054A,20010618,4519
00054A,20010705,4502
00054A,20010705,4502
00054A,20010705,4502
00054A,20010705,4502
00054A,20010707,4500
00054A,20010707,4500
00054A,20010707,4500
00054A,20010707,4500
00054A,20010707,4500
00054A,20010707,4500
00054A,20010707,4500
00054A,20010816,4460
00054A,20010820,4456
00054A,20010820,4456
00054A,20010820,4456
00054A,20010820,4456
00054A,20010820,4456
00054A,20010826,4450
00054A,20010826,4450
00054A,20010826,4450
00054A,20010826,4450
00054A,20010826,4450
00054A,20010826,4450
00054A,20010828,4448
00054A,20010828,4448
00054A,20010828,4448
00054A,20010828,4448
00054A,20010828,4448
00054A,20010828,4448
00054A,20010913,4432
00054A,20010913,4432
00054A,20010913,4432
00054A,20010913,4432
00054A,20010913,4432
00054A,20010913,4432
00054A,20011007,4408
00054A,20011007,4408
00054A,20011007,4408
00054A,20011007,4408
00054A,20011007,4408
00054A,20011007,4408
00054A,20011007,4408
00054A,20011007,4408
00054A,20011015,4400
00054A,20011021,4394
00054A,20011021,4394
00054A,20011021,4394
00054A,20011021,4394
00054B,20010618,4519
00054B,20010618,4519
00054B,20010618,4519
00054B,20010705,4502
00054B,20010705,4502
00054B,20010705,4502
00054B,20010705,4502
00054B,20010707,4500
00054B,20010707,4500
00054B,20010707,4500
00054B,20010707,4500
00054B,20010707,4500
00054B,20010707,4500
00054B,20010707,4500
00054B,20010816,4460
00054B,20010820,4456
00054B,20010820,4456
00054B,20010820,4456
00054B,20010820,4456
00054B,20010820,4456
00054B,20010826,4450
00054B,20010826,4450
00054B,20010826,4450
00054B,20010826,4450
00054B,20010826,4450
00054B,20010826,4450
00054B,20010828,4448
00054B,20010828,4448
00054B,20010828,4448
00054B,20010828,4448
00054B,20010828,4448
00054B,20010828,4448
00054B,20010913,4432
00054B,20010913,4432
00054B,20010913,4432
00054B,20010913,4432
00054B,20010913,4432
00054B,20010913,4432
00054B,20011007,4408
00054B,20011007,4408
00054B,20011007,4408
00054B,20011007,4408
00054B,20011007,4408
00054B,20011007,4408
00054B,20011007,4408
00054B,20011007,4408
00054B,20011015,4400
00054B,20011021,4394
00054B,20011021,4394
00054B,20011021,4394
00054B,20011021,4394
00054C,20010618,4519
00054C,20010618,4519
00054C,20010618,4519
00054C,20010705,4502
00054C,20010705,4502
00054C,20010705,4502
00054C,20010705,4502
00054C,20010707,4500
00054C,20010707,4500
00054C,20010707,4500
00054C,20010707,4500
00054C,20010707,4500
00054C,20010707,4500
00054C,20010707,4500
00054C,20010816,4460
00054C,20010820,4456
00054C,20010820,4456
00054C,20010820,4456
00054C,20010820,4456
00054C,20010820,4456
00054C,20010826,4450
00054C,20010826,4450
00054C,20010826,4450
00054C,20010826,4450
00054C,20010826,4450
00054C,20010826,4450
00054C,20010828,4448
00054C,20010828,4448
00054C,20010828,4448
00054C,20010828,4448
00054C,20010828,4448
00054C,20010828,4448
00054C,20010913,4432
00054C,20010913,4432
00054C,20010913,4432
00054C,20010913,4432
00054C,20010913,4432
00054C,20010913,4432
00054C,20011007,4408
00054C,20011007,4408
00054C,20011007,4408
00054C,20011007,4408
00054C,20011007,4408
00054C,20011007,4408
00054C,20011007,4408
00054C,20011007,4408
00054C,20011015,4400
00054C,20011021,4394
00054C,20011021,4394
00054C,20011021,4394
00054C,20011021,4394
00054D,20010618,4519
00054D,20010618,4519
00054D,20010618,4519
00054D,20010705,4502
00054D,20010705,4502
00054D,20010705,4502
00054D,20010705,4502
00054D,20010707,4500
00054D,20010707,4500
00054D,20010707,4500
00054D,20010707,4500
00054D,20010707,4500
00054D,20010707,4500
00054D,20010707,4500
00054D,20010816,4460
00054D,20010820,4456
00054D,20010820,4456
00054D,20010820,4456
00054D,20010820,4456
00054D,20010820,4456
00054D,20010826,4450
00054D,20010826,4450
00054D,20010826,4450
00054D,20010826,4450
00054D,20010826,4450
00054D,20010826,4450
00054D,20010828,4448
00054D,20010828,4448
00054D,20010828,4448
00054D,20010828,4448
00054D,20010828,4448
00054D,20010828,4448
00054D,20010913,4432
00054D,20010913,4432
00054D,20010913,4432
00054D,20010913,4432
00054D,20010913,4432
00054D,20010913,4432
00054D,20011007,4408
00054D,20011007,4408
00054D,20011007,4408
00054D,20011007,4408
00054D,20011007,4408
00054D,20011007,4408
00054D,20011007,4408
00054D,20011007,4408
00054D,20011015,4400
00054D,20011021,4394
00054D,20011021,4394
00054D,20011021,4394
00054D,20011021,4394
00055A,20010413,4585
00055A,20010413,4585
00055A,20010413,4585
00055B,20010413,4585
00055B,20010413,4585
00055B,20010413,4585
00055C,20010413,4585
00055C,20010413,4585
00055C,20010413,4585
00055D,20010413,4585
00055D,20010413,4585
00055D,20010413,4585
00056A,20010301,4628
00056A,20010301,4628
00056A,20010301,4628
00056A,20010301,4628
00056A,20010301,4628
00056A,20010301,4628
00056A,20010301,4628
00056A,20010303,4626
00056A,20010303,4626
00056A,20010303,4626
00056A,20010303,4626
00056A,20010303,4626
00056A,20010303,4626
00056A,20010306,4623
00056A,20010306,4623
00056A,20010306,4623
00056A,20010306,4623
00056A,20010306,4623
00056A,20010306,4623
00056A,20010327,4602
00056A,20010327,4602
00056A,20010327,4602
00056A,20010327,4602
00056A,20010327,4602
00056A,20010327,4602
00056A,20010327,4602
00056A,20010327,4602
00056A,20010327,4602
00056A,20010327,4602
00056A,20010424,4574
00056A,20010424,4574
00056A,20010424,4574
00056A,20010424,4574
00056A,20010424,4574
00056A,20010424,4574
00056A,20010424,4574
00056A,20010424,4574
00056A,20010424,4574
00056A,20010706,4501
00056A,20010706,4501
00056A,20010706,4501
00056A,20010706,4501
00056A,20010706,4501
00056A,20010706,4501
00056A,20010706,4501
00056A,20010706,4501
00056B,20010301,4628
00056B,20010301,4628
00056B,20010301,4628
00056B,20010301,4628
00056B,20010301,4628
00056B,20010301,4628
00056B,20010301,4628
00056B,20010303,4626
00056B,20010303,4626
00056B,20010303,4626
00056B,20010303,4626
00056B,20010303,4626
00056B,20010303,4626
00056B,20010306,4623
00056B,20010306,4623
00056B,20010306,4623
00056B,20010306,4623
00056B,20010306,4623
00056B,20010306,4623
00056B,20010327,4602
00056B,20010327,4602
00056B,20010327,4602
00056B,20010327,4602
00056B,20010327,4602
00056B,20010327,4602
00056B,20010327,4602
00056B,20010327,4602
00056B,20010327,4602
00056B,20010327,4602
00056B,20010424,4574
00056B,20010424,4574
00056B,20010424,4574
00056B,20010424,4574
00056B,20010424,4574
00056B,20010424,4574
00056B,20010424,4574
00056B,20010424,4574
00056B,20010424,4574
00056B,20010706,4501
00056B,20010706,4501
00056B,20010706,4501
00056B,20010706,4501
00056B,20010706,4501
00056B,20010706,4501
00056B,20010706,4501
00056B,20010706,4501
00056C,20010301,4628
00056C,20010301,4628
00056C,20010301,4628
00056C,20010301,4628
00056C,20010301,4628
00056C,20010301,4628
00056C,20010301,4628
00056C,20010303,4626
00056C,20010303,4626
00056C,20010303,4626
00056C,20010303,4626
00056C,20010303,4626
00056C,20010303,4626
00056C,20010306,4623
00056C,20010306,4623
00056C,20010306,4623
00056C,20010306,4623
00056C,20010306,4623
00056C,20010306,4623
00056C,20010327,4602
00056C,20010327,4602
00056C,20010327,4602
00056C,20010327,4602
00056C,20010327,4602
00056C,20010327,4602
00056C,20010327,4602
00056C,20010327,4602
00056C,20010327,4602
00056C,20010327,4602
00056C,20010424,4574
00056C,20010424,4574
00056C,20010424,4574
00056C,20010424,4574
00056C,20010424,4574
00056C,20010424,4574
00056C,20010424,4574
00056C,20010424,4574
00056C,20010424,4574
00056C,20010706,4501
00056C,20010706,4501
00056C,20010706,4501
00056C,20010706,4501
00056C,20010706,4501
00056C,20010706,4501
00056C,20010706,4501
00056C,20010706,4501
00056D,20010301,4628
00056D,20010301,4628
00056D,20010301,4628
00056D,20010301,4628
00056D,20010301,4628
00056D,20010301,4628
00056D,20010301,4628
00056D,20010303,4626
00056D,20010303,4626
00056D,20010303,4626
00056D,20010303,4626
00056D,20010303,4626
00056D,20010303,4626
00056D,20010306,4623
00056D,20010306,4623
00056D,20010306,4623
00056D,20010306,4623
00056D,20010306,4623
00056D,20010306,4623
00056D,20010327,4602
00056D,20010327,4602
00056D,20010327,4602
00056D,20010327,4602
00056D,20010327,4602
00056D,20010327,4602
00056D,20010327,4602
00056D,20010327,4602
00056D,20010327,4602
00056D,20010327,4602
00056D,20010424,4574
00056D,20010424,4574
00056D,20010424,4574
00056D,20010424,4574
00056D,20010424,4574
00056D,20010424,4574
00056D,20010424,4574
00056D,20010424,4574
00056D,20010424,4574
00056D,20010706,4501
00056D,20010706,4501
00056D,20010706,4501
00056D,20010706,4501
00056D,20010706,4501
00056D,20010706,4501
00056D,20010706,4501
00056D,20010706,4501
00057A,20010906,4439
00057A,20010906,4439
00057A,20010906,4439
00057A,20010906,4439
00057A,20010906,4439
00057A,20010906,4439
00057A,20010906,4439
00057A,20010906,4439
00057A,20010906,4439
00057A,20010906,4439
00057A,20010907,4438
00057A,20010907,4438
00057A,20010907,4438
00057A,20010907,4438
00057A,20010907,4438
00057A,20010907,4438
00057A,20010907,4438
00057A,20010907,4438
00057A,20010907,4438
00057A,20010907,4438
00057A,20010907,4438
00057A,20010916,4429
00057A,20010916,4429
00057A,20010916,4429
00057A,20010916,4429
00057A,20010916,4429
00057A,20010916,4429
00057A,20010916,4429
00057A,20010916,4429
00057A,20010916,4429
00057A,20010916,4429
00057B,20010906,4439
00057B,20010906,4439
00057B,20010906,4439
00057B,20010906,4439
00057B,20010906,4439
00057B,20010906,4439
00057B,20010906,4439
00057B,20010906,4439
00057B,20010906,4439
00057B,20010906,4439
00057B,20010907,4438
00057B,20010907,4438
00057B,20010907,4438
00057B,20010907,4438
00057B,20010907,4438
00057B,20010907,4438
00057B,20010907,4438
00057B,20010907,4438
00057B,20010907,4438
00057B,20010907,4438
00057B,20010907,4438
00057B,20010916,4429
00057B,20010916,4429
00057B,20010916,4429
00057B,20010916,4429
00057B,20010916,4429
00057B,20010916,4429
00057B,20010916,4429
00057B,20010916,4429
00057B,20010916,4429
00057B,20010916,4429
00057C,20010906,4439
00057C,20010906,4439
00057C,20010906,4439
00057C,20010906,4439
00057C,20010906,4439
00057C,20010906,4439
00057C,20010906,4439
00057C,20010906,4439
00057C,20010906,4439
00057C,20010906,4439
00057C,20010907,4438
00057C,20010907,4438
00057C,20010907,4438
00057C,20010907,4438
00057C,20010907,4438
00057C,20010907,4438
00057C,20010907,4438
00057C,20010907,4438
00057C,20010907,4438
00057C,20010907,4438
00057C,20010907,4438
00057C,20010916,4429
00057C,20010916,4429
00057C,20010916,4429
00057C,20010916,4429
00057C,20010916,4429
00057C,20010916,4429
00057C,20010916,4429
00057C,20010916,4429
00057C,20010916,4429
00057C,20010916,4429
00057D,20010906,4439
00057D,20010906,4439
00057D,20010906,4439
00057D,20010906,4439
00057D,20010906,4439
00057D,20010906,4439
00057D,20010906,4439
00057D,20010906,4439
00057D,20010906,4439
00057D,20010906,4439
00057D,20010907,4438
00057D,20010907,4438
00057D,20010907,4438
00057D,20010907,4438
00057D,20010907,4438
00057D,20010907,4438
00057D,20010907,4438
00057D,20010907,4438
00057D,20010907,4438
00057D,20010907,4438
00057D,20010907,4438
00057D,20010916,4429
00057D,20010916,4429
00057D,20010916,4429
00057D,20010916,4429
00057D,20010916,4429
00057D,20010916,4429
00057D,20010916,4429
00057D,20010916,4429
00057D,20010916,4429
00057D,20010916,4429
00058A,20010722,4485
00058A,20010722,4485
00058A,20010722,4485
00058A,20011113,4371
00058A,20011113,4371
00058A,20011113,4371
00058A,20011204,4350
00058A,20011204,4350
00058A,20011230,4324
00058A,20011230,4324
00058A,20011230,4324
00058B,20010722,4485
00058B,20010722,4485
00058B,20010722,4485
00058B,20011113,4371
00058B,20011113,4371
00058B,20011113,4371
00058B,20011204,4350
00058B,20011204,4350
00058B,20011230,4324
00058B,20011230,4324
00058B,20011230,4324
00058C,20010722,4485
00058C,20010722,4485
00058C,20010722,4485
00058C,20011113,4371
00058C,20011113,4371
00058C,20011113,4371
00058C,20011204,4350
00058C,20011204,4350
00058C,20011230,4324
00058C,20011230,4324
00058C,20011230,4324
00058D,20010722,4485
00058D,20010722,4485
00058D,20010722,4485
00058D,20011113,4371
00058D,20011113,4371
00058D,20011113,4371
00058D,20011204,4350
00058D,20011204,4350
00058D,20011230,4324
00058D,20011230,4324
00058D,20011230,4324
00059A,20010529,4539
00059A,20010529,4539
00059A,20010529,4539
00059A,20010529,4539
00059A,20010529,4539
00059B,20010529,4539
00059B,20010529,4539
00059B,20010529,4539
00059B,20010529,4539
00059B,20010529,4539
00059C,20010529,4539
00059C,20010529,4539
00059C,20010529,4539
00059C,20010529,4539
00059C,20010529,4539
00059D,20010529,4539
00059D,20010529,4539
00059D,20010529,4539
00059D,20010529,4539
00059D,20010529,4539
00060A,20010417,4581
00060A,20010417,4581
00060A,20010417,4581
00060A,20010417,4581
00060A,20010417,4581
00060A,20010417,4581
00060B,20010417,4581
00060B,20010417,4581
00060B,20010417,4581
00060B,20010417,4581
00060B,20010417,4581
00060B,20010417,4581
00060C,20010417,4581
00060C,20010417,4581
00060C,20010417,4581
00060C,20010417,4581
00060C,20010417,4581
00060C,20010417,4581
00060D,20010417,4581
00060D,20010417,4581
00060D,20010417,4581
00060D,20010417,4581
00060D,20010417,4581
00060D,20010417,4581
00061A,20011001,4414
00061A,20011001,4414
00061A,20011001,4414
00061A,20011001,4414
00061A,20011001,4414
00061A,20011117,4367
00061A,20011117,4367
00061A,20011117,4367
00061A,20011117,4367
00061A,20011117,4367
00061A,20011117,4367
00061A,20011117,4367
00061A,20011117,4367
00061A,20011117,4367
00061B,20011001,4414
00061B,20011001,4414
00061B,20011001,4414
00061B,20011001,4414
00061B,20011001,4414
00061B,20011117,4367
00061B,20011117,4367
00061B,20011117,4367
00061B,20011117,4367
00061B,20011117,4367
00061B,20011117,4367
00061B,20011117,4367
00061B,20011117,4367
00061B,20011117,4367
00061C,20011001,4414
00061C,20011001,4414
00061C,20011001,4414
00061C,20011001,4414
00061C,20011001,4414
00061C,20011117,4367
00061C,20011117,4367
00061C,20011117,4367
00061C,20011117,4367
00061C,20011117,4367
00061C,20011117,4367
00061C,20011117,4367
00061C,20011117,4367
00061C,20011117,4367
00061D,20011001,4414
00061D,20011001,4414
00061D,20011001,4414
00061D,20011001,4414
00061D,20011001,4414
00061D,20011117,4367
00061D,20011117,4367
00061D,20011117,4367
00061D,20011117,4367
00061D,20011117,4367
00061D,20011117,4367
00061D,20011117,4367
00061D,20011117,4367
00061D,20011117,4367
00062A,20010724,4483
00062A,20010724,4483
00062A,20010724,4483
00062A,20010724,4483
00062A,20010724,4483
00062A,20010724,4483
00062A,20010810,4466
00062A,20010810,4466
00062A,20010820,4456
00062A,20010820,4456
00062A,20010820,4456
00062A,20010820,4456
00062A,20010920,4425
00062A,20010920,4425
00062A,20010920,4425
00062A,20010920,4425
00062A,20010920,4425
00062A,20011104,4380
00062A,20011104,4380
00062A,20011104,4380
00062A,20011211,4343
00062A,20011211,4343
00062B,20010724,4483
00062B,20010724,4483
00062B,20010724,4483
00062B,20010724,4483
00062B,20010724,4483
00062B,20010724,4483
00062B,20010810,4466
00062B,20010810,4466
00062B,20010820,4456
00062B,20010820,4456
00062B,20010820,4456
00062B,20010820,4456
00062B,20010920,4425
00062B,20010920,4425
00062B,20010920,4425
00062B,20010920,4425
00062B,20010920,4425
00062B,20011104,4380
00062B,20011104,4380
00062B,20011104,4380
00062B,20011211,4343
00062B,20011211,4343
00062C,20010724,4483
00062C,20010724,4483
00062C,20010724,4483
00062C,20010724,4483
00062C,20010724,4483
00062C,20010724,4483
00062C,20010810,4466
00062C,20010810,4466
00062C,20010820,4456
00062C,20010820,4456
00062C,20010820,4456
00062C,20010820,4456
00062C,20010920,4425
00062C,20010920,4425
00062C,20010920,4425
00062C,20010920,4425
00062C,20010920,4425
00062C,20011104,4380
00062C,20011104,4380
00062C,20011104,4380
00062C,20011211,4343
00062C,20011211,4343
00062D,20010724,4483
00062D,20010724,4483
00062D,20010724,4483
00062D,20010724,4483
00062D,20010724,4483
00062D,20010724,4483
00062D,20010810,4466
00062D,20010810,4466
00062D,20010820,4456
00062D,20010820,4456
00062D,20010820,4456
00062D,20010820,4456
00062D,20010920,4425
00062D,20010920,4425
00062D,20010920,4425
00062D,20010920,4425
00062D,20010920,4425
00062D,20011104,4380
00062D,20011104,4380
00062D,20011104,4380
00062D,20011211,4343
00062D,20011211,4343
00063A,20010520,4548
00063A,20010520,4548
00063A,20010520,4548
00063A,20010520,4548
00063A,20010520,4548
00063A,20010520,4548
00063A,20010520,4548
00063A,20010520,4548
00063A,20010520,4548
00063A,20010520,4548
00063A,20010520,4548
00063A,20010615,4522
00063A,20010615,4522
00063A,20010615,4522
00063A,20010618,4519
00063A,20010618,4519
00063A,20010618,4519
00063A,20010618,4519
00063A,20010618,4519
00063A,20010619,4518
00063A,20010619,4518
00063A,20010619,4518
00063A,20010714,4493
00063A,20010714,4493
00063A,20010714,4493
00063A,20010714,4493
00063A,20010714,4493
00063A,20010719,4488
00063A,20010719,4488
00063A,20010719,4488
00063A,20010719,4488
00063B,20010520,4548
00063B,20010520,4548
00063B,20010520,4548
00063B,20010520,4548
00063B,20010520,4548
00063B,20010520,4548
00063B,20010520,4548
00063B,20010520,4548
00063B,20010520,4548
